Datum;Uhrzeit;Deutschland/Luxemburg[Euro/MWh];Dänemark 1[Euro/MWh];Dänemark 2[Euro/MWh];Frankreich[Euro/MWh];Italien (Nord)[Euro/MWh];Niederlande[Euro/MWh];Polen[Euro/MWh];Schweden 4[Euro/MWh];Schweiz[Euro/MWh];Slowenien[Euro/MWh];Tschechien[Euro/MWh];Ungarn[Euro/MWh];Österreich[Euro/MWh];Deutschland/Österreich/Luxemburg[Euro/MWh]
27.06.2019;03:00;26,03;21,32;21,32;17,23;-;28,22;-;21,32;25,61;30,04;26,24;27,33;26,03;-
27.06.2019;04:00;27,06;16,47;16,47;14,64;-;29,42;-;16,47;25,11;30,02;26,8;27,33;27,06;-
27.06.2019;05:00;30,03;23,37;23,37;22,81;-;29,78;-;23,37;26,99;30,55;29;33,28;30,03;-
27.06.2019;06:00;35,72;28,62;28,62;23,23;-;35,06;-;28,62;32,24;70,69;35,5;55,08;35,72;-
27.06.2019;07:00;43,29;30,16;42,25;35,03;-;43,29;-;42,25;37,13;58;44,6;66,97;43,29;-
27.06.2019;08:00;42,1;30,54;42,1;42,1;-;42,1;-;41,09;39,01;71,08;46;70,97;42,1;-
27.06.2019;09:00;36,5;31,04;36,5;36,5;-;36,5;-;36,5;37,58;71,91;61;71,08;36,5;-
27.06.2019;10:00;34,56;31,64;34,56;34,56;-;34,56;-;34,56;35,04;71,91;37,6;66,73;34,56;-
27.06.2019;11:00;34,47;31,81;34,47;34,47;-;34,47;-;34,47;34,17;65,08;37,1;69,08;34,47;-
27.06.2019;12:00;31,97;31,03;31,97;31,97;-;31,97;-;31,97;31,56;62,08;69;70,8;31,97;-
27.06.2019;13:00;30,93;30,93;30,93;31,5;-;31,95;-;30,93;30,81;62,08;71,44;71,44;31,25;-
27.06.2019;14:00;30,91;30,91;30,91;30,91;-;30,91;-;30,91;30,3;71,91;55,97;75,72;30,91;-
27.06.2019;15:00;31,31;30,31;31,31;31,31;-;31,31;-;30,56;30,21;67,08;40,99;75,1;31,31;-
27.06.2019;16:00;31,94;30,47;31,94;31,94;-;31,94;-;31,17;31,68;72,09;45,99;75,26;31,94;-
27.06.2019;17:00;35,98;31,07;35,98;35,98;-;35,98;-;35,11;35,95;72,39;39,51;73,23;35,98;-
27.06.2019;18:00;41,9;31,21;41,9;41,9;-;41,9;-;40,9;38,94;62,3;44,54;68,5;41,9;-
27.06.2019;19:00;54,11;31,37;54,11;44,43;-;54,11;-;52,81;39,88;57,01;55,96;73,16;53,01;-
27.06.2019;20:00;52,23;30,95;52,23;38,53;-;52,23;-;50,98;37,41;60,07;52,99;72,6;50,68;-
27.06.2019;21:00;44,02;30,67;44,02;28,01;-;44,02;-;42,96;37,63;55,55;45;68,09;42,23;-
27.06.2019;22:00;41,17;32,2;32,2;39,39;-;41,17;-;30,03;39,03;71,91;41,37;63,51;40,95;-
27.06.2019;23:00;35,58;30,27;30,27;33,06;-;35,58;-;28,38;34,44;45,07;36,99;46,12;35,58;-
28.06.2019;00:00;31,44;26,04;26,04;27,43;-;31,33;-;26,04;31,98;31,44;34,4;34,4;31,44;-
28.06.2019;01:00;31,68;30,25;30,25;23,58;-;31,46;-;26,08;31,02;31,1;32,56;32,56;31,1;-
28.06.2019;02:00;32,97;30,05;30,05;23,18;-;32,71;-;25,96;29,71;31,19;31,87;31,87;31,19;-
28.06.2019;03:00;33,89;29,86;29,86;16,85;-;33,38;-;26,06;29,7;31,03;31,85;31,85;31,03;-
28.06.2019;04:00;32,8;28,66;28,66;18,56;-;32,38;-;25,37;29,72;30,3;31,62;31,62;30,3;-
28.06.2019;05:00;32,85;29,4;29,4;23,94;-;32,58;-;29,4;30,8;31,23;33,92;33,92;31,23;-
28.06.2019;06:00;49,41;47,08;48,22;28,21;-;44,4;-;48,22;36,13;45,9;44,49;44,49;45,9;-
28.06.2019;07:00;61,98;61,98;61,98;37,3;-;57,51;-;60,49;36,73;58,59;58;58;58,59;-
28.06.2019;08:00;61,66;61,66;61,66;41,92;-;60,2;-;60,18;39,65;59,6;59,06;65,43;59,6;-
28.06.2019;09:00;49,28;49,28;49,28;43,06;-;48,82;-;49,28;39,01;62;52,6;69;49,28;-
28.06.2019;10:00;43,99;43,99;43,99;43,99;-;43,99;-;43,99;38,78;68;43,06;69,89;43,99;-
28.06.2019;11:00;39,53;39,53;39,53;39,53;-;39,53;-;39,53;37,05;57,49;41;66,33;39,53;-
28.06.2019;12:00;36,75;36,75;36,75;36,75;-;36,75;-;36,75;34,76;54,42;41,01;65,97;36,75;-
28.06.2019;13:00;34,33;34,33;34,33;34,33;-;34,33;-;34,33;33,38;53,42;41;62,05;34,33;-
28.06.2019;14:00;33,89;33,89;33,89;33,89;-;33,89;-;33,08;32,63;34,92;36,01;62,47;33,89;-
28.06.2019;15:00;33,91;33,1;33,1;33,91;-;33,91;-;33,1;32,57;33,91;41;58,63;33,91;-
28.06.2019;16:00;34,4;34,4;34,4;34,4;-;34,4;-;33,57;34,17;34,4;41;58;34,4;-
28.06.2019;17:00;39,04;39,04;39,04;39,04;-;39,04;-;38,11;37,95;39,04;43,41;56,74;39,04;-
28.06.2019;18:00;54,13;54,13;54,13;44,22;-;53,64;-;52,83;39,16;53,03;51,05;53,51;53,03;-
28.06.2019;19:00;66,53;66,53;66,53;43,53;-;65,63;-;64,93;38,99;64,04;60;60,7;64,04;-
28.06.2019;20:00;66,06;66,06;66,06;42,28;-;65;-;63,44;37,75;63,51;62,1;62,1;63,51;-
28.06.2019;21:00;54,73;54,73;54,73;42,97;-;54,25;-;29,79;36,73;53,42;53,6;55,1;53,42;-
28.06.2019;22:00;48,54;48,54;48,54;48,54;-;48,54;-;28,69;39,85;48,54;47,5;48,01;48,54;-
28.06.2019;23:00;39,05;39,05;39,05;39,05;-;39,05;-;25,38;37,69;39,05;39,75;39,75;39,05;-
29.06.2019;00:00;35,24;34,11;34,11;35,24;-;35,24;-;24,14;34,12;35,24;36,2;36,2;35,24;-
29.06.2019;01:00;31,63;30,63;30,63;30,12;-;31,64;-;22,23;31,02;31,63;32,03;32,03;31,63;-
29.06.2019;02:00;29,88;29,29;29,29;22,7;-;30,26;-;21,94;30,02;29,88;30,11;30,11;29,88;-
29.06.2019;03:00;29,13;28,72;28,72;26,76;-;29,15;-;18,61;29,18;29,13;29,9;29,9;29,13;-
29.06.2019;04:00;29,52;28,63;28,63;23,19;-;29,58;-;13,54;28,6;28,54;29,22;29,22;28,54;-
29.06.2019;05:00;28,76;27,87;27,87;23,52;-;28,79;-;15,04;28,12;28,76;28,76;28,76;28,76;-
29.06.2019;06:00;30,06;29,19;29,19;22,51;-;30,16;-;22,98;29,12;30,06;29,99;29,99;30,06;-
29.06.2019;07:00;31,48;30,44;30,44;27,07;-;31,48;-;24,93;30,35;31,48;33,5;33,5;31,48;-
29.06.2019;08:00;30,15;29,15;29,15;26,63;-;30,11;-;25,43;31,67;30,15;34,55;34,55;30,15;-
29.06.2019;09:00;30,15;30,15;30,15;30,15;-;30,15;-;26,92;30,67;30,15;33,21;33,55;30,15;-
29.06.2019;10:00;28,07;28,07;28,07;28,07;-;28,07;-;27,4;29,83;28,07;30,17;32,47;28,07;-
29.06.2019;11:00;28,01;28,01;28,01;28,01;-;28,01;-;27,34;29,12;35,2;29,29;33,52;28,01;-
29.06.2019;12:00;28,01;28,01;28,01;28,01;-;28,01;-;27,34;28,49;41,07;27,92;34,86;28,01;-
29.06.2019;13:00;25,82;25,82;25,82;25,82;-;25,82;-;25,2;27,58;37,91;26,45;32,34;25,82;-
29.06.2019;14:00;25,06;25,06;25,06;25,06;-;25,06;-;24,46;27,17;35,2;26,2;29,74;25,06;-
29.06.2019;15:00;25,19;25,19;25,19;25,19;-;25,19;-;24,59;28,23;25,19;26,5;29,43;25,19;-
29.06.2019;16:00;26,39;26,39;26,39;26,39;-;26,39;-;25,76;30,14;26,39;27,8;31,13;26,39;-
29.06.2019;17:00;30,18;30,18;30,18;30,18;-;30,18;-;29,45;33,36;35,2;33,2;36;30,18;-
29.06.2019;18:00;40;40;40;35,17;-;40;-;35,02;37,58;39,46;41,72;41,72;39,46;-
29.06.2019;19:00;52,46;52,46;52,46;36,03;-;52,46;-;25,64;38,65;50,82;50,32;50,32;50,82;-
29.06.2019;20:00;56,23;56,23;56,23;33,96;-;56,23;-;25,16;38,26;54,06;49,5;52,52;54,06;-
29.06.2019;21:00;49,95;49,95;49,95;34,63;-;49,89;-;25,02;37,56;54;46,61;50,55;48,32;-
29.06.2019;22:00;41,03;41,03;41,03;40,35;-;41,03;-;23,63;39,01;40,94;42,58;42,58;40,94;-
29.06.2019;23:00;35,61;35,61;35,61;35,61;-;35,61;-;22,24;35,67;35,61;35,02;35,02;35,61;-
30.06.2019;00:00;30,41;30,41;30,41;30,41;-;30,41;-;24,05;27,16;30,41;31;31;30,41;-
30.06.2019;01:00;26,9;26,9;26,9;26,9;-;26,9;-;23,74;24,58;26,9;25,5;25,5;26,9;-
30.06.2019;02:00;21,55;21,55;21,55;17,3;-;27,39;-;21,04;18,94;21,55;21,3;21,3;21,55;-
30.06.2019;03:00;17,13;17,13;17,13;11,46;-;24,78;-;17,13;14,22;17,13;18,98;18,98;17,13;-
30.06.2019;04:00;14,92;14,92;14,92;11,64;-;19,6;-;14,92;11,07;14,92;14,91;14,91;14,92;-
30.06.2019;05:00;10,16;10,16;10,16;10,16;-;10,16;-;10,16;9,58;10,16;10,09;10,09;10,16;-
30.06.2019;06:00;12,26;12,68;12,68;10,12;-;12,27;-;12,68;8,14;12,26;10,25;11,35;12,26;-
30.06.2019;07:00;13,38;15,03;15,03;12,58;-;14,55;-;15,03;5,8;28,6;7,14;19,95;13,38;-
30.06.2019;08:00;19,65;21,35;21,35;19,65;-;20,67;-;21,35;6,62;30;8,38;25,51;19,74;-
30.06.2019;09:00;17,24;22,23;22,23;17,24;-;17,24;-;22,23;5,83;37,18;6;30,43;17,24;-
30.06.2019;10:00;11,78;23,13;23,13;12,86;-;17,4;-;23,13;0,47;38,2;0,73;36,39;12,22;-
30.06.2019;11:00;9,06;23,63;23,63;11,18;-;20,1;-;23,63;-2,19;38,59;-2;34,49;9,92;-
30.06.2019;12:00;0,06;13,3;24,23;6,36;-;33,05;-;24,23;-15,85;38,32;-2;36,51;2,61;-
30.06.2019;13:00;-29,29;0,12;23,58;8,18;-;24,36;-;23,58;-39,45;36,94;-23;30,17;-18,48;-
30.06.2019;14:00;-39,97;0,07;21,03;0,96;-;21,72;-;21,03;-38,31;37,77;-23;27,76;-28;-
30.06.2019;15:00;-12,51;-11,03;0,04;-5,12;-;25,84;-;4,84;-28,81;38,57;-15;33,79;-9,56;-
30.06.2019;16:00;0,02;0,02;0,02;4,36;-;22,5;-;2,25;-12,15;41;-5;38,01;1,75;-
30.06.2019;17:00;20,05;20,05;20,05;20,05;-;20,05;-;20,05;1,68;47,15;8;41,58;20,05;-
30.06.2019;18:00;28,83;28,83;28,83;28,83;-;28,83;-;25,51;20,07;48,17;29,7;45,25;28,83;-
30.06.2019;19:00;36,63;27,26;27,26;36,63;-;36,63;-;24,21;27,22;49;38;51,11;36,63;-
30.06.2019;20:00;37,94;27,46;27,46;37,94;-;37,94;-;23,77;29,14;55;41;56,22;37,94;-
30.06.2019;21:00;37,07;27,94;27,94;37,07;-;37,07;-;22,49;29,1;60;38,9;56,9;37,07;-
30.06.2019;22:00;43,19;27,98;27,98;43,19;-;43,19;-;19,2;31,03;55;39,98;50,47;43,19;-
30.06.2019;23:00;36,72;27,75;27,75;36,72;-;36,72;-;4,33;27,99;46;34,58;37,44;36,72;-
01.07.2019;00:00;28,98;27,49;27,49;28,98;-;28,98;-;20,71;26,97;55;28,91;39,49;28,98;-
01.07.2019;01:00;26,23;25,39;25,39;26,23;-;26,23;-;19,82;25,71;47,8;27,37;27,91;26,23;-
01.07.2019;02:00;25,04;24,22;24,22;24,26;-;25,02;-;19,84;24,27;42,07;26,03;26,03;25,04;-
01.07.2019;03:00;24,94;24,07;24,07;21,42;-;24,87;-;20,56;23,91;41,96;26,05;26,05;24,94;-
01.07.2019;04:00;26,04;25,07;25,07;19,61;-;25,9;-;21,09;23,21;41,96;26;26;26,04;-
01.07.2019;05:00;27,14;26,03;26,03;16,27;-;26,89;-;24,07;24,49;42,76;29,22;29,22;27,14;-
01.07.2019;06:00;41,93;27,7;27,7;23,8;-;38,3;-;27,7;32,51;55,38;40;49,4;40,92;-
01.07.2019;07:00;53,1;29,67;29,67;37,3;-;51,55;-;29,67;36,91;95;50;71,84;53,1;-
01.07.2019;08:00;52,85;31,97;31,97;39,66;-;52,34;-;31,97;38,22;91,02;49,3;75,97;52,85;-
01.07.2019;09:00;41,13;32;32;41,13;-;41,13;-;32;37,75;91,01;40;75,94;41,13;-
01.07.2019;10:00;37,57;31,15;31,15;37,57;-;37,57;-;31,15;34,71;64,53;34,12;73,27;37,57;-
01.07.2019;11:00;32,85;29,91;29,91;32,85;-;32,85;-;29,91;32,91;62,6;34,8;73,7;32,85;-
01.07.2019;12:00;29,46;28,52;28,52;29,46;-;29,46;-;28,52;29,92;56,27;67,4;73,07;29,46;-
01.07.2019;13:00;27,39;27,39;27,39;27,42;-;27,41;-;27,39;28,56;55,98;70,08;70,08;28,02;-
01.07.2019;14:00;27,25;27,25;27,25;27,29;-;27,28;-;27,25;27,68;60,61;68,7;68,7;28,01;-
01.07.2019;15:00;27;27;27;27;-;27;-;27;26,48;73,12;66,46;66,46;27;-
01.07.2019;16:00;26,72;26,72;26,72;27,03;-;27,6;-;26,72;26,27;84,63;79,96;79,96;26,82;-
01.07.2019;17:00;27,5;27,5;27,5;27,68;-;28,41;-;27,5;28,59;79,52;83,2;83,2;27,5;-
01.07.2019;18:00;31,03;28,04;28,04;31,03;-;31,03;-;28,04;32,59;72,1;80,84;80,84;31,03;-
01.07.2019;19:00;36,49;27,89;27,89;36,49;-;36,49;-;27,89;36,42;72,1;57,6;76,3;36,49;-
01.07.2019;20:00;36,32;27,67;27,67;36,32;-;36,32;-;27,67;36,53;72,1;55,2;67,23;36,32;-
01.07.2019;21:00;34,93;27,29;27,29;34,93;-;34,93;-;27,29;32,09;71,62;41,1;63,64;34,93;-
01.07.2019;22:00;37,24;27,15;27,15;37,46;-;38,9;-;27,15;33,62;59,98;37,17;60,48;37,24;-
01.07.2019;23:00;31,97;26,08;26,08;31,97;-;31,97;-;26,08;28,91;54,37;31,1;41,6;31,97;-
02.07.2019;00:00;28,9;24,99;24,99;28,9;-;28,9;-;24,99;28,11;35,89;30,2;48,42;28,9;-
02.07.2019;01:00;26,97;24,09;24,09;26,97;-;26,97;-;24,09;26,73;35;28,08;39,49;26,97;-
02.07.2019;02:00;25,48;22,73;22,73;25,48;-;25,48;-;22,73;25,12;26,39;26,31;31,04;25,48;-
02.07.2019;03:00;24,75;21,53;21,53;24,75;-;24,75;-;21,53;23,93;24,75;25,36;29,86;24,75;-
02.07.2019;04:00;24,91;20,57;20,57;24,91;-;24,91;-;20,57;23,83;24,91;25,36;28,59;24,91;-
02.07.2019;05:00;26,99;21,36;21,36;26,99;-;26,99;-;21,36;25,59;39;27,5;34,65;26,99;-
02.07.2019;06:00;31;24,29;24,29;31;-;31;-;24,29;32,64;60,88;32,78;62,37;31;-
02.07.2019;07:00;36,12;26,86;26,86;36,12;-;36,12;-;26,86;37,12;65;51,33;70,07;36,12;-
02.07.2019;08:00;36,1;27,49;27,49;36,1;-;36,1;-;27,49;38,36;71,79;56,65;72,98;36,1;-
02.07.2019;09:00;33,33;28,48;28,48;37,11;-;39,94;-;28,48;35,77;72,1;66;73,7;35,06;-
02.07.2019;10:00;32,75;28,82;28,82;37,73;-;41,5;-;28,82;33,99;70,95;57;72,42;34,94;-
02.07.2019;11:00;31,8;29,79;29,79;37,85;-;41,48;-;29,79;32,64;69,95;57;72,46;34,51;-
02.07.2019;12:00;29,59;28,11;28,11;37,27;-;40,98;-;28,11;30,3;58;66;74,85;33,39;-
02.07.2019;13:00;29,55;28,84;28,84;36,64;-;40,1;-;28,84;29,49;58;55,12;73,7;33,03;-
02.07.2019;14:00;29,52;28,82;28,82;35,27;-;38,26;-;28,82;29,68;61,61;49,5;73,09;32,33;-
02.07.2019;15:00;29,6;28,89;28,89;31,57;-;33;-;28,89;29,6;68,02;50;76,61;30,52;-
02.07.2019;16:00;29,96;29;29;29,96;-;29,96;-;29;30,49;73,18;57,7;83,66;29,96;-
02.07.2019;17:00;33,05;30,22;30,22;33,05;-;33,05;-;30,22;33,21;72,1;58;82,43;33,05;-
02.07.2019;18:00;38,02;29,16;29,16;38,02;-;38,02;-;29,16;37,18;72,1;46,2;80,59;38,02;-
02.07.2019;19:00;44;30,96;30,96;44;-;44;-;30,96;38,84;72,1;49,25;80,65;44;-
02.07.2019;20:00;50,96;30,95;30,95;39,21;-;52,42;-;30,95;38,04;71,79;49,5;81,56;50,96;-
02.07.2019;21:00;47,9;30,43;30,43;37,66;-;47,65;-;30,43;35,98;71,62;45,02;77,91;46,16;-
02.07.2019;22:00;42,14;29,98;29,98;41,07;-;42,14;-;29,98;37,52;60;41,97;69,17;41,97;-
02.07.2019;23:00;37,05;27,61;27,61;37,05;-;37,05;-;27,61;33,35;55;36,3;56,05;37,05;-
