"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2016-11-01 00:00:00";7,2;17,3;22,3
"2016-11-02 00:00:00";5,7;17,2;22,2
"2016-11-03 00:00:00";2,6;12,4;16,4
"2016-11-04 00:00:00";3,4;14,4;16,6
"2016-11-05 00:00:00";4,5;23,2;30,1
"2016-11-06 00:00:00";7,2;23,7;30,3
"2016-11-07 00:00:00";5,2;16,3;20
"2016-11-08 00:00:00";3,1;14,1;19,7
"2016-11-09 00:00:00";3,9;14,6;17,6
"2016-11-10 00:00:00";3;11,8;13,9
"2016-11-11 00:00:00";2,4;12,2;14,8
"2016-11-12 00:00:00";2,9;12,3;15
"2016-11-13 00:00:00";3,9;14,2;16
"2016-11-14 00:00:00";5,5;15,9;18,5
"2016-11-15 00:00:00";5,7;14,7;18,5
"2016-11-16 00:00:00";4,8;14,8;20
"2016-11-17 00:00:00";5,2;17,5;23,6
"2016-11-18 00:00:00";6,8;20,7;26,8
"2016-11-19 00:00:00";5,8;18,4;23,1
"2016-11-20 00:00:00";7,2;22,4;29,4
"2016-11-21 00:00:00";4,4;19,7;24
"2016-11-22 00:00:00";3,9;12,7;15,4
"2016-11-23 00:00:00";3,4;13,1;16,8
"2016-11-24 00:00:00";3;11,5;14,9
"2016-11-25 00:00:00";3,7;15;22,5
"2016-11-26 00:00:00";7,9;17,6;22,7
"2016-11-27 00:00:00";5,1;20;24,8
"2016-11-28 00:00:00";3,4;15,5;20,5
"2016-11-29 00:00:00";6;17,5;21,6
"2016-11-30 00:00:00";7;17,8;21,7
