"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2015-07-01 00:00:00";3;10,6;12,6
"2015-07-02 00:00:00";5,9;13,1;16,8
"2015-07-03 00:00:00";3;11,2;21,6
"2015-07-04 00:00:00";2,1;9,6;11,9
"2015-07-05 00:00:00";2,2;16,4;22,6
"2015-07-06 00:00:00";7,6;19,8;25,7
"2015-07-07 00:00:00";4,4;15,1;19,5
"2015-07-08 00:00:00";7,3;18,7;23,7
"2015-07-09 00:00:00";9,6;22,1;26,3
"2015-07-10 00:00:00";8;20,7;26,2
"2015-07-11 00:00:00";2,2;10,8;12,9
"2015-07-12 00:00:00";2,9;10,4;11,8
"2015-07-13 00:00:00";3,7;13;14,9
"2015-07-14 00:00:00";4,2;12,6;15,8
"2015-07-15 00:00:00";5,8;13,7;16,7
"2015-07-16 00:00:00";4,4;12,1;14,8
"2015-07-17 00:00:00";3,9;14,2;17,9
"2015-07-18 00:00:00";6,5;16,7;21,9
"2015-07-19 00:00:00";3,7;15,2;19,6
"2015-07-20 00:00:00";3,9;11,5;16
"2015-07-21 00:00:00";5,7;15,5;19,4
"2015-07-22 00:00:00";4,2;12,4;14
"2015-07-23 00:00:00";5,5;14,3;19,4
"2015-07-24 00:00:00";2,9;10,9;14,7
"2015-07-25 00:00:00";5,1;16,8;22
"2015-07-26 00:00:00";7,7;17,9;22,3
"2015-07-27 00:00:00";3,9;14,3;16,8
"2015-07-28 00:00:00";4;14,6;19
"2015-07-29 00:00:00";5,1;15;19,4
"2015-07-30 00:00:00";4,5;16,9;21,6
"2015-07-31 00:00:00";6,9;15,9;19,9
