"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2017-04-01 00:00:00";3,2;10,1;12,1
"2017-04-02 00:00:00";3,2;10,6;11,8
"2017-04-03 00:00:00";3,4;8,9;11,3
"2017-04-04 00:00:00";3,3;12,1;15,1
"2017-04-05 00:00:00";7,4;17,5;24,4
"2017-04-06 00:00:00";6,8;16;22
"2017-04-07 00:00:00";7,5;15,2;19,9
"2017-04-08 00:00:00";5,7;14;18,4
"2017-04-09 00:00:00";5;12,6;16,1
"2017-04-10 00:00:00";8,7;17,9;24
"2017-04-11 00:00:00";8,1;18,8;23,2
"2017-04-12 00:00:00";7,6;14,4;17,8
"2017-04-13 00:00:00";7,3;15,5;20,1
"2017-04-14 00:00:00";5,7;15,1;18,8
"2017-04-15 00:00:00";4,8;17,5;24,1
"2017-04-16 00:00:00";3,1;14;16,7
"2017-04-17 00:00:00";4,2;14,3;16,8
"2017-04-18 00:00:00";4,4;12,6;15,9
"2017-04-19 00:00:00";2,6;11,2;13,4
"2017-04-20 00:00:00";5,8;15,1;19,2
"2017-04-21 00:00:00";8,4;20,4;25,2
"2017-04-22 00:00:00";8,2;19,7;24
"2017-04-23 00:00:00";7,2;15;20,8
"2017-04-24 00:00:00";8,3;18,8;24
"2017-04-25 00:00:00";5;17,2;21,4
"2017-04-26 00:00:00";2,8;12,1;15,4
"2017-04-27 00:00:00";4,2;13,5;16,5
"2017-04-28 00:00:00";4;15;18,4
"2017-04-29 00:00:00";3,5;14,4;17,9
"2017-04-30 00:00:00";5;14,4;17,6
