"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2019-04-01 00:00:00";2,7;11,2;13,3
"2019-04-02 00:00:00";6,7;15,3;21,8
"2019-04-03 00:00:00";4;12,5;15
"2019-04-04 00:00:00";4,6;10,8;14,9
"2019-04-05 00:00:00";4,6;10,8;15,1
"2019-04-06 00:00:00";3,7;10,4;13,1
"2019-04-07 00:00:00";2,8;11,9;15,1
"2019-04-08 00:00:00";4,7;13,1;16,4
"2019-04-09 00:00:00";4,1;14;17,1
"2019-04-10 00:00:00";3,7;11,1;13,9
"2019-04-11 00:00:00";2,9;9,4;11,6
"2019-04-12 00:00:00";3;10,7;14,6
"2019-04-13 00:00:00";4,3;14,1;17,7
"2019-04-14 00:00:00";5;14,2;16,8
"2019-04-15 00:00:00";4,6;11,6;14
"2019-04-16 00:00:00";5,1;11,9;15,8
"2019-04-17 00:00:00";4,8;11,5;13,9
"2019-04-18 00:00:00";3,8;10,5;13,6
"2019-04-19 00:00:00";3;8,8;12,4
"2019-04-20 00:00:00";1,8;7,4;9,3
"2019-04-21 00:00:00";2;9,8;11,9
"2019-04-22 00:00:00";4,9;14;17,6
"2019-04-23 00:00:00";8,3;19,5;24,8
"2019-04-24 00:00:00";7,3;14,7;20,1
"2019-04-25 00:00:00";4,1;10,9;13,5
"2019-04-26 00:00:00";3,8;14;16,5
"2019-04-27 00:00:00";2,9;11,2;13,6
"2019-04-28 00:00:00";2,5;11,1;12,9
"2019-04-29 00:00:00";3,1;12,9;17
"2019-04-30 00:00:00";3,6;11,5;13,6
