"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2016-06-01 00:00:00";3,9;11,2;15,6
"2016-06-02 00:00:00";3,9;10,3;13,7
"2016-06-03 00:00:00";3;9,1;11,3
"2016-06-04 00:00:00";2;8,4;11,8
"2016-06-05 00:00:00";2,7;8,1;10,8
"2016-06-06 00:00:00";4,2;13,2;16,2
"2016-06-07 00:00:00";3,7;11,2;13,3
"2016-06-08 00:00:00";5;13,2;16,6
"2016-06-09 00:00:00";3,7;14,5;17,8
"2016-06-10 00:00:00";5,1;16,1;20,1
"2016-06-11 00:00:00";2,9;9,8;12,2
"2016-06-12 00:00:00";3,5;9,1;14,5
"2016-06-13 00:00:00";5,1;12,1;16,9
"2016-06-14 00:00:00";4,7;14,6;17,5
"2016-06-15 00:00:00";2,4;14,8;17,2
"2016-06-16 00:00:00";1,7;7,4;8,4
"2016-06-17 00:00:00";3;12,1;14,2
"2016-06-18 00:00:00";6,2;14,1;16,8
"2016-06-19 00:00:00";6,6;15,3;19
"2016-06-20 00:00:00";5,3;15,5;19,6
"2016-06-21 00:00:00";3,9;12,1;15,5
"2016-06-22 00:00:00";3,1;10,4;13,2
"2016-06-23 00:00:00";2,8;11,2;19
"2016-06-24 00:00:00";3,3;20,5;27,3
"2016-06-25 00:00:00";3,2;14,3;19,2
"2016-06-26 00:00:00";5,4;14,1;16,5
"2016-06-27 00:00:00";5,1;14,1;18
"2016-06-28 00:00:00";3,1;12,9;15,8
"2016-06-29 00:00:00";3,7;14,6;17,5
"2016-06-30 00:00:00";4,3;14,5;18,6
