"DateTime";"Sol"
"2018-09-01 00:00:00";4,9
"2018-09-02 00:00:00";8,4
"2018-09-03 00:00:00";4,5
"2018-09-04 00:00:00";8,2
"2018-09-05 00:00:00";7,2
"2018-09-06 00:00:00";7,5
"2018-09-07 00:00:00";1,3
"2018-09-08 00:00:00";3,3
"2018-09-09 00:00:00";4
"2018-09-10 00:00:00";3,5
"2018-09-11 00:00:00";0,2
"2018-09-12 00:00:00";2,3
"2018-09-13 00:00:00";6,3
"2018-09-14 00:00:00";2,3
"2018-09-15 00:00:00";5,5
"2018-09-16 00:00:00";3,2
"2018-09-17 00:00:00";3,8
"2018-09-18 00:00:00";10,4
"2018-09-19 00:00:00";3,7
"2018-09-20 00:00:00";0,9
"2018-09-21 00:00:00";2,5
"2018-09-22 00:00:00";6,4
"2018-09-23 00:00:00";5,8
"2018-09-24 00:00:00";7,6
"2018-09-25 00:00:00";7,3
"2018-09-26 00:00:00";0,1
"2018-09-27 00:00:00";1,2
"2018-09-28 00:00:00";8,4
"2018-09-29 00:00:00";2,1
"2018-09-30 00:00:00";2,5
