"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2016-04-01 00:00:00";3,2;10,8;14
"2016-04-02 00:00:00";3,8;12;13,5
"2016-04-03 00:00:00";2,8;9,1;12,3
"2016-04-04 00:00:00";3,2;12,9;20,8
"2016-04-05 00:00:00";2,4;13,4;16
"2016-04-06 00:00:00";5,8;15,8;22
"2016-04-07 00:00:00";6,5;17;22,1
"2016-04-08 00:00:00";5,5;13,3;16,7
"2016-04-09 00:00:00";2,7;12,8;15,1
"2016-04-10 00:00:00";3,9;10,2;13,3
"2016-04-11 00:00:00";4,4;11,4;14,7
"2016-04-12 00:00:00";4,1;11,3;13,3
"2016-04-13 00:00:00";2,8;8,4;10,4
"2016-04-14 00:00:00";2,4;10,3;11,8
"2016-04-15 00:00:00";3,4;12,4;14,4
"2016-04-16 00:00:00";4,6;21,1;24,4
"2016-04-17 00:00:00";8,5;20,3;24,4
"2016-04-18 00:00:00";7,6;16,7;22,6
"2016-04-19 00:00:00";9,5;18,4;23,8
"2016-04-20 00:00:00";6,1;15,1;19,4
"2016-04-21 00:00:00";6,7;16,4;21,8
"2016-04-22 00:00:00";5,7;17,2;21,6
"2016-04-23 00:00:00";3,7;14,9;18,6
"2016-04-24 00:00:00";3,2;14,1;16,7
"2016-04-25 00:00:00";3,8;15,8;19,8
"2016-04-26 00:00:00";5,7;16,8;23,3
"2016-04-27 00:00:00";5,2;17,9;22,9
"2016-04-28 00:00:00";3,5;11,5;15,1
"2016-04-29 00:00:00";5,3;17,2;21,4
"2016-04-30 00:00:00";4,4;14,2;18,6
