"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2015-11-01 00:00:00";2,8;11,4;14,1
"2015-11-02 00:00:00";2,9;11,3;17,1
"2015-11-03 00:00:00";2,3;8,5;10,6
"2015-11-04 00:00:00";2,5;8,6;11,4
"2015-11-05 00:00:00";3,1;9,3;10,8
"2015-11-06 00:00:00";3,5;12,4;14,1
"2015-11-07 00:00:00";6,3;27,3;34,6
"2015-11-08 00:00:00";7,2;25,8;33,6
"2015-11-09 00:00:00";8,4;21;27,4
"2015-11-10 00:00:00";8,1;18,3;21,8
"2015-11-11 00:00:00";6,2;15,2;18,2
"2015-11-12 00:00:00";6,6;17,1;21,3
"2015-11-13 00:00:00";7,4;22,4;30,5
"2015-11-14 00:00:00";7,1;21,4;33,6
"2015-11-15 00:00:00";2,3;14,7;17,7
"2015-11-16 00:00:00";5,7;19,2;23,7
"2015-11-17 00:00:00";4,5;16,2;21,6
"2015-11-18 00:00:00";7,2;20,3;26,8
"2015-11-19 00:00:00";7,1;22,1;28,8
"2015-11-20 00:00:00";3,2;14,2;20,5
"2015-11-21 00:00:00";4,3;14,1;19,5
"2015-11-22 00:00:00";6,2;24,9;30,7
"2015-11-23 00:00:00";3,4;15,8;18,9
"2015-11-24 00:00:00";7,5;20,3;23,8
"2015-11-25 00:00:00";3,6;14,7;17,7
"2015-11-26 00:00:00";3;13,1;16,5
"2015-11-27 00:00:00";7,2;16,2;19,6
"2015-11-28 00:00:00";6,8;19,3;25,7
"2015-11-29 00:00:00";9,4;35,9;45,9
"2015-11-30 00:00:00";8,8;24,8;35,9
