"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2017-07-01 00:00:00";4,1;12,7;18,2
"2017-07-02 00:00:00";6,9;18,1;22,5
"2017-07-03 00:00:00";6,5;18,5;22,2
"2017-07-04 00:00:00";5,6;15,4;19,7
"2017-07-05 00:00:00";4,1;11,7;13,7
"2017-07-06 00:00:00";2,5;9,4;11,1
"2017-07-07 00:00:00";1,7;7,1;9,8
"2017-07-08 00:00:00";4,9;15,3;19,4
"2017-07-09 00:00:00";3,9;15,5;19,9
"2017-07-10 00:00:00";2,1;10;11,6
"2017-07-11 00:00:00";3,6;12,3;14,2
"2017-07-12 00:00:00";4,9;16,5;21,7
"2017-07-13 00:00:00";6,1;16;20
"2017-07-14 00:00:00";3;13,2;16
"2017-07-15 00:00:00";2,4;9,6;12,9
"2017-07-16 00:00:00";5,2;16,1;20,3
"2017-07-17 00:00:00";5,6;15,3;20,3
"2017-07-18 00:00:00";4,4;13,6;17,6
"2017-07-19 00:00:00";3;13,5;16,4
"2017-07-20 00:00:00";4,4;10,8;14,4
"2017-07-21 00:00:00";3;12,7;14,8
"2017-07-22 00:00:00";4,1;10,3;13,4
"2017-07-23 00:00:00";4,4;15,5;19,3
"2017-07-24 00:00:00";2,4;13,3;15,8
"2017-07-25 00:00:00";3,8;13,6;18
"2017-07-26 00:00:00";2,6;13;15,9
"2017-07-27 00:00:00";3,4;11,9;14
"2017-07-28 00:00:00";4;13,4;22,2
"2017-07-29 00:00:00";5,2;16,4;21,8
"2017-07-30 00:00:00";4,2;16,4;26
"2017-07-31 00:00:00";4,1;12,5;16
