"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2016-07-01 00:00:00";4,4;14,6;19,1
"2016-07-02 00:00:00";5,5;14,2;19,1
"2016-07-03 00:00:00";5,2;15;21
"2016-07-04 00:00:00";4,6;14,8;18,2
"2016-07-05 00:00:00";3;14,1;18
"2016-07-06 00:00:00";7,8;20;24,1
"2016-07-07 00:00:00";6,1;14,9;18,8
"2016-07-08 00:00:00";3,8;14,8;18,7
"2016-07-09 00:00:00";5,4;15,3;20,1
"2016-07-10 00:00:00";4,3;11,8;15,3
"2016-07-11 00:00:00";5,7;16,5;21,5
"2016-07-12 00:00:00";5,8;14;17,5
"2016-07-13 00:00:00";4,5;13,3;16,1
"2016-07-14 00:00:00";4,6;13,3;17,7
"2016-07-15 00:00:00";6,3;15,1;19,2
"2016-07-16 00:00:00";5,3;14,9;17,7
"2016-07-17 00:00:00";4,4;13,1;17,7
"2016-07-18 00:00:00";4,2;11,5;14,1
"2016-07-19 00:00:00";2,8;9,1;11
"2016-07-20 00:00:00";2,6;10,1;14,5
"2016-07-21 00:00:00";3,7;10,2;13,6
"2016-07-22 00:00:00";2,5;9,7;11,8
"2016-07-23 00:00:00";2;8,2;14,7
"2016-07-24 00:00:00";2,3;6,4;9,2
"2016-07-25 00:00:00";3;9,3;11,6
"2016-07-26 00:00:00";3,8;11,7;13,8
"2016-07-27 00:00:00";3,3;12,5;15,9
"2016-07-28 00:00:00";2,9;10,6;12,8
"2016-07-29 00:00:00";2,4;9,9;12,6
"2016-07-30 00:00:00";3,7;12,9;15,5
"2016-07-31 00:00:00";3,4;11,9;17,5
