"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2018-10-01 00:00:00";4,2;14,9;20,7
"2018-10-02 00:00:00";7,9;21,6;30
"2018-10-03 00:00:00";7,3;20,6;28,8
"2018-10-04 00:00:00";4,2;14,2;17
"2018-10-05 00:00:00";4,4;14,5;18,9
"2018-10-06 00:00:00";2,7;13,1;17,7
"2018-10-07 00:00:00";3,4;17,3;21,3
"2018-10-08 00:00:00";6,1;17,8;22,6
"2018-10-09 00:00:00";5,7;14,2;17,6
"2018-10-10 00:00:00";3;12,9;15,8
"2018-10-11 00:00:00";5;12,4;15,9
"2018-10-12 00:00:00";4;11,5;13,8
"2018-10-13 00:00:00";4,5;12,3;16,1
"2018-10-14 00:00:00";4,6;12,7;15,5
"2018-10-15 00:00:00";2,5;10,1;12,5
"2018-10-16 00:00:00";1,7;7,6;11,3
"2018-10-17 00:00:00";2,4;9,3;11,3
"2018-10-18 00:00:00";3,9;12,5;14,1
"2018-10-19 00:00:00";2,3;9,9;12
"2018-10-20 00:00:00";3,7;11;13,5
"2018-10-21 00:00:00";4,8;15,1;19,8
"2018-10-22 00:00:00";6,7;19,5;24,6
"2018-10-23 00:00:00";11,2;22,3;29,3
"2018-10-24 00:00:00";6,5;19;23,6
"2018-10-25 00:00:00";8,8;20,6;26,2
"2018-10-26 00:00:00";4,6;19,5;25,1
"2018-10-27 00:00:00";6;19,5;25,1
"2018-10-28 00:00:00";4,2;14,3;18,4
"2018-10-29 00:00:00";7,6;18,3;22,5
"2018-10-30 00:00:00";6,8;19,5;24,1
"2018-10-31 00:00:00";5,6;20,8;26,7
