"DateTime";"Sol"
"2019-05-01 00:00:00";1,7
"2019-05-02 00:00:00";5,1
"2019-05-03 00:00:00";7,9
"2019-05-04 00:00:00";8,8
"2019-05-05 00:00:00";9
"2019-05-06 00:00:00";8
"2019-05-07 00:00:00";9,3
"2019-05-08 00:00:00";4,4
"2019-05-09 00:00:00";4,2
"2019-05-10 00:00:00";2,1
"2019-05-11 00:00:00";13,8
"2019-05-12 00:00:00";13
"2019-05-13 00:00:00";12,5
"2019-05-14 00:00:00";10,1
"2019-05-15 00:00:00";12,5
"2019-05-16 00:00:00";12
"2019-05-17 00:00:00";0
"2019-05-18 00:00:00";5,7
"2019-05-19 00:00:00";7,8
"2019-05-20 00:00:00";8,7
"2019-05-21 00:00:00";1,1
"2019-05-22 00:00:00";2,7
"2019-05-23 00:00:00";13,3
"2019-05-24 00:00:00";4,5
"2019-05-25 00:00:00";4,9
"2019-05-26 00:00:00";1,8
"2019-05-27 00:00:00";2,4
"2019-05-28 00:00:00";8,6
"2019-05-29 00:00:00";11,6
"2019-05-30 00:00:00";0,7
"2019-05-31 00:00:00";6,9
