"DateTime";"Sol"
"2016-10-01 00:00:00";4,2
"2016-10-02 00:00:00";1,2
"2016-10-03 00:00:00";4,8
"2016-10-04 00:00:00";9,4
"2016-10-05 00:00:00";9,1
"2016-10-06 00:00:00";4,1
"2016-10-07 00:00:00";3,3
"2016-10-08 00:00:00";3,9
"2016-10-09 00:00:00";1,1
"2016-10-10 00:00:00";0,7
"2016-10-11 00:00:00";0
"2016-10-12 00:00:00";0,7
"2016-10-13 00:00:00";1,1
"2016-10-14 00:00:00";2,5
"2016-10-15 00:00:00";0,1
"2016-10-16 00:00:00";0
"2016-10-17 00:00:00";0
"2016-10-18 00:00:00";0,3
"2016-10-19 00:00:00";0,2
"2016-10-20 00:00:00";2,9
"2016-10-21 00:00:00";0,1
"2016-10-22 00:00:00";0
"2016-10-23 00:00:00";0,6
"2016-10-24 00:00:00";4,1
"2016-10-25 00:00:00";3,4
"2016-10-26 00:00:00";0,8
"2016-10-27 00:00:00";4,1
"2016-10-28 00:00:00";3,9
"2016-10-29 00:00:00";6
"2016-10-30 00:00:00";3,6
"2016-10-31 00:00:00";0,2
