"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2015-09-01 00:00:00";4,6;16,3;20,5
"2015-09-02 00:00:00";7,3;17,1;21,4
"2015-09-03 00:00:00";4,9;16,7;20,8
"2015-09-04 00:00:00";3,8;14,6;17,8
"2015-09-05 00:00:00";6,2;19,5;26,2
"2015-09-06 00:00:00";6,6;22;25
"2015-09-07 00:00:00";3,5;12,3;15,5
"2015-09-08 00:00:00";2,9;10,8;13,2
"2015-09-09 00:00:00";2,1;10,2;13,3
"2015-09-10 00:00:00";2,9;10,6;13,8
"2015-09-11 00:00:00";5,3;14,5;18,1
"2015-09-12 00:00:00";5,5;14,9;18,2
"2015-09-13 00:00:00";5,5;15,5;18,6
"2015-09-14 00:00:00";5,7;15,5;18,4
"2015-09-15 00:00:00";5,6;18,6;21,7
"2015-09-16 00:00:00";5,2;16;18,5
"2015-09-17 00:00:00";7,4;20,5;25,2
"2015-09-18 00:00:00";7,1;19,1;24
"2015-09-19 00:00:00";4,2;14,4;18
"2015-09-20 00:00:00";4,6;14,6;18,4
"2015-09-21 00:00:00";2,9;11,5;15,3
"2015-09-22 00:00:00";4,1;12,7;15,4
"2015-09-23 00:00:00";2,5;9,5;10,8
"2015-09-24 00:00:00";5;16,1;22,1
"2015-09-25 00:00:00";4,4;13,8;19,2
"2015-09-26 00:00:00";3,9;11,9;15,1
"2015-09-27 00:00:00";2,8;9,6;12,1
"2015-09-28 00:00:00";1,5;7,7;9,5
"2015-09-29 00:00:00";1,5;9,3;11
"2015-09-30 00:00:00";2,9;12,9;15,9
