"DateTime";"Sol"
"2015-04-01 00:00:00";6,3
"2015-04-02 00:00:00";9,4
"2015-04-03 00:00:00";10,8
"2015-04-04 00:00:00";10,5
"2015-04-05 00:00:00";7,9
"2015-04-06 00:00:00";12
"2015-04-07 00:00:00";1,9
"2015-04-08 00:00:00";8,2
"2015-04-09 00:00:00";9,3
"2015-04-10 00:00:00";8
"2015-04-11 00:00:00";9
"2015-04-12 00:00:00";5,8
"2015-04-13 00:00:00";9,1
"2015-04-14 00:00:00";0,2
"2015-04-15 00:00:00";3,9
"2015-04-16 00:00:00";8,6
"2015-04-17 00:00:00";10,9
"2015-04-18 00:00:00";11,6
"2015-04-19 00:00:00";12,2
"2015-04-20 00:00:00";13,2
"2015-04-21 00:00:00";12,8
"2015-04-22 00:00:00";13,2
"2015-04-23 00:00:00";3,3
"2015-04-24 00:00:00";5,3
"2015-04-25 00:00:00";0,7
"2015-04-26 00:00:00";5,1
"2015-04-27 00:00:00";8,5
"2015-04-28 00:00:00";9,4
"2015-04-29 00:00:00";8,2
"2015-04-30 00:00:00";5,1
