"DateTime";"Sol"
"2019-02-01 00:00:00";1,4
"2019-02-02 00:00:00";0
"2019-02-03 00:00:00";3,7
"2019-02-04 00:00:00";0,3
"2019-02-05 00:00:00";2,7
"2019-02-06 00:00:00";0
"2019-02-07 00:00:00";0,3
"2019-02-08 00:00:00";0,5
"2019-02-09 00:00:00";0,7
"2019-02-10 00:00:00";0,3
"2019-02-11 00:00:00";6,6
"2019-02-12 00:00:00";3,8
"2019-02-13 00:00:00";1,1
"2019-02-14 00:00:00";0,1
"2019-02-15 00:00:00";7,1
"2019-02-16 00:00:00";6,4
"2019-02-17 00:00:00";1,3
"2019-02-18 00:00:00";5
"2019-02-19 00:00:00";1,8
"2019-02-20 00:00:00";1,5
"2019-02-21 00:00:00";0,2
"2019-02-22 00:00:00";3,6
"2019-02-23 00:00:00";5
"2019-02-24 00:00:00";6,1
"2019-02-25 00:00:00";4,2
"2019-02-26 00:00:00";6,2
"2019-02-27 00:00:00";8,4
"2019-02-28 00:00:00";8,4
