"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2019-01-01 00:00:00";11,9;24,7;32,6
"2019-01-02 00:00:00";6,3;25,2;31,6
"2019-01-03 00:00:00";2,8;14,4;18,1
"2019-01-04 00:00:00";6,7;18,3;24,2
"2019-01-05 00:00:00";3,2;19;25,5
"2019-01-06 00:00:00";2,4;11,3;14
"2019-01-07 00:00:00";5,2;16,9;21,1
"2019-01-08 00:00:00";8,5;20,9;28
"2019-01-09 00:00:00";6,9;20,1;26
"2019-01-10 00:00:00";3;12,4;15,3
"2019-01-11 00:00:00";6,3;20,3;26,7
"2019-01-12 00:00:00";5,4;13,8;17,7
"2019-01-13 00:00:00";8;20,8;26,5
"2019-01-14 00:00:00";9,3;21,4;31,5
"2019-01-15 00:00:00";6,7;16,5;20,2
"2019-01-16 00:00:00";7,5;18;21,2
"2019-01-17 00:00:00";5,2;15,8;21,2
"2019-01-18 00:00:00";3,2;13,7;16,3
"2019-01-19 00:00:00";2,8;12,5;15,6
"2019-01-20 00:00:00";2,5;12,6;15
"2019-01-21 00:00:00";4,4;16,4;19,7
"2019-01-22 00:00:00";4,1;13,5;16,3
"2019-01-23 00:00:00";4,2;11,9;14,5
"2019-01-24 00:00:00";3;9,8;12,3
"2019-01-25 00:00:00";3,4;14,6;17,3
"2019-01-26 00:00:00";3,9;14,6;17,3
"2019-01-27 00:00:00";5;17,5;21,1
"2019-01-28 00:00:00";3,9;14,6;18
"2019-01-29 00:00:00";3;11,3;13,4
"2019-01-30 00:00:00";4,5;17,5;20,4
"2019-01-31 00:00:00";5,4;15,1;18,4
