"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2019-05-01 00:00:00";7,5;17,6;21,9
"2019-05-02 00:00:00";9;18,8;22,8
"2019-05-03 00:00:00";6,3;18;25,3
"2019-05-04 00:00:00";4,9;16,6;20,6
"2019-05-05 00:00:00";5;15,4;20,6
"2019-05-06 00:00:00";6,8;18,8;25
"2019-05-07 00:00:00";6;14,5;21
"2019-05-08 00:00:00";3,8;12,5;15,2
"2019-05-09 00:00:00";4,2;14,8;18,1
"2019-05-10 00:00:00";4,3;13;15,4
"2019-05-11 00:00:00";5;14,2;17,5
"2019-05-12 00:00:00";5,8;14,5;18,2
"2019-05-13 00:00:00";4,7;12,5;14,8
"2019-05-14 00:00:00";2,1;9,4;11,5
"2019-05-15 00:00:00";2,3;10,7;13,8
"2019-05-16 00:00:00";4,7;16,1;22,1
"2019-05-17 00:00:00";5,2;14,3;18,7
"2019-05-18 00:00:00";4;10,8;14,1
"2019-05-19 00:00:00";3,6;9,7;12,8
"2019-05-20 00:00:00";2,9;9,6;17,3
"2019-05-21 00:00:00";3,3;12,5;15,3
"2019-05-22 00:00:00";5,3;12,8;18,2
"2019-05-23 00:00:00";4,6;12,8;15,8
"2019-05-24 00:00:00";5,8;13,8;17,5
"2019-05-25 00:00:00";6,1;16,4;20,5
"2019-05-26 00:00:00";5,2;16;20,1
"2019-05-27 00:00:00";5,9;16,6;19,7
"2019-05-28 00:00:00";5,6;16,8;21,3
"2019-05-29 00:00:00";4,3;14,2;17,5
"2019-05-30 00:00:00";6,2;16,8;20,8
"2019-05-31 00:00:00";3,3;11,3;15,1
