"DateTime";"Sol"
"2017-04-01 00:00:00";6,5
"2017-04-02 00:00:00";3,3
"2017-04-03 00:00:00";8,2
"2017-04-04 00:00:00";9,3
"2017-04-05 00:00:00";4,4
"2017-04-06 00:00:00";4,3
"2017-04-07 00:00:00";6
"2017-04-08 00:00:00";1,8
"2017-04-09 00:00:00";10,9
"2017-04-10 00:00:00";4,6
"2017-04-11 00:00:00";7,1
"2017-04-12 00:00:00";1,9
"2017-04-13 00:00:00";2,6
"2017-04-14 00:00:00";4,5
"2017-04-15 00:00:00";1,3
"2017-04-16 00:00:00";3,3
"2017-04-17 00:00:00";3,2
"2017-04-18 00:00:00";7,8
"2017-04-19 00:00:00";8,1
"2017-04-20 00:00:00";2,4
"2017-04-21 00:00:00";1,7
"2017-04-22 00:00:00";8,4
"2017-04-23 00:00:00";8,4
"2017-04-24 00:00:00";5,2
"2017-04-25 00:00:00";6
"2017-04-26 00:00:00";7,8
"2017-04-27 00:00:00";5,5
"2017-04-28 00:00:00";3
"2017-04-29 00:00:00";5,1
"2017-04-30 00:00:00";12,8
