"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2018-05-01 00:00:00";5;17,1;21
"2018-05-02 00:00:00";5,2;14,4;17,1
"2018-05-03 00:00:00";5,2;14,8;19,6
"2018-05-04 00:00:00";2,6;10,9;13,1
"2018-05-05 00:00:00";2,3;9,6;12
"2018-05-06 00:00:00";2,1;6,5;9,1
"2018-05-07 00:00:00";2,9;8,6;11,8
"2018-05-08 00:00:00";4,2;11,7;14,2
"2018-05-09 00:00:00";5,2;11,3;16
"2018-05-10 00:00:00";4,7;13,5;18,3
"2018-05-11 00:00:00";3,5;10,9;15,4
"2018-05-12 00:00:00";2,4;7,3;9,9
"2018-05-13 00:00:00";4,1;11;14,1
"2018-05-14 00:00:00";3,6;9,3;12
"2018-05-15 00:00:00";2,2;8,5;10,6
"2018-05-16 00:00:00";3,9;13,7;17,2
"2018-05-17 00:00:00";4;14,1;17,3
"2018-05-18 00:00:00";3,3;11,6;14,5
"2018-05-19 00:00:00";2;6,4;9
"2018-05-20 00:00:00";2,3;9,6;11,8
"2018-05-21 00:00:00";4;12,1;14,8
"2018-05-22 00:00:00";3;9;10,8
"2018-05-23 00:00:00";1,9;7,4;9,6
"2018-05-24 00:00:00";3,5;11,6;16,1
"2018-05-25 00:00:00";3,7;10,2;14,5
"2018-05-26 00:00:00";2,9;9,1;12,7
"2018-05-27 00:00:00";4;14;17,3
"2018-05-28 00:00:00";4,2;13,6;16,6
"2018-05-29 00:00:00";4;10,7;14,4
"2018-05-30 00:00:00";4,7;10,9;14,4
"2018-05-31 00:00:00";4,9;11,8;17
