"DateTime";"Sol"
"2018-10-01 00:00:00";6,1
"2018-10-02 00:00:00";2
"2018-10-03 00:00:00";6,8
"2018-10-04 00:00:00";0,9
"2018-10-05 00:00:00";0,9
"2018-10-06 00:00:00";1,1
"2018-10-07 00:00:00";6,6
"2018-10-08 00:00:00";0,8
"2018-10-09 00:00:00";2,1
"2018-10-10 00:00:00";6,6
"2018-10-11 00:00:00";9,1
"2018-10-12 00:00:00";7,4
"2018-10-13 00:00:00";7,8
"2018-10-14 00:00:00";8,7
"2018-10-15 00:00:00";5,9
"2018-10-16 00:00:00";3,2
"2018-10-17 00:00:00";4,1
"2018-10-18 00:00:00";7,1
"2018-10-19 00:00:00";3
"2018-10-20 00:00:00";5,2
"2018-10-21 00:00:00";0,9
"2018-10-22 00:00:00";6,5
"2018-10-23 00:00:00";1,3
"2018-10-24 00:00:00";5,4
"2018-10-25 00:00:00";4
"2018-10-26 00:00:00";1
"2018-10-27 00:00:00";3,9
"2018-10-28 00:00:00";4,3
"2018-10-29 00:00:00";0,3
"2018-10-30 00:00:00";0,5
"2018-10-31 00:00:00";3,8
