"DateTime";"Sol"
"2016-05-01 00:00:00";11,6
"2016-05-02 00:00:00";9,1
"2016-05-03 00:00:00";5,1
"2016-05-04 00:00:00";13,3
"2016-05-05 00:00:00";14,1
"2016-05-06 00:00:00";13,7
"2016-05-07 00:00:00";14,5
"2016-05-08 00:00:00";14,6
"2016-05-09 00:00:00";14,5
"2016-05-10 00:00:00";14
"2016-05-11 00:00:00";14,2
"2016-05-12 00:00:00";14,8
"2016-05-13 00:00:00";12,8
"2016-05-14 00:00:00";7
"2016-05-15 00:00:00";7,7
"2016-05-16 00:00:00";8,7
"2016-05-17 00:00:00";2,2
"2016-05-18 00:00:00";7,1
"2016-05-19 00:00:00";5,9
"2016-05-20 00:00:00";2,8
"2016-05-21 00:00:00";1,2
"2016-05-22 00:00:00";5,2
"2016-05-23 00:00:00";1,7
"2016-05-24 00:00:00";2,5
"2016-05-25 00:00:00";5,2
"2016-05-26 00:00:00";5,8
"2016-05-27 00:00:00";9,8
"2016-05-28 00:00:00";7,3
"2016-05-29 00:00:00";7
"2016-05-30 00:00:00";9,7
"2016-05-31 00:00:00";7,9
