"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2018-12-01 00:00:00";4,2;12,5;17,6
"2018-12-02 00:00:00";4,8;14,3;17
"2018-12-03 00:00:00";5,7;16,7;21,9
"2018-12-04 00:00:00";7,8;18,8;25,4
"2018-12-05 00:00:00";3,3;13,5;17,4
"2018-12-06 00:00:00";4,3;13,3;16,8
"2018-12-07 00:00:00";5,4;15;19,2
"2018-12-08 00:00:00";7,5;18,5;27,2
"2018-12-09 00:00:00";5,6;18,6;25,4
"2018-12-10 00:00:00";7,8;20,8;25,2
"2018-12-11 00:00:00";4,9;17;21,6
"2018-12-12 00:00:00";3,2;13,3;16,1
"2018-12-13 00:00:00";3,9;12;15,9
"2018-12-14 00:00:00";3,7;11,5;16,2
"2018-12-15 00:00:00";3,6;16,6;21,2
"2018-12-16 00:00:00";5,1;16,6;22,7
"2018-12-17 00:00:00";2,2;9,9;11,2
"2018-12-18 00:00:00";3,8;13;15,8
"2018-12-19 00:00:00";5,8;16,3;19,9
"2018-12-20 00:00:00";4,2;12,7;15
"2018-12-21 00:00:00";5,4;15,4;18,9
"2018-12-22 00:00:00";2,8;16,6;19,8
"2018-12-23 00:00:00";2,8;9,9;12,9
"2018-12-24 00:00:00";3,7;15,1;19,9
"2018-12-25 00:00:00";7,5;15,5;20,4
"2018-12-26 00:00:00";5,6;12,8;16,9
"2018-12-27 00:00:00";6;14;17,8
"2018-12-28 00:00:00";4,4;13,2;16,9
"2018-12-29 00:00:00";5;16;21,8
"2018-12-30 00:00:00";4,9;17;22,2
"2018-12-31 00:00:00";5,2;16,3;20,8
