"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2019-02-01 00:00:00";4,5;13,2;15,2
"2019-02-02 00:00:00";3,4;12,6;14,8
"2019-02-03 00:00:00";3,3;11,7;13,5
"2019-02-04 00:00:00";6,4;18,6;23,6
"2019-02-05 00:00:00";6,7;17,5;20,7
"2019-02-06 00:00:00";4,5;13,8;16,5
"2019-02-07 00:00:00";6,3;18,4;24,3
"2019-02-08 00:00:00";8;18,1;23,2
"2019-02-09 00:00:00";9,4;21,4;26,5
"2019-02-10 00:00:00";5,1;16,4;22,8
"2019-02-11 00:00:00";6,9;16,5;21,1
"2019-02-12 00:00:00";4,7;13,7;17,4
"2019-02-13 00:00:00";6,1;15;20,3
"2019-02-14 00:00:00";4,6;10,9;14,6
"2019-02-15 00:00:00";3,6;11,6;13,5
"2019-02-16 00:00:00";4,9;14,3;18
"2019-02-17 00:00:00";3,4;9,8;11,5
"2019-02-18 00:00:00";3,7;12,5;15,5
"2019-02-19 00:00:00";6,9;16,2;21,5
"2019-02-20 00:00:00";5;14,3;18,1
"2019-02-21 00:00:00";4,8;11,2;16,5
"2019-02-22 00:00:00";4,6;11,4;14,8
"2019-02-23 00:00:00";3,2;11,2;13,4
"2019-02-24 00:00:00";3,2;11,2;14,6
"2019-02-25 00:00:00";3,5;13,2;17,5
"2019-02-26 00:00:00";2,6;9,1;11,3
"2019-02-27 00:00:00";4,1;12,6;16,9
"2019-02-28 00:00:00";3,5;11,8;14
