"DateTime";"Sol"
"2017-12-01 00:00:00";1,8
"2017-12-02 00:00:00";2,5
"2017-12-03 00:00:00";2,7
"2017-12-04 00:00:00";5,3
"2017-12-05 00:00:00";0,5
"2017-12-06 00:00:00";0
"2017-12-07 00:00:00";0
"2017-12-08 00:00:00";2,3
"2017-12-09 00:00:00";2,5
"2017-12-10 00:00:00";0,8
"2017-12-11 00:00:00";0,8
"2017-12-12 00:00:00";2,1
"2017-12-13 00:00:00";0,2
"2017-12-14 00:00:00";1,4
"2017-12-15 00:00:00";0,6
"2017-12-16 00:00:00";4,8
"2017-12-17 00:00:00";4,4
"2017-12-18 00:00:00";0,6
"2017-12-19 00:00:00";0,7
"2017-12-20 00:00:00";0
"2017-12-21 00:00:00";1,6
"2017-12-22 00:00:00";1,8
"2017-12-23 00:00:00";0,1
"2017-12-24 00:00:00";0
"2017-12-25 00:00:00";0
"2017-12-26 00:00:00";0,4
"2017-12-27 00:00:00";0,2
"2017-12-28 00:00:00";3,1
"2017-12-29 00:00:00";3,1
"2017-12-30 00:00:00";0
"2017-12-31 00:00:00";0
