"DateTime";"Sol"
"2018-07-01 00:00:00";14,4
"2018-07-02 00:00:00";15,7
"2018-07-03 00:00:00";13,6
"2018-07-04 00:00:00";8,8
"2018-07-05 00:00:00";1,2
"2018-07-06 00:00:00";12
"2018-07-07 00:00:00";14,6
"2018-07-08 00:00:00";13,2
"2018-07-09 00:00:00";8,5
"2018-07-10 00:00:00";7,3
"2018-07-11 00:00:00";10,1
"2018-07-12 00:00:00";11,4
"2018-07-13 00:00:00";12,6
"2018-07-14 00:00:00";6,6
"2018-07-15 00:00:00";11,2
"2018-07-16 00:00:00";14,5
"2018-07-17 00:00:00";9
"2018-07-18 00:00:00";7,8
"2018-07-19 00:00:00";13
"2018-07-20 00:00:00";14,1
"2018-07-21 00:00:00";12,7
"2018-07-22 00:00:00";10,5
"2018-07-23 00:00:00";8,9
"2018-07-24 00:00:00";12,3
"2018-07-25 00:00:00";12,8
"2018-07-26 00:00:00";14,5
"2018-07-27 00:00:00";14,5
"2018-07-28 00:00:00";9,7
"2018-07-29 00:00:00";10,7
"2018-07-30 00:00:00";5,4
"2018-07-31 00:00:00";6,9
