"DateTime";"Sol"
"2017-07-01 00:00:00";9,5
"2017-07-02 00:00:00";3,7
"2017-07-03 00:00:00";6,4
"2017-07-04 00:00:00";8
"2017-07-05 00:00:00";12,8
"2017-07-06 00:00:00";13,1
"2017-07-07 00:00:00";3,1
"2017-07-08 00:00:00";5,5
"2017-07-09 00:00:00";12,3
"2017-07-10 00:00:00";4,7
"2017-07-11 00:00:00";4,2
"2017-07-12 00:00:00";6,8
"2017-07-13 00:00:00";11
"2017-07-14 00:00:00";6,3
"2017-07-15 00:00:00";10,3
"2017-07-16 00:00:00";3,9
"2017-07-17 00:00:00";9,2
"2017-07-18 00:00:00";3
"2017-07-19 00:00:00";10,9
"2017-07-20 00:00:00";4,6
"2017-07-21 00:00:00";2,9
"2017-07-22 00:00:00";2
"2017-07-23 00:00:00";1,1
"2017-07-24 00:00:00";4
"2017-07-25 00:00:00";3,1
"2017-07-26 00:00:00";7,9
"2017-07-27 00:00:00";2,3
"2017-07-28 00:00:00";7,5
"2017-07-29 00:00:00";3,6
"2017-07-30 00:00:00";4
"2017-07-31 00:00:00";8,2
