"DateTime";"Sol"
"2015-09-01 00:00:00";0,4
"2015-09-02 00:00:00";6,9
"2015-09-03 00:00:00";7
"2015-09-04 00:00:00";3,8
"2015-09-05 00:00:00";4,4
"2015-09-06 00:00:00";6,5
"2015-09-07 00:00:00";11,7
"2015-09-08 00:00:00";10,8
"2015-09-09 00:00:00";10,9
"2015-09-10 00:00:00";5,4
"2015-09-11 00:00:00";4,6
"2015-09-12 00:00:00";3,2
"2015-09-13 00:00:00";0,2
"2015-09-14 00:00:00";1,6
"2015-09-15 00:00:00";5,4
"2015-09-16 00:00:00";1,3
"2015-09-17 00:00:00";1,4
"2015-09-18 00:00:00";6,3
"2015-09-19 00:00:00";5,3
"2015-09-20 00:00:00";8,1
"2015-09-21 00:00:00";2,1
"2015-09-22 00:00:00";0,3
"2015-09-23 00:00:00";3,2
"2015-09-24 00:00:00";2,5
"2015-09-25 00:00:00";6,5
"2015-09-26 00:00:00";8,4
"2015-09-27 00:00:00";8,9
"2015-09-28 00:00:00";9
"2015-09-29 00:00:00";9,3
"2015-09-30 00:00:00";8,5
