"DateTime";"Sol"
"2018-04-01 00:00:00";6,3
"2018-04-02 00:00:00";9,5
"2018-04-03 00:00:00";0
"2018-04-04 00:00:00";4,1
"2018-04-05 00:00:00";2
"2018-04-06 00:00:00";10,7
"2018-04-07 00:00:00";9,2
"2018-04-08 00:00:00";9,8
"2018-04-09 00:00:00";4,6
"2018-04-10 00:00:00";4
"2018-04-11 00:00:00";11,7
"2018-04-12 00:00:00";7,7
"2018-04-13 00:00:00";4
"2018-04-14 00:00:00";2,7
"2018-04-15 00:00:00";0,8
"2018-04-16 00:00:00";2,5
"2018-04-17 00:00:00";5
"2018-04-18 00:00:00";9,4
"2018-04-19 00:00:00";13,1
"2018-04-20 00:00:00";13,3
"2018-04-21 00:00:00";12,2
"2018-04-22 00:00:00";9,8
"2018-04-23 00:00:00";5,7
"2018-04-24 00:00:00";3,4
"2018-04-25 00:00:00";3,6
"2018-04-26 00:00:00";4,1
"2018-04-27 00:00:00";6,4
"2018-04-28 00:00:00";3,5
"2018-04-29 00:00:00";5,8
"2018-04-30 00:00:00";1,5
