"DateTime";"Sol"
"2018-12-01 00:00:00";1,3
"2018-12-02 00:00:00";0
"2018-12-03 00:00:00";0,5
"2018-12-04 00:00:00";4,7
"2018-12-05 00:00:00";3,3
"2018-12-06 00:00:00";0
"2018-12-07 00:00:00";0,1
"2018-12-08 00:00:00";0,3
"2018-12-09 00:00:00";1,3
"2018-12-10 00:00:00";2,8
"2018-12-11 00:00:00";2
"2018-12-12 00:00:00";0,9
"2018-12-13 00:00:00";0,4
"2018-12-14 00:00:00";0,1
"2018-12-15 00:00:00";0
"2018-12-16 00:00:00";0,4
"2018-12-17 00:00:00";0,3
"2018-12-18 00:00:00";0
"2018-12-19 00:00:00";0
"2018-12-20 00:00:00";0
"2018-12-21 00:00:00";0
"2018-12-22 00:00:00";0
"2018-12-23 00:00:00";0
"2018-12-24 00:00:00";2,7
"2018-12-25 00:00:00";1,4
"2018-12-26 00:00:00";1
"2018-12-27 00:00:00";0,2
"2018-12-28 00:00:00";1,5
"2018-12-29 00:00:00";0
"2018-12-30 00:00:00";4,7
"2018-12-31 00:00:00";0,2
