"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2016-01-01 00:00:00";2,9;12,4;16,8
"2016-01-02 00:00:00";9,4;19,6;24,7
"2016-01-03 00:00:00";10,3;19,4;24,4
"2016-01-04 00:00:00";8,7;17,7;22,8
"2016-01-05 00:00:00";6,8;17,4;20,5
"2016-01-06 00:00:00";5,2;15,1;18,2
"2016-01-07 00:00:00";7,3;17,9;23,3
"2016-01-08 00:00:00";6;18;20,7
"2016-01-09 00:00:00";3,9;12,9;14,6
"2016-01-10 00:00:00";5,7;18,6;23,5
"2016-01-11 00:00:00";3,3;11,2;12,9
"2016-01-12 00:00:00";4,2;11,3;13,4
"2016-01-13 00:00:00";3,4;13,1;16,6
"2016-01-14 00:00:00";4;11,8;15,6
"2016-01-15 00:00:00";3,2;12,1;14,9
"2016-01-16 00:00:00";2,2;14,5;16,6
"2016-01-17 00:00:00";2,4;10,9;12,8
"2016-01-18 00:00:00";3,7;13,7;18,1
"2016-01-19 00:00:00";4,6;18,4;21,7
"2016-01-20 00:00:00";1,8;9,2;11,3
"2016-01-21 00:00:00";2,2;10,2;11,8
"2016-01-22 00:00:00";4,2;15,1;17,3
"2016-01-23 00:00:00";3,1;14,8;16,9
"2016-01-24 00:00:00";3,9;11,3;13,7
"2016-01-25 00:00:00";4,1;14,5;18,8
"2016-01-26 00:00:00";7,5;19,6;25,2
"2016-01-27 00:00:00";10,1;20,6;26,6
"2016-01-28 00:00:00";8,6;20,3;24,6
"2016-01-29 00:00:00";9,9;22,8;30,9
"2016-01-30 00:00:00";7,5;19,5;25,4
"2016-01-31 00:00:00";7;18,8;25,5
