"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2016-09-01 00:00:00";4,1;11,7;15,5
"2016-09-02 00:00:00";4,4;15,4;18
"2016-09-03 00:00:00";4,6;12,5;15,5
"2016-09-04 00:00:00";3,2;13;16
"2016-09-05 00:00:00";2,7;10,6;14,3
"2016-09-06 00:00:00";3,8;12,8;16,4
"2016-09-07 00:00:00";3,2;10,9;13,8
"2016-09-08 00:00:00";3,2;8,4;12,4
"2016-09-09 00:00:00";3,3;8,9;11,7
"2016-09-10 00:00:00";3,4;11,4;14
"2016-09-11 00:00:00";4,1;13,7;17,2
"2016-09-12 00:00:00";3,4;9,6;11,3
"2016-09-13 00:00:00";3,7;9,4;11,1
"2016-09-14 00:00:00";3,5;9,6;11,8
"2016-09-15 00:00:00";2,9;9,5;11,9
"2016-09-16 00:00:00";4,4;11,9;14,7
"2016-09-17 00:00:00";4,4;12,5;16,7
"2016-09-18 00:00:00";3,3;11;15,4
"2016-09-19 00:00:00";1,8;9,2;10,9
"2016-09-20 00:00:00";2;9,7;11,8
"2016-09-21 00:00:00";2,3;7,4;9,5
"2016-09-22 00:00:00";2,6;8,7;10
"2016-09-23 00:00:00";3,6;13;15,9
"2016-09-24 00:00:00";3,3;11,7;14
"2016-09-25 00:00:00";4,4;12,1;16,8
"2016-09-26 00:00:00";2,2;11,1;13,4
"2016-09-27 00:00:00";3,5;19,1;24,1
"2016-09-28 00:00:00";8,2;18,2;22,6
"2016-09-29 00:00:00";8,7;20,7;27,9
"2016-09-30 00:00:00";6,4;19,9;26,5
