"DateTime";"Sol"
"2018-02-01 00:00:00";1,7
"2018-02-02 00:00:00";0,1
"2018-02-03 00:00:00";0
"2018-02-04 00:00:00";0,8
"2018-02-05 00:00:00";3,5
"2018-02-06 00:00:00";2,5
"2018-02-07 00:00:00";3,9
"2018-02-08 00:00:00";6,5
"2018-02-09 00:00:00";5,9
"2018-02-10 00:00:00";1,1
"2018-02-11 00:00:00";0,1
"2018-02-12 00:00:00";2,5
"2018-02-13 00:00:00";2,8
"2018-02-14 00:00:00";7,8
"2018-02-15 00:00:00";0,2
"2018-02-16 00:00:00";2,6
"2018-02-17 00:00:00";1,5
"2018-02-18 00:00:00";1,8
"2018-02-19 00:00:00";0,7
"2018-02-20 00:00:00";2,8
"2018-02-21 00:00:00";2,4
"2018-02-22 00:00:00";3,4
"2018-02-23 00:00:00";6,8
"2018-02-24 00:00:00";6,6
"2018-02-25 00:00:00";4,4
"2018-02-26 00:00:00";6,3
"2018-02-27 00:00:00";3,2
"2018-02-28 00:00:00";4,2
