"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2018-08-01 00:00:00";2,3;9,2;13
"2018-08-02 00:00:00";2,3;8,9;11,4
"2018-08-03 00:00:00";2,7;9,6;11,8
"2018-08-04 00:00:00";4,8;13,1;16,3
"2018-08-05 00:00:00";6,9;17;20,8
"2018-08-06 00:00:00";3,9;13,1;16,3
"2018-08-07 00:00:00";2,9;8,7;11
"2018-08-08 00:00:00";4,3;13;20,3
"2018-08-09 00:00:00";3,4;15,6;20,6
"2018-08-10 00:00:00";7,9;26,4;34,4
"2018-08-11 00:00:00";5,2;17,5;24,6
"2018-08-12 00:00:00";4;18;23,1
"2018-08-13 00:00:00";3,5;12,1;14,7
"2018-08-14 00:00:00";3,4;10,8;13,4
"2018-08-15 00:00:00";3,8;11,4;14
"2018-08-16 00:00:00";5,1;13,3;17,1
"2018-08-17 00:00:00";3,7;10,5;14,8
"2018-08-18 00:00:00";5,5;16,5;20,5
"2018-08-19 00:00:00";4,5;14,1;18,4
"2018-08-20 00:00:00";5,9;13,5;16,3
"2018-08-21 00:00:00";3;11,7;13,7
"2018-08-22 00:00:00";4,6;15,1;18,2
"2018-08-23 00:00:00";3,6;10,7;13,6
"2018-08-24 00:00:00";4,6;15,7;23,3
"2018-08-25 00:00:00";3,7;16,9;22,4
"2018-08-26 00:00:00";4,4;12,6;24,7
"2018-08-27 00:00:00";5,7;17,1;20,9
"2018-08-28 00:00:00";3,7;11,6;14,2
"2018-08-29 00:00:00";2,9;9,8;12,9
"2018-08-30 00:00:00";3,6;12,5;16,9
"2018-08-31 00:00:00";3,7;14,3;17,8
