"DateTime";"Sol"
"2016-09-01 00:00:00";5,9
"2016-09-02 00:00:00";2,3
"2016-09-03 00:00:00";4,4
"2016-09-04 00:00:00";0,6
"2016-09-05 00:00:00";11,2
"2016-09-06 00:00:00";8,7
"2016-09-07 00:00:00";1,8
"2016-09-08 00:00:00";10,9
"2016-09-09 00:00:00";9,4
"2016-09-10 00:00:00";9,9
"2016-09-11 00:00:00";7,6
"2016-09-12 00:00:00";8,3
"2016-09-13 00:00:00";11,1
"2016-09-14 00:00:00";11,7
"2016-09-15 00:00:00";11,1
"2016-09-16 00:00:00";9,2
"2016-09-17 00:00:00";4,4
"2016-09-18 00:00:00";6
"2016-09-19 00:00:00";1,8
"2016-09-20 00:00:00";4,8
"2016-09-21 00:00:00";5
"2016-09-22 00:00:00";7,7
"2016-09-23 00:00:00";6,3
"2016-09-24 00:00:00";8
"2016-09-25 00:00:00";10,2
"2016-09-26 00:00:00";6
"2016-09-27 00:00:00";8
"2016-09-28 00:00:00";2,3
"2016-09-29 00:00:00";1,3
"2016-09-30 00:00:00";4,9
