"DateTime";"Sol"
"2019-01-01 00:00:00";3,2
"2019-01-02 00:00:00";5,7
"2019-01-03 00:00:00";3,3
"2019-01-04 00:00:00";0,5
"2019-01-05 00:00:00";2,1
"2019-01-06 00:00:00";0,8
"2019-01-07 00:00:00";0,2
"2019-01-08 00:00:00";0,7
"2019-01-09 00:00:00";4,2
"2019-01-10 00:00:00";0,6
"2019-01-11 00:00:00";3,3
"2019-01-12 00:00:00";0,4
"2019-01-13 00:00:00";0,3
"2019-01-14 00:00:00";5,3
"2019-01-15 00:00:00";0,1
"2019-01-16 00:00:00";0
"2019-01-17 00:00:00";0,8
"2019-01-18 00:00:00";5,9
"2019-01-19 00:00:00";3
"2019-01-20 00:00:00";2,8
"2019-01-21 00:00:00";3,3
"2019-01-22 00:00:00";0,7
"2019-01-23 00:00:00";2,3
"2019-01-24 00:00:00";0,1
"2019-01-25 00:00:00";0,1
"2019-01-26 00:00:00";0,5
"2019-01-27 00:00:00";0
"2019-01-28 00:00:00";0,1
"2019-01-29 00:00:00";3,8
"2019-01-30 00:00:00";3,4
"2019-01-31 00:00:00";0,4
