"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2016-08-01 00:00:00";4,7;14;17
"2016-08-02 00:00:00";3,2;13,6;17,9
"2016-08-03 00:00:00";4,5;18,7;22,7
"2016-08-04 00:00:00";5,6;14,8;19,3
"2016-08-05 00:00:00";4,7;12,9;15,4
"2016-08-06 00:00:00";6,5;16,8;20,7
"2016-08-07 00:00:00";5,6;15,2;19,4
"2016-08-08 00:00:00";7,7;19,7;25,8
"2016-08-09 00:00:00";7,3;19,8;24
"2016-08-10 00:00:00";6,2;18,1;23,5
"2016-08-11 00:00:00";4,4;14,4;18,4
"2016-08-12 00:00:00";4,5;14,7;17,5
"2016-08-13 00:00:00";6,9;16,8;20,7
"2016-08-14 00:00:00";5,4;16,1;20,3
"2016-08-15 00:00:00";4,2;12,6;15,3
"2016-08-16 00:00:00";2,8;11,5;14,2
"2016-08-17 00:00:00";2,8;10,3;14,4
"2016-08-18 00:00:00";4;12,1;14,3
"2016-08-19 00:00:00";2,1;7,6;9,2
"2016-08-20 00:00:00";3,4;11,4;13,8
"2016-08-21 00:00:00";3,5;11,4;15,6
"2016-08-22 00:00:00";3,8;12,4;15
"2016-08-23 00:00:00";3,1;11,6;13,9
"2016-08-24 00:00:00";2,9;9,1;10,1
"2016-08-25 00:00:00";3,5;10,5;13,2
"2016-08-26 00:00:00";4,6;13,6;18,9
"2016-08-27 00:00:00";2,9;12,3;14,4
"2016-08-28 00:00:00";4,3;15,7;23,3
"2016-08-29 00:00:00";6,8;15,6;18,8
"2016-08-30 00:00:00";5,1;15,2;17,8
"2016-08-31 00:00:00";3,6;12,6;15,4
