"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2015-04-01 00:00:00";8,5;20,6;27,3
"2015-04-02 00:00:00";6,1;14,8;19,6
"2015-04-03 00:00:00";4,2;11,4;14,6
"2015-04-04 00:00:00";3,3;11,1;13,8
"2015-04-05 00:00:00";3,6;9,5;13,7
"2015-04-06 00:00:00";2,6;15;17,8
"2015-04-07 00:00:00";6,4;15,3;19,6
"2015-04-08 00:00:00";4,3;13,1;16,6
"2015-04-09 00:00:00";3,3;11,5;15
"2015-04-10 00:00:00";2,7;11,1;13,2
"2015-04-11 00:00:00";5,2;19,1;24,2
"2015-04-12 00:00:00";8;19,1;25,2
"2015-04-13 00:00:00";8,4;16,8;23,4
"2015-04-14 00:00:00";6,1;14,3;18,5
"2015-04-15 00:00:00";7,1;15,6;20,6
"2015-04-16 00:00:00";7,7;14,6;18,7
"2015-04-17 00:00:00";5,1;12,8;17,1
"2015-04-18 00:00:00";3,5;9,8;13,9
"2015-04-19 00:00:00";3,4;15;18,5
"2015-04-20 00:00:00";3,6;11,1;14,4
"2015-04-21 00:00:00";5,9;15,9;20,1
"2015-04-22 00:00:00";3,5;14,6;18,7
"2015-04-23 00:00:00";6,4;15,8;19,7
"2015-04-24 00:00:00";4,6;15;17,8
"2015-04-25 00:00:00";4,8;14,3;17,6
"2015-04-26 00:00:00";3,6;11,1;14,1
"2015-04-27 00:00:00";3,9;13,7;18
"2015-04-28 00:00:00";4;13,2;17,3
"2015-04-29 00:00:00";5,3;16,4;21,4
"2015-04-30 00:00:00";3,9;14,5;17,8
