"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2019-03-01 00:00:00";2,2;10,5;12,6
"2019-03-02 00:00:00";3,8;12,9;17
"2019-03-03 00:00:00";6,5;15,9;21,2
"2019-03-04 00:00:00";7;21,4;27,5
"2019-03-05 00:00:00";6,1;19,9;25,6
"2019-03-06 00:00:00";5,1;15,7;19,6
"2019-03-07 00:00:00";6,4;21,7;27,1
"2019-03-08 00:00:00";9,1;23,4;29,5
"2019-03-09 00:00:00";9,2;23,1;30,3
"2019-03-10 00:00:00";5,9;23,1;29,1
"2019-03-11 00:00:00";2,6;11,1;12,6
"2019-03-12 00:00:00";6,5;19,7;24,2
"2019-03-13 00:00:00";7,2;21,4;25,4
"2019-03-14 00:00:00";5,2;16;20,1
"2019-03-15 00:00:00";6,4;24,4;29,5
"2019-03-16 00:00:00";6,6;18,8;23
"2019-03-17 00:00:00";10,4;22,4;28,2
"2019-03-18 00:00:00";7,2;19;25,4
"2019-03-19 00:00:00";3,2;11,3;15
"2019-03-20 00:00:00";5,2;13,4;17,2
"2019-03-21 00:00:00";6,1;14,1;19,5
"2019-03-22 00:00:00";3,8;13,8;18,9
"2019-03-23 00:00:00";5,7;16,8;23,3
"2019-03-24 00:00:00";5,5;15;21,4
"2019-03-25 00:00:00";5,3;14,6;19,7
"2019-03-26 00:00:00";6,1;15,9;20,1
"2019-03-27 00:00:00";6;14,2;16,5
"2019-03-28 00:00:00";4,9;13,1;18,5
"2019-03-29 00:00:00";6,3;15,2;20
"2019-03-30 00:00:00";5,4;15,5;19,9
"2019-03-31 00:00:00";5,9;16,5;22,2
