"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2015-08-01 00:00:00";3,1;11,5;13,7
"2015-08-02 00:00:00";2,7;10,1;12,6
"2015-08-03 00:00:00";4;11,6;15,6
"2015-08-04 00:00:00";3,9;15,2;19,5
"2015-08-05 00:00:00";3,4;10,6;13,4
"2015-08-06 00:00:00";3,3;9;12,1
"2015-08-07 00:00:00";2,7;9,6;13,9
"2015-08-08 00:00:00";3,5;13,6;16,7
"2015-08-09 00:00:00";2,4;12,3;14,7
"2015-08-10 00:00:00";2,5;8,2;10,2
"2015-08-11 00:00:00";2,8;12,6;19,6
"2015-08-12 00:00:00";3,5;11,1;13,3
"2015-08-13 00:00:00";2,8;10,9;14,6
"2015-08-14 00:00:00";7;16,6;20,3
"2015-08-15 00:00:00";3,6;13,1;17,7
"2015-08-16 00:00:00";3,3;11,9;17,5
"2015-08-17 00:00:00";6,8;17,1;22
"2015-08-18 00:00:00";7,4;15,6;19,5
"2015-08-19 00:00:00";5;11,8;16,3
"2015-08-20 00:00:00";3,2;10,8;12,6
"2015-08-21 00:00:00";3,5;9,1;12,4
"2015-08-22 00:00:00";3,7;9,3;12,4
"2015-08-23 00:00:00";5,1;14,2;17,2
"2015-08-24 00:00:00";5,6;14,8;20,7
"2015-08-25 00:00:00";5,9;20,2;25,1
"2015-08-26 00:00:00";5,3;18,4;23,7
"2015-08-27 00:00:00";5,3;18,3;25,5
"2015-08-28 00:00:00";4,8;13,2;18,3
"2015-08-29 00:00:00";4;13,1;15,4
"2015-08-30 00:00:00";1,8;9,1;10,8
"2015-08-31 00:00:00";3,4;12,4;17
