"DateTime";"Sol"
"2017-05-01 00:00:00";13,1
"2017-05-02 00:00:00";13,3
"2017-05-03 00:00:00";11
"2017-05-04 00:00:00";9,7
"2017-05-05 00:00:00";5,2
"2017-05-06 00:00:00";9,8
"2017-05-07 00:00:00";9,2
"2017-05-08 00:00:00";11
"2017-05-09 00:00:00";4,5
"2017-05-10 00:00:00";0,8
"2017-05-11 00:00:00";4,4
"2017-05-12 00:00:00";8,6
"2017-05-13 00:00:00";5
"2017-05-14 00:00:00";6,9
"2017-05-15 00:00:00";6,8
"2017-05-16 00:00:00";0,1
"2017-05-17 00:00:00";1,8
"2017-05-18 00:00:00";9,2
"2017-05-19 00:00:00";7,6
"2017-05-20 00:00:00";6,2
"2017-05-21 00:00:00";12,6
"2017-05-22 00:00:00";11,4
"2017-05-23 00:00:00";6,1
"2017-05-24 00:00:00";9,5
"2017-05-25 00:00:00";14
"2017-05-26 00:00:00";14
"2017-05-27 00:00:00";15,3
"2017-05-28 00:00:00";7,7
"2017-05-29 00:00:00";0,1
"2017-05-30 00:00:00";1,2
"2017-05-31 00:00:00";4,1
