"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2018-01-01 00:00:00";6,1;19,8;24,6
"2018-01-02 00:00:00";4,1;12,7;15,9
"2018-01-03 00:00:00";5,3;19,7;23,6
"2018-01-04 00:00:00";3,6;14,7;19,1
"2018-01-05 00:00:00";2,2;13,7;16,5
"2018-01-06 00:00:00";2,5;11,1;14,7
"2018-01-07 00:00:00";2,1;14,1;18,2
"2018-01-08 00:00:00";2;13,1;15,5
"2018-01-09 00:00:00";7,1;17,9;22,1
"2018-01-10 00:00:00";4,1;13,5;16,2
"2018-01-11 00:00:00";3,1;9,6;12,9
"2018-01-12 00:00:00";4,9;12,4;15,3
"2018-01-13 00:00:00";5,6;13,6;17,9
"2018-01-14 00:00:00";5,9;15,9;19,4
"2018-01-15 00:00:00";8,6;21,3;26,2
"2018-01-16 00:00:00";5,4;20,2;24,8
"2018-01-17 00:00:00";3,4;12,6;18,9
"2018-01-18 00:00:00";2,8;13,6;15,9
"2018-01-19 00:00:00";2,2;11,4;14
"2018-01-20 00:00:00";3,2;11;12,6
"2018-01-21 00:00:00";1,8;10,9;13,5
"2018-01-22 00:00:00";4,2;11,8;13,9
"2018-01-23 00:00:00";5,3;16;20,1
"2018-01-24 00:00:00";8,6;21;27,9
"2018-01-25 00:00:00";6,2;16,4;21,4
"2018-01-26 00:00:00";2,8;9,3;12,5
"2018-01-27 00:00:00";5,3;19,9;24,6
"2018-01-28 00:00:00";8,5;21,3;27,1
"2018-01-29 00:00:00";9,1;20,3;27,5
"2018-01-30 00:00:00";7,1;17;21,8
"2018-01-31 00:00:00";6,4;17,5;21,7
