"DateTime";"Sol"
"2018-03-01 00:00:00";3,7
"2018-03-02 00:00:00";1,4
"2018-03-03 00:00:00";1,6
"2018-03-04 00:00:00";4,4
"2018-03-05 00:00:00";0,1
"2018-03-06 00:00:00";3,6
"2018-03-07 00:00:00";0,7
"2018-03-08 00:00:00";0,3
"2018-03-09 00:00:00";0,5
"2018-03-10 00:00:00";1,6
"2018-03-11 00:00:00";0,2
"2018-03-12 00:00:00";0,1
"2018-03-13 00:00:00";0
"2018-03-14 00:00:00";1,3
"2018-03-15 00:00:00";0,4
"2018-03-16 00:00:00";2,4
"2018-03-17 00:00:00";5,9
"2018-03-18 00:00:00";9,3
"2018-03-19 00:00:00";10,1
"2018-03-20 00:00:00";10,9
"2018-03-21 00:00:00";1,6
"2018-03-22 00:00:00";1,2
"2018-03-23 00:00:00";0,2
"2018-03-24 00:00:00";0,3
"2018-03-25 00:00:00";1
"2018-03-26 00:00:00";3,2
"2018-03-27 00:00:00";1,1
"2018-03-28 00:00:00";0,9
"2018-03-29 00:00:00";1,7
"2018-03-30 00:00:00";11
"2018-03-31 00:00:00";2
