"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2018-11-01 00:00:00";4,2;11,4;16,4
"2018-11-02 00:00:00";5;14;17,4
"2018-11-03 00:00:00";3,7;13,7;17,1
"2018-11-04 00:00:00";3,9;11,9;14,2
"2018-11-05 00:00:00";3,5;10,2;12,2
"2018-11-06 00:00:00";3,1;9,3;12
"2018-11-07 00:00:00";3,6;9,8;13,1
"2018-11-08 00:00:00";2,4;8,9;12,3
"2018-11-09 00:00:00";2,9;11,9;14,1
"2018-11-10 00:00:00";5,9;17,5;20,4
"2018-11-11 00:00:00";5,1;14,6;18
"2018-11-12 00:00:00";3,1;10,3;16,3
"2018-11-13 00:00:00";4,6;13,3;19,5
"2018-11-14 00:00:00";3,9;11,4;13,7
"2018-11-15 00:00:00";3,6;11,4;13,6
"2018-11-16 00:00:00";4;12;14,6
"2018-11-17 00:00:00";2,9;9,8;12,3
"2018-11-18 00:00:00";3,6;15,9;20,2
"2018-11-19 00:00:00";6,3;15,8;20,7
"2018-11-20 00:00:00";7,4;18,1;22,1
"2018-11-21 00:00:00";7,2;17,3;21,1
"2018-11-22 00:00:00";4,3;12,6;15,4
"2018-11-23 00:00:00";2,9;8;10,9
"2018-11-24 00:00:00";2,7;12,2;15,5
"2018-11-25 00:00:00";3,9;11,8;14,7
"2018-11-26 00:00:00";2,2;9,9;11,9
"2018-11-27 00:00:00";2;10,3;12,9
"2018-11-28 00:00:00";6,9;21,1;25,9
"2018-11-29 00:00:00";8,4;22,8;27,7
"2018-11-30 00:00:00";6,2;17,3;21,9
