"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2017-05-01 00:00:00";7,5;16,2;19,7
"2017-05-02 00:00:00";6,4;17,6;22
"2017-05-03 00:00:00";5,7;14,5;17,1
"2017-05-04 00:00:00";6,7;17,9;22,2
"2017-05-05 00:00:00";4,9;14,9;18,8
"2017-05-06 00:00:00";1,8;8,3;10,5
"2017-05-07 00:00:00";2,9;12,9;15,8
"2017-05-08 00:00:00";6,3;17,1;22,2
"2017-05-09 00:00:00";3,5;11,1;14,9
"2017-05-10 00:00:00";3,6;13,3;15,9
"2017-05-11 00:00:00";2,9;11;13,6
"2017-05-12 00:00:00";6,7;13,4;16,8
"2017-05-13 00:00:00";4,5;12,5;15,5
"2017-05-14 00:00:00";2,8;9,8;11,6
"2017-05-15 00:00:00";3,2;9;11,6
"2017-05-16 00:00:00";4,5;13,2;15,5
"2017-05-17 00:00:00";3;10;12,7
"2017-05-18 00:00:00";4,8;12,4;16
"2017-05-19 00:00:00";2,5;10;12,8
"2017-05-20 00:00:00";4,9;14,6;18
"2017-05-21 00:00:00";3,9;12,5;14,9
"2017-05-22 00:00:00";2,3;10;12,6
"2017-05-23 00:00:00";3,4;13,7;17
"2017-05-24 00:00:00";6,4;13,6;17,2
"2017-05-25 00:00:00";5,6;14,4;17,7
"2017-05-26 00:00:00";3,6;12,7;15,2
"2017-05-27 00:00:00";2,8;10,7;12,7
"2017-05-28 00:00:00";5,4;14,3;17,7
"2017-05-29 00:00:00";3,9;13,4;16,7
"2017-05-30 00:00:00";3,7;14,1;18,9
"2017-05-31 00:00:00";9,1;18,2;24,1
