"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2015-02-01 00:00:00";4,2;15,5;19,3
"2015-02-02 00:00:00";3,6;14,5;17,1
"2015-02-03 00:00:00";3,6;13,1;17,2
"2015-02-04 00:00:00";3,4;12,6;15,6
"2015-02-05 00:00:00";2,5;11,9;14
"2015-02-06 00:00:00";3,6;12,8;15,2
"2015-02-07 00:00:00";8,8;21,1;29,4
"2015-02-08 00:00:00";7,3;21,2;28,6
"2015-02-09 00:00:00";6,9;18,5;24,3
"2015-02-10 00:00:00";6;15,2;19,6
"2015-02-11 00:00:00";4;12,3;16,8
"2015-02-12 00:00:00";3,1;9,9;12,2
"2015-02-13 00:00:00";3,8;11,2;13,1
"2015-02-14 00:00:00";5,1;12,8;15,8
"2015-02-15 00:00:00";7,5;15,3;19,1
"2015-02-16 00:00:00";7,1;16,4;19,9
"2015-02-17 00:00:00";4,5;14,5;18,6
"2015-02-18 00:00:00";7,7;15,6;20,4
"2015-02-19 00:00:00";8,2;15,3;19,5
"2015-02-20 00:00:00";5,9;15,1;17,6
"2015-02-21 00:00:00";3;19,8;24,7
"2015-02-22 00:00:00";5,7;17,3;21,6
"2015-02-23 00:00:00";7,4;19,8;24,9
"2015-02-24 00:00:00";7;17,3;21,8
"2015-02-25 00:00:00";4,4;14,1;17,5
"2015-02-26 00:00:00";5,6;16,1;19,4
"2015-02-27 00:00:00";3,1;15,9;18,9
"2015-02-28 00:00:00";5,5;17,6;23,8
