"DateTime";"Sol"
"2017-09-01 00:00:00";9,1
"2017-09-02 00:00:00";8,4
"2017-09-03 00:00:00";8,1
"2017-09-04 00:00:00";6,5
"2017-09-05 00:00:00";4,3
"2017-09-06 00:00:00";0,4
"2017-09-07 00:00:00";0,8
"2017-09-08 00:00:00";1,4
"2017-09-09 00:00:00";2,3
"2017-09-10 00:00:00";6,7
"2017-09-11 00:00:00";2,7
"2017-09-12 00:00:00";5,8
"2017-09-13 00:00:00";0,5
"2017-09-14 00:00:00";3,9
"2017-09-15 00:00:00";7,3
"2017-09-16 00:00:00";3,9
"2017-09-17 00:00:00";5,2
"2017-09-18 00:00:00";6,8
"2017-09-19 00:00:00";2,8
"2017-09-20 00:00:00";4,3
"2017-09-21 00:00:00";2,4
"2017-09-22 00:00:00";3,8
"2017-09-23 00:00:00";4,6
"2017-09-24 00:00:00";1,4
"2017-09-25 00:00:00";4
"2017-09-26 00:00:00";2,1
"2017-09-27 00:00:00";2,7
"2017-09-28 00:00:00";2,6
"2017-09-29 00:00:00";2,4
"2017-09-30 00:00:00";1,9
