"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2016-02-01 00:00:00";7,2;21,3;32,9
"2016-02-02 00:00:00";12,4;23,5;30,3
"2016-02-03 00:00:00";8,9;21;28,2
"2016-02-04 00:00:00";6;15,8;22,9
"2016-02-05 00:00:00";4,3;11,8;14,2
"2016-02-06 00:00:00";6,5;15,1;20,7
"2016-02-07 00:00:00";7;16,7;21,3
"2016-02-08 00:00:00";8,6;21,9;27,8
"2016-02-09 00:00:00";5,8;17,5;21,8
"2016-02-10 00:00:00";3;20,3;25,7
"2016-02-11 00:00:00";2;11,7;14,4
"2016-02-12 00:00:00";2,3;11;13,4
"2016-02-13 00:00:00";2,5;10,3;12,3
"2016-02-14 00:00:00";5,4;13,8;16,9
"2016-02-15 00:00:00";4,6;14,1;16,7
"2016-02-16 00:00:00";2,6;12,9;17,1
"2016-02-17 00:00:00";5,5;14,2;17,2
"2016-02-18 00:00:00";2,9;10,7;13
"2016-02-19 00:00:00";3,5;14,1;18,1
"2016-02-20 00:00:00";7,4;21,3;26,6
"2016-02-21 00:00:00";5,9;17,5;26,5
"2016-02-22 00:00:00";7;16,3;22,3
"2016-02-23 00:00:00";6,7;15,6;19,9
"2016-02-24 00:00:00";6,1;14,7;19,6
"2016-02-25 00:00:00";4;12,1;15,8
"2016-02-26 00:00:00";4,1;13,1;16
"2016-02-27 00:00:00";2,2;9,9;11,8
"2016-02-28 00:00:00";1,4;6,4;11,3
"2016-02-29 00:00:00";2,2;7,7;8,7
