"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2015-06-01 00:00:00";6,8;16,7;21,1
"2015-06-02 00:00:00";7,6;20,2;25,1
"2015-06-03 00:00:00";8,6;18,1;24,6
"2015-06-04 00:00:00";4,4;15,1;18,9
"2015-06-05 00:00:00";4,1;12;16,2
"2015-06-06 00:00:00";5,8;15,5;21,1
"2015-06-07 00:00:00";6,7;17,7;21,3
"2015-06-08 00:00:00";4,5;14,8;17,7
"2015-06-09 00:00:00";2,3;10,5;12,1
"2015-06-10 00:00:00";4,3;12,8;16,3
"2015-06-11 00:00:00";4,1;13,1;15,9
"2015-06-12 00:00:00";2,1;8,5;10,5
"2015-06-13 00:00:00";2,6;13;16,7
"2015-06-14 00:00:00";6,5;16,5;20,2
"2015-06-15 00:00:00";5,9;14,7;17,8
"2015-06-16 00:00:00";5;11,7;15,4
"2015-06-17 00:00:00";5,3;16,2;19,5
"2015-06-18 00:00:00";6,3;14,2;17,7
"2015-06-19 00:00:00";5,5;13,8;16,8
"2015-06-20 00:00:00";4,6;11,1;15,6
"2015-06-21 00:00:00";3,2;10,9;12,7
"2015-06-22 00:00:00";3,4;11,1;13,8
"2015-06-23 00:00:00";3,1;12,5;15,7
"2015-06-24 00:00:00";7,2;18;21,9
"2015-06-25 00:00:00";5,4;15,2;18,2
"2015-06-26 00:00:00";2,9;12,3;14,4
"2015-06-27 00:00:00";2,9;11,8;14,1
"2015-06-28 00:00:00";4,1;11,6;14,3
"2015-06-29 00:00:00";4,3;11,4;16,6
"2015-06-30 00:00:00";3,6;11,8;14,1
