"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2016-10-01 00:00:00";2,8;13,5;17,6
"2016-10-02 00:00:00";2,9;13,4;15,9
"2016-10-03 00:00:00";5;17,4;20,2
"2016-10-04 00:00:00";4,5;15,8;19,8
"2016-10-05 00:00:00";5,2;20,3;25
"2016-10-06 00:00:00";5,8;19,6;25
"2016-10-07 00:00:00";4,9;15,9;21
"2016-10-08 00:00:00";4,8;15,8;20,2
"2016-10-09 00:00:00";4,5;15,6;19,8
"2016-10-10 00:00:00";4,6;14;17,3
"2016-10-11 00:00:00";6;13,9;18,3
"2016-10-12 00:00:00";5,6;15,2;18,4
"2016-10-13 00:00:00";5,9;16,4;19,7
"2016-10-14 00:00:00";7,9;16,8;21,6
"2016-10-15 00:00:00";8,4;18;21,2
"2016-10-16 00:00:00";4,8;13,4;16,2
"2016-10-17 00:00:00";5,1;12,3;15,2
"2016-10-18 00:00:00";3,7;12,3;15,1
"2016-10-19 00:00:00";4,1;14,7;16,9
"2016-10-20 00:00:00";4,8;14,7;17,6
"2016-10-21 00:00:00";5,8;16,5;19,6
"2016-10-22 00:00:00";5,1;16,8;21,6
"2016-10-23 00:00:00";3,8;16,5;19,7
"2016-10-24 00:00:00";3;9,8;11,5
"2016-10-25 00:00:00";2;10,7;13,7
"2016-10-26 00:00:00";3,3;13,5;16,4
"2016-10-27 00:00:00";5,1;14;16,6
"2016-10-28 00:00:00";7,9;16,7;22,5
"2016-10-29 00:00:00";7,1;17;21,4
"2016-10-30 00:00:00";2,4;12,7;15,3
"2016-10-31 00:00:00";3,1;10,2;12,7
