"DateTime";"Sol"
"2016-06-01 00:00:00";11,8
"2016-06-02 00:00:00";10,6
"2016-06-03 00:00:00";15,4
"2016-06-04 00:00:00";15,2
"2016-06-05 00:00:00";14,3
"2016-06-06 00:00:00";14,6
"2016-06-07 00:00:00";12,4
"2016-06-08 00:00:00";6,7
"2016-06-09 00:00:00";13,4
"2016-06-10 00:00:00";11,2
"2016-06-11 00:00:00";13
"2016-06-12 00:00:00";11
"2016-06-13 00:00:00";4
"2016-06-14 00:00:00";0,4
"2016-06-15 00:00:00";3,1
"2016-06-16 00:00:00";3,6
"2016-06-17 00:00:00";7,2
"2016-06-18 00:00:00";4,6
"2016-06-19 00:00:00";5,5
"2016-06-20 00:00:00";4,3
"2016-06-21 00:00:00";8,1
"2016-06-22 00:00:00";5,5
"2016-06-23 00:00:00";3,9
"2016-06-24 00:00:00";4,9
"2016-06-25 00:00:00";1,7
"2016-06-26 00:00:00";6,8
"2016-06-27 00:00:00";4
"2016-06-28 00:00:00";8,9
"2016-06-29 00:00:00";4,3
"2016-06-30 00:00:00";4,6
