"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2017-06-01 00:00:00";6,4;16,9;21
"2017-06-02 00:00:00";2,6;11,7;14
"2017-06-03 00:00:00";3,2;9;11
"2017-06-04 00:00:00";3,9;15,1;18,7
"2017-06-05 00:00:00";4,7;14,6;17,9
"2017-06-06 00:00:00";5,6;15,6;24,6
"2017-06-07 00:00:00";6,2;20,5;25,5
"2017-06-08 00:00:00";6,4;20;25
"2017-06-09 00:00:00";3,6;14,7;20,3
"2017-06-10 00:00:00";4,3;11,9;14,1
"2017-06-11 00:00:00";4,4;15;21,8
"2017-06-12 00:00:00";7,3;17,6;22,1
"2017-06-13 00:00:00";7,7;15,8;20,1
"2017-06-14 00:00:00";4,9;12,7;16,1
"2017-06-15 00:00:00";3,1;10,6;13,8
"2017-06-16 00:00:00";7,3;16,2;20,1
"2017-06-17 00:00:00";5,8;15,8;18,3
"2017-06-18 00:00:00";4,7;13,1;16,8
"2017-06-19 00:00:00";3,5;14,1;17,3
"2017-06-20 00:00:00";6,5;14,6;18,8
"2017-06-21 00:00:00";4,7;13,3;16
"2017-06-22 00:00:00";2,8;17,5;21,1
"2017-06-23 00:00:00";4,4;14,3;17,4
"2017-06-24 00:00:00";6,5;15,1;18,5
"2017-06-25 00:00:00";7,4;17,6;23,2
"2017-06-26 00:00:00";7,8;17,8;22
"2017-06-27 00:00:00";3,7;14,6;17,3
"2017-06-28 00:00:00";4,9;14,9;19,5
"2017-06-29 00:00:00";5,2;14,3;19,4
"2017-06-30 00:00:00";4,1;15,5;19,3
