"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2015-01-01 00:00:00";8,4;20;25,2
"2015-01-02 00:00:00";12;23;32,4
"2015-01-03 00:00:00";8,2;23,1;30
"2015-01-04 00:00:00";6;17,2;21
"2015-01-05 00:00:00";3,2;14,4;17,7
"2015-01-06 00:00:00";5,2;17,5;20,6
"2015-01-07 00:00:00";5,4;17,2;21,3
"2015-01-08 00:00:00";7,2;18,7;23,4
"2015-01-09 00:00:00";10,2;25,7;35
"2015-01-10 00:00:00";11,7;29,2;38,6
"2015-01-11 00:00:00";10,9;27,2;37
"2015-01-12 00:00:00";9,8;20,2;28,1
"2015-01-13 00:00:00";5,6;18,6;24,1
"2015-01-14 00:00:00";5,7;18,8;25,6
"2015-01-15 00:00:00";8,6;23,5;29,3
"2015-01-16 00:00:00";8,9;21,8;29,6
"2015-01-17 00:00:00";5,9;16,5;21,3
"2015-01-18 00:00:00";4;15,5;18,3
"2015-01-19 00:00:00";2,1;14;16,2
"2015-01-20 00:00:00";2,5;14,9;17,8
"2015-01-21 00:00:00";1,4;12,1;13,9
"2015-01-22 00:00:00";1,6;7,4;9,4
"2015-01-23 00:00:00";2,8;16,8;21,1
"2015-01-24 00:00:00";5,8;17,3;21,7
"2015-01-25 00:00:00";2,9;12;17,3
"2015-01-26 00:00:00";5,3;14,5;19,2
"2015-01-27 00:00:00";4,9;16;20
"2015-01-28 00:00:00";8;20,8;24,7
"2015-01-29 00:00:00";6,6;19,5;24,2
"2015-01-30 00:00:00";2,3;11,2;14,4
"2015-01-31 00:00:00";2,9;11,7;14
