"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2018-03-01 00:00:00";7,7;17,6;21,6
"2018-03-02 00:00:00";6,5;15,4;21,3
"2018-03-03 00:00:00";5,1;14,2;17,6
"2018-03-04 00:00:00";6,2;14;16,8
"2018-03-05 00:00:00";6,2;15,1;20
"2018-03-06 00:00:00";3,1;10,2;12,6
"2018-03-07 00:00:00";3,5;11,3;14,5
"2018-03-08 00:00:00";2,4;9,6;12,3
"2018-03-09 00:00:00";2,5;14,1;16,8
"2018-03-10 00:00:00";4,7;12,3;16,1
"2018-03-11 00:00:00";5,1;12,6;16,2
"2018-03-12 00:00:00";2,1;10;14,4
"2018-03-13 00:00:00";3,7;12,3;14,4
"2018-03-14 00:00:00";2,9;9,3;11,3
"2018-03-15 00:00:00";8,4;20,2;24,8
"2018-03-16 00:00:00";10,6;22,3;26,7
"2018-03-17 00:00:00";9,8;22,4;28,8
"2018-03-18 00:00:00";5,9;19,4;24,9
"2018-03-19 00:00:00";3,9;13,7;19,9
"2018-03-20 00:00:00";4,5;14,5;17,6
"2018-03-21 00:00:00";4,9;13,1;18,9
"2018-03-22 00:00:00";3,4;14,9;17,5
"2018-03-23 00:00:00";3,4;13,2;15,9
"2018-03-24 00:00:00";3,2;12;14,3
"2018-03-25 00:00:00";2,3;9,3;11,8
"2018-03-26 00:00:00";3,4;12,3;15,2
"2018-03-27 00:00:00";3,3;13,8;16,2
"2018-03-28 00:00:00";8,6;17,1;20,4
"2018-03-29 00:00:00";6,5;15,3;20,5
"2018-03-30 00:00:00";3,6;12;14,5
"2018-03-31 00:00:00";5,5;13,1;18,5
