"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2017-10-01 00:00:00";4,4;15,9;20,4
"2017-10-02 00:00:00";7,4;20,8;25,9
"2017-10-03 00:00:00";7,3;20;25,7
"2017-10-04 00:00:00";7,5;20,6;33,5
"2017-10-05 00:00:00";5,7;19,3;24,1
"2017-10-06 00:00:00";5,2;17,1;23,4
"2017-10-07 00:00:00";4,8;16,4;20,4
"2017-10-08 00:00:00";4;14,2;17,8
"2017-10-09 00:00:00";2,9;13,1;17
"2017-10-10 00:00:00";3,2;14,3;17,6
"2017-10-11 00:00:00";5,1;15,6;19,3
"2017-10-12 00:00:00";8,6;19,8;28,2
"2017-10-13 00:00:00";4,7;15,4;21
"2017-10-14 00:00:00";5,8;12,9;17,2
"2017-10-15 00:00:00";4,3;12,4;16,5
"2017-10-16 00:00:00";3,6;11,5;15,4
"2017-10-17 00:00:00";6,9;17,5;23,3
"2017-10-18 00:00:00";3,5;14,9;19,8
"2017-10-19 00:00:00";4,2;13,5;15,8
"2017-10-20 00:00:00";5,5;14,3;16,6
"2017-10-21 00:00:00";4,3;16,4;19,4
"2017-10-22 00:00:00";3,5;15,8;18,6
"2017-10-23 00:00:00";3,7;13,8;16,4
"2017-10-24 00:00:00";5,5;18,5;22,5
"2017-10-25 00:00:00";6,2;19,2;23,9
"2017-10-26 00:00:00";6,1;16,5;20,5
"2017-10-27 00:00:00";6,6;17,9;22,2
"2017-10-28 00:00:00";9,7;22,4;29
"2017-10-29 00:00:00";9,1;27,7;38,6
"2017-10-30 00:00:00";4,2;17,9;23,3
"2017-10-31 00:00:00";3,6;13;15,9
