"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2018-07-01 00:00:00";3,1;10,2;12
"2018-07-02 00:00:00";3,3;9,9;14,3
"2018-07-03 00:00:00";3,9;12;14,3
"2018-07-04 00:00:00";3,3;10,7;13
"2018-07-05 00:00:00";4,7;12,7;15
"2018-07-06 00:00:00";7;16,1;20,2
"2018-07-07 00:00:00";6,1;16;19,8
"2018-07-08 00:00:00";4,4;13,1;16
"2018-07-09 00:00:00";6,6;16,6;21,3
"2018-07-10 00:00:00";3,6;12,9;16,4
"2018-07-11 00:00:00";3,1;10,1;12,8
"2018-07-12 00:00:00";2,5;8,8;12,4
"2018-07-13 00:00:00";4,6;12,8;15,6
"2018-07-14 00:00:00";5,1;12,6;15,2
"2018-07-15 00:00:00";3,5;11,6;14,5
"2018-07-16 00:00:00";2,3;8;10,8
"2018-07-17 00:00:00";2;10,3;17,5
"2018-07-18 00:00:00";4,1;12;14,6
"2018-07-19 00:00:00";4,5;10,9;13,6
"2018-07-20 00:00:00";4,1;11,1;14,9
"2018-07-21 00:00:00";3,2;13,1;18,8
"2018-07-22 00:00:00";3,4;14,8;20,3
"2018-07-23 00:00:00";4,2;12,3;16,1
"2018-07-24 00:00:00";2,5;9,2;12,6
"2018-07-25 00:00:00";2,5;11,9;19,3
"2018-07-26 00:00:00";2,9;9,7;11,3
"2018-07-27 00:00:00";4,1;12,1;16,6
"2018-07-28 00:00:00";5,1;18,4;27
"2018-07-29 00:00:00";3,2;11,4;13,2
"2018-07-30 00:00:00";3,1;10,2;12,6
"2018-07-31 00:00:00";4;18;23,9
