"DateTime";"Sol"
"2015-03-01 00:00:00";0,8
"2015-03-02 00:00:00";1,8
"2015-03-03 00:00:00";5,5
"2015-03-04 00:00:00";2,6
"2015-03-05 00:00:00";3,9
"2015-03-06 00:00:00";0,5
"2015-03-07 00:00:00";1,4
"2015-03-08 00:00:00";5,4
"2015-03-09 00:00:00";8,2
"2015-03-10 00:00:00";6,5
"2015-03-11 00:00:00";9,9
"2015-03-12 00:00:00";9,6
"2015-03-13 00:00:00";7,8
"2015-03-14 00:00:00";4,8
"2015-03-15 00:00:00";2,9
"2015-03-16 00:00:00";6,2
"2015-03-17 00:00:00";7,8
"2015-03-18 00:00:00";5,1
"2015-03-19 00:00:00";10,4
"2015-03-20 00:00:00";0,4
"2015-03-21 00:00:00";0,7
"2015-03-22 00:00:00";5,2
"2015-03-23 00:00:00";3,1
"2015-03-24 00:00:00";2,8
"2015-03-25 00:00:00";0,9
"2015-03-26 00:00:00";1,6
"2015-03-27 00:00:00";1,9
"2015-03-28 00:00:00";3,2
"2015-03-29 00:00:00";1,3
"2015-03-30 00:00:00";4,5
"2015-03-31 00:00:00";0,1
