"DateTime";"Middel vindhastighed";"Højeste 10 min. middel";"Højeste vindstød"
"2017-11-01 00:00:00";6;16,4;20,6
"2017-11-02 00:00:00";5,5;16,6;21
"2017-11-03 00:00:00";3,9;14,2;17,6
"2017-11-04 00:00:00";4,5;13,4;16,4
"2017-11-05 00:00:00";3,8;13,5;17,1
"2017-11-06 00:00:00";3,2;13,4;17
"2017-11-07 00:00:00";2,9;10,6;12,4
"2017-11-08 00:00:00";2,1;9,4;12,3
"2017-11-09 00:00:00";5,1;19,1;25,5
"2017-11-10 00:00:00";6,6;21,8;27,5
"2017-11-11 00:00:00";6,6;20,2;26,2
"2017-11-12 00:00:00";3,9;16,2;20,3
"2017-11-13 00:00:00";2,6;13,9;18,1
"2017-11-14 00:00:00";5;18,8;22,8
"2017-11-15 00:00:00";3,2;13,6;17,8
"2017-11-16 00:00:00";4,6;16;24,3
"2017-11-17 00:00:00";5,6;17,1;21,6
"2017-11-18 00:00:00";7,1;19,6;26,2
"2017-11-19 00:00:00";6,5;21,3;27,8
"2017-11-20 00:00:00";2,4;15;19,3
"2017-11-21 00:00:00";2,1;13,7;16,2
"2017-11-22 00:00:00";6,9;19,4;23,2
"2017-11-23 00:00:00";8,3;19,5;25,4
"2017-11-24 00:00:00";3,8;15,6;19,3
"2017-11-25 00:00:00";3,4;14,4;20,4
"2017-11-26 00:00:00";6,2;17,7;23,5
"2017-11-27 00:00:00";5,9;18,9;22,5
"2017-11-28 00:00:00";4,4;17,5;21,1
"2017-11-29 00:00:00";2;11,7;15,3
"2017-11-30 00:00:00";1,9;9,9;12,6
