"DateTime";"Sol"
"2019-04-01 00:00:00";11
"2019-04-02 00:00:00";10,4
"2019-04-03 00:00:00";2
"2019-04-04 00:00:00";6,5
"2019-04-05 00:00:00";7,4
"2019-04-06 00:00:00";9,1
"2019-04-07 00:00:00";8,1
"2019-04-08 00:00:00";11
"2019-04-09 00:00:00";12,3
"2019-04-10 00:00:00";4,4
"2019-04-11 00:00:00";4,5
"2019-04-12 00:00:00";7,4
"2019-04-13 00:00:00";8,8
"2019-04-14 00:00:00";8,1
"2019-04-15 00:00:00";12,7
"2019-04-16 00:00:00";10,9
"2019-04-17 00:00:00";13,2
"2019-04-18 00:00:00";13,3
"2019-04-19 00:00:00";13,4
"2019-04-20 00:00:00";13,3
"2019-04-21 00:00:00";13,5
"2019-04-22 00:00:00";13,6
"2019-04-23 00:00:00";13,1
"2019-04-24 00:00:00";4,8
"2019-04-25 00:00:00";7,9
"2019-04-26 00:00:00";3,2
"2019-04-27 00:00:00";4,1
"2019-04-28 00:00:00";3,8
"2019-04-29 00:00:00";11,1
"2019-04-30 00:00:00";10,6
