"DateTime";"Sol"
"2018-06-01 00:00:00";13,9
"2018-06-02 00:00:00";15,4
"2018-06-03 00:00:00";10,6
"2018-06-04 00:00:00";10,5
"2018-06-05 00:00:00";15,3
"2018-06-06 00:00:00";14,5
"2018-06-07 00:00:00";15,6
"2018-06-08 00:00:00";13,8
"2018-06-09 00:00:00";8,1
"2018-06-10 00:00:00";1,4
"2018-06-11 00:00:00";1,4
"2018-06-12 00:00:00";4,8
"2018-06-13 00:00:00";10,1
"2018-06-14 00:00:00";5
"2018-06-15 00:00:00";11,2
"2018-06-16 00:00:00";2,4
"2018-06-17 00:00:00";7,3
"2018-06-18 00:00:00";3,8
"2018-06-19 00:00:00";8,6
"2018-06-20 00:00:00";2
"2018-06-21 00:00:00";6
"2018-06-22 00:00:00";9,8
"2018-06-23 00:00:00";7,3
"2018-06-24 00:00:00";8,6
"2018-06-25 00:00:00";10,2
"2018-06-26 00:00:00";14,1
"2018-06-27 00:00:00";14,2
"2018-06-28 00:00:00";15,5
"2018-06-29 00:00:00";14,5
"2018-06-30 00:00:00";14,6
