Datum;Uhrzeit;Gesamt[MWh]
11.06.2019;17:30;15.286,75
11.06.2019;17:45;15.292
11.06.2019;18:00;15.117
11.06.2019;18:15;15.095,75
11.06.2019;18:30;15.126,25
11.06.2019;18:45;15.078,5
11.06.2019;19:00;15.005
11.06.2019;19:15;14.808,75
11.06.2019;19:30;14.746,25
11.06.2019;19:45;14.625,25
11.06.2019;20:00;14.491,75
11.06.2019;20:15;14.212,75
11.06.2019;20:30;14.038,5
11.06.2019;20:45;13.900,25
11.06.2019;21:00;13.850,75
11.06.2019;21:15;13.749,75
11.06.2019;21:30;13.692,75
11.06.2019;21:45;13.618,25
11.06.2019;22:00;13.446,25
11.06.2019;22:15;13.403,25
11.06.2019;22:30;13.163
11.06.2019;22:45;12.956,5
11.06.2019;23:00;12.652
11.06.2019;23:15;12.498,75
11.06.2019;23:30;12.353,25
11.06.2019;23:45;12.132,75
12.06.2019;00:00;11.816,75
12.06.2019;00:15;11.714,5
12.06.2019;00:30;11.599,5
12.06.2019;00:45;11.568,5
12.06.2019;01:00;11.238,25
12.06.2019;01:15;11.184,5
12.06.2019;01:30;11.176,5
12.06.2019;01:45;11.284
12.06.2019;02:00;11.080,25
12.06.2019;02:15;11.122
12.06.2019;02:30;10.962,25
12.06.2019;02:45;11.004,75
12.06.2019;03:00;11.010,75
12.06.2019;03:15;10.954,25
12.06.2019;03:30;11.137
12.06.2019;03:45;11.288,5
12.06.2019;04:00;11.340,25
12.06.2019;04:15;11.232,25
12.06.2019;04:30;11.206,75
12.06.2019;04:45;11.205,5
12.06.2019;05:00;11.588,5
12.06.2019;05:15;11.765,25
12.06.2019;05:30;11.922,25
12.06.2019;05:45;12.357,5
12.06.2019;06:00;13.052,25
12.06.2019;06:15;13.505,75
12.06.2019;06:30;13.904,25
12.06.2019;06:45;14.185,75
12.06.2019;07:00;14.568,75
12.06.2019;07:15;14.823,5
12.06.2019;07:30;14.996,25
12.06.2019;07:45;15.218,5
12.06.2019;08:00;15.449,75
12.06.2019;08:15;15.547,5
12.06.2019;08:30;15.657
12.06.2019;08:45;15.741
12.06.2019;09:00;15.818,25
12.06.2019;09:15;15.910,5
12.06.2019;09:30;15.999,75
12.06.2019;09:45;16.251,75
12.06.2019;10:00;16.358,75
12.06.2019;10:15;16.453,5
12.06.2019;10:30;16.552,25
12.06.2019;10:45;16.839
12.06.2019;11:00;17.080
12.06.2019;11:15;17.216,5
12.06.2019;11:30;17.317
12.06.2019;11:45;17.245
12.06.2019;12:00;17.087,5
12.06.2019;12:15;17.039,5
12.06.2019;12:30;16.921,25
12.06.2019;12:45;16.925
12.06.2019;13:00;16.802,25
12.06.2019;13:15;16.792
12.06.2019;13:30;16.631
12.06.2019;13:45;16.528,75
12.06.2019;14:00;16.372,75
12.06.2019;14:15;16.461
12.06.2019;14:30;16.608
12.06.2019;14:45;16.505,5
12.06.2019;15:00;16.274
12.06.2019;15:15;16.193,75
12.06.2019;15:30;16.069,5
12.06.2019;15:45;16.000,75
12.06.2019;16:00;15.946
12.06.2019;16:15;15.717,25
12.06.2019;16:30;15.610,25
12.06.2019;16:45;15.731,5
12.06.2019;17:00;15.506
12.06.2019;17:15;15.563,75
12.06.2019;17:30;15.556,75
12.06.2019;17:45;15.433,75
12.06.2019;18:00;15.333,5
12.06.2019;18:15;15.262
12.06.2019;18:30;15.274,25
12.06.2019;18:45;15.215,5
12.06.2019;19:00;15.143,25
12.06.2019;19:15;15.020,75
12.06.2019;19:30;14.830,25
12.06.2019;19:45;14.693,75
12.06.2019;20:00;14.618
12.06.2019;20:15;14.542,75
12.06.2019;20:30;14.481,5
12.06.2019;20:45;14.296
12.06.2019;21:00;14.112,25
12.06.2019;21:15;14.028
12.06.2019;21:30;13.814,75
12.06.2019;21:45;13.623,75
12.06.2019;22:00;13.464,75
12.06.2019;22:15;13.388,25
12.06.2019;22:30;13.219,25
12.06.2019;22:45;12.900,25
12.06.2019;23:00;12.660,75
12.06.2019;23:15;12.529,25
12.06.2019;23:30;12.261,75
12.06.2019;23:45;11.993,25
13.06.2019;00:00;11.749,75
13.06.2019;00:15;11.599
13.06.2019;00:30;11.442,25
13.06.2019;00:45;11.397
13.06.2019;01:00;11.193,5
13.06.2019;01:15;11.158,75
13.06.2019;01:30;10.966,5
13.06.2019;01:45;10.915,5
13.06.2019;02:00;10.831,75
13.06.2019;02:15;10.799,75
13.06.2019;02:30;10.749
13.06.2019;02:45;10.741,5
13.06.2019;03:00;10.805
13.06.2019;03:15;10.814,5
13.06.2019;03:30;10.807,5
13.06.2019;03:45;10.839,5
13.06.2019;04:00;11.074
13.06.2019;04:15;11.149,75
13.06.2019;04:30;11.128,75
13.06.2019;04:45;11.176
13.06.2019;05:00;11.432
13.06.2019;05:15;11.553,25
13.06.2019;05:30;11.805,5
13.06.2019;05:45;12.169,5
13.06.2019;06:00;12.819,25
13.06.2019;06:15;13.287,75
13.06.2019;06:30;13.638
13.06.2019;06:45;13.947
13.06.2019;07:00;14.364
13.06.2019;07:15;14.606
13.06.2019;07:30;14.776,25
13.06.2019;07:45;15.010,5
13.06.2019;08:00;15.212,75
13.06.2019;08:15;15.367,25
13.06.2019;08:30;15.439,75
13.06.2019;08:45;15.546
13.06.2019;09:00;15.570,75
13.06.2019;09:15;15.694,25
13.06.2019;09:30;15.834,25
13.06.2019;09:45;15.847,75
13.06.2019;10:00;15.745,75
13.06.2019;10:15;15.841,25
13.06.2019;10:30;15.971,75
13.06.2019;10:45;16.221,5
13.06.2019;11:00;16.322,75
13.06.2019;11:15;16.485,75
13.06.2019;11:30;16.691,25
13.06.2019;11:45;16.739,75
13.06.2019;12:00;16.650,5
13.06.2019;12:15;16.643,5
13.06.2019;12:30;16.628,25
13.06.2019;12:45;16.580,25
13.06.2019;13:00;16.616
13.06.2019;13:15;16.556,75
13.06.2019;13:30;16.556
13.06.2019;13:45;16.415,5
13.06.2019;14:00;16.343,25
13.06.2019;14:15;16.261,75
13.06.2019;14:30;16.132
13.06.2019;14:45;16.057,5
13.06.2019;15:00;16.061,25
13.06.2019;15:15;15.923,5
13.06.2019;15:30;15.823
13.06.2019;15:45;15.655,75
13.06.2019;16:00;15.545,75
13.06.2019;16:15;15.375
13.06.2019;16:30;15.269,25
13.06.2019;16:45;15.165
13.06.2019;17:00;15.214,5
13.06.2019;17:15;15.242,75
13.06.2019;17:30;15.206,75
13.06.2019;17:45;15.236,5
13.06.2019;18:00;15.029,5
13.06.2019;18:15;14.895,75
13.06.2019;18:30;14.855
13.06.2019;18:45;14.816,75
13.06.2019;19:00;14.738,5
13.06.2019;19:15;14.571
13.06.2019;19:30;14.502,75
13.06.2019;19:45;14.464,5
13.06.2019;20:00;14.236
13.06.2019;20:15;14.008,75
13.06.2019;20:30;13.701,5
13.06.2019;20:45;13.567,5
13.06.2019;21:00;13.499,5
13.06.2019;21:15;13.256,75
13.06.2019;21:30;13.128,75
13.06.2019;21:45;13.111,5
13.06.2019;22:00;13.215,25
13.06.2019;22:15;13.198,75
13.06.2019;22:30;12.949,75
13.06.2019;22:45;12.694,5
13.06.2019;23:00;12.554,5
13.06.2019;23:15;12.351,5
13.06.2019;23:30;12.137,5
13.06.2019;23:45;12.019
14.06.2019;00:00;11.774,75
14.06.2019;00:15;11.561,25
14.06.2019;00:30;11.425,5
14.06.2019;00:45;11.371,5
14.06.2019;01:00;11.219,75
14.06.2019;01:15;11.117
14.06.2019;01:30;10.988,25
14.06.2019;01:45;10.900,5
14.06.2019;02:00;10.818,25
14.06.2019;02:15;10.897,25
14.06.2019;02:30;10.938,25
14.06.2019;02:45;10.905,5
14.06.2019;03:00;10.955,75
14.06.2019;03:15;10.932,75
14.06.2019;03:30;10.878,25
14.06.2019;03:45;10.866,25
14.06.2019;04:00;10.935,5
14.06.2019;04:15;10.935,75
14.06.2019;04:30;11.050,25
14.06.2019;04:45;11.027,75
14.06.2019;05:00;11.263,75
14.06.2019;05:15;11.399,5
14.06.2019;05:30;11.610
14.06.2019;05:45;11.953,75
14.06.2019;06:00;12.562,75
14.06.2019;06:15;13.155,5
14.06.2019;06:30;13.600,25
14.06.2019;06:45;13.911
14.06.2019;07:00;14.312,75
14.06.2019;07:15;14.543,25
14.06.2019;07:30;14.818
14.06.2019;07:45;15.033,75
14.06.2019;08:00;15.389,5
14.06.2019;08:15;15.520,25
14.06.2019;08:30;15.648,5
14.06.2019;08:45;15.801,25
14.06.2019;09:00;15.789,75
14.06.2019;09:15;15.816,25
14.06.2019;09:30;15.894,75
14.06.2019;09:45;16.042,25
14.06.2019;10:00;16.100,25
14.06.2019;10:15;16.237,5
14.06.2019;10:30;16.350,75
14.06.2019;10:45;16.476,25
14.06.2019;11:00;16.552
14.06.2019;11:15;16.645,25
14.06.2019;11:30;16.624,25
14.06.2019;11:45;16.670,5
14.06.2019;12:00;16.632,75
14.06.2019;12:15;16.536
14.06.2019;12:30;16.490
14.06.2019;12:45;16.386,5
14.06.2019;13:00;16.323,25
14.06.2019;13:15;16.237,75
14.06.2019;13:30;16.146,5
14.06.2019;13:45;16.029,25
14.06.2019;14:00;15.989,25
14.06.2019;14:15;16.019
14.06.2019;14:30;15.885
14.06.2019;14:45;15.842,25
14.06.2019;15:00;15.800,25
14.06.2019;15:15;15.693
14.06.2019;15:30;15.500,25
14.06.2019;15:45;15.490,25
14.06.2019;16:00;15.364
14.06.2019;16:15;15.319
14.06.2019;16:30;15.255,25
14.06.2019;16:45;15.149,5
14.06.2019;17:00;15.100,75
14.06.2019;17:15;14.929,5
14.06.2019;17:30;14.928,75
14.06.2019;17:45;14.867,75
14.06.2019;18:00;14.721,5
14.06.2019;18:15;14.567,25
14.06.2019;18:30;14.693,5
14.06.2019;18:45;14.674,5
14.06.2019;19:00;14.533,25
14.06.2019;19:15;14.498,25
14.06.2019;19:30;14.400
14.06.2019;19:45;14.225,5
14.06.2019;20:00;14.102,25
14.06.2019;20:15;13.886,5
14.06.2019;20:30;13.703,75
14.06.2019;20:45;13.516
14.06.2019;21:00;13.313,25
14.06.2019;21:15;13.177,75
14.06.2019;21:30;13.254,25
14.06.2019;21:45;13.148
14.06.2019;22:00;13.016
14.06.2019;22:15;12.961,25
14.06.2019;22:30;12.773,25
14.06.2019;22:45;12.526,5
14.06.2019;23:00;12.262
14.06.2019;23:15;12.113,75
14.06.2019;23:30;11.870,25
14.06.2019;23:45;11.718
15.06.2019;00:00;11.452,25
15.06.2019;00:15;11.398
15.06.2019;00:30;11.262,5
15.06.2019;00:45;11.149
15.06.2019;01:00;10.974
15.06.2019;01:15;10.855,5
15.06.2019;01:30;10.720,25
15.06.2019;01:45;10.628,25
15.06.2019;02:00;10.478,75
15.06.2019;02:15;10.434,25
15.06.2019;02:30;10.452,5
15.06.2019;02:45;10.445,25
15.06.2019;03:00;10.431
15.06.2019;03:15;10.405,25
15.06.2019;03:30;10.343,25
15.06.2019;03:45;10.332
15.06.2019;04:00;10.344,75
15.06.2019;04:15;10.284,25
15.06.2019;04:30;10.218,5
15.06.2019;04:45;10.141
15.06.2019;05:00;10.070
15.06.2019;05:15;9.975,5
15.06.2019;05:30;9.885,75
15.06.2019;05:45;9.995,5
15.06.2019;06:00;10.314,5
15.06.2019;06:15;10.491,5
15.06.2019;06:30;10.748
15.06.2019;06:45;11.061
15.06.2019;07:00;11.499,5
15.06.2019;07:15;11.676
15.06.2019;07:30;11.888
15.06.2019;07:45;12.096
15.06.2019;08:00;12.222,25
15.06.2019;08:15;12.350,75
15.06.2019;08:30;12.588
15.06.2019;08:45;12.899,5
15.06.2019;09:00;13.092,5
15.06.2019;09:15;13.402,75
15.06.2019;09:30;13.561
15.06.2019;09:45;13.742,5
15.06.2019;10:00;13.824,25
15.06.2019;10:15;13.968,25
15.06.2019;10:30;14.221,25
15.06.2019;10:45;14.336
15.06.2019;11:00;14.299
15.06.2019;11:15;14.367,5
15.06.2019;11:30;14.418,25
15.06.2019;11:45;14.394
15.06.2019;12:00;14.215,25
15.06.2019;12:15;14.001,5
15.06.2019;12:30;13.914,25
15.06.2019;12:45;13.754,5
15.06.2019;13:00;13.671,75
15.06.2019;13:15;13.625
15.06.2019;13:30;13.464,75
15.06.2019;13:45;13.327,25
15.06.2019;14:00;13.104
15.06.2019;14:15;12.890
15.06.2019;14:30;12.808,5
15.06.2019;14:45;12.877
15.06.2019;15:00;12.851,25
15.06.2019;15:15;12.620,25
15.06.2019;15:30;12.691,5
15.06.2019;15:45;12.749,5
15.06.2019;16:00;12.727
15.06.2019;16:15;12.735,5
15.06.2019;16:30;12.639
15.06.2019;16:45;12.710,5
15.06.2019;17:00;12.932,5
15.06.2019;17:15;12.763
15.06.2019;17:30;12.644,75
15.06.2019;17:45;12.580,25
15.06.2019;18:00;12.719,5
15.06.2019;18:15;12.759,25
15.06.2019;18:30;12.647,5
15.06.2019;18:45;12.567,5
15.06.2019;19:00;12.586,5
15.06.2019;19:15;12.542
15.06.2019;19:30;12.514,5
15.06.2019;19:45;12.419
15.06.2019;20:00;12.246
15.06.2019;20:15;11.883
15.06.2019;20:30;11.802,5
15.06.2019;20:45;11.741
15.06.2019;21:00;11.590
15.06.2019;21:15;11.413,25
15.06.2019;21:30;11.313
15.06.2019;21:45;11.349
15.06.2019;22:00;11.414
15.06.2019;22:15;11.300,5
15.06.2019;22:30;11.128,5
15.06.2019;22:45;11.074,25
15.06.2019;23:00;10.859,75
15.06.2019;23:15;10.710,75
15.06.2019;23:30;10.595,25
15.06.2019;23:45;10.447,5
16.06.2019;00:00;10.154,5
16.06.2019;00:15;10.071,75
16.06.2019;00:30;9.944
16.06.2019;00:45;9.853
16.06.2019;01:00;9.638,5
16.06.2019;01:15;9.543,5
16.06.2019;01:30;9.453
16.06.2019;01:45;9.383,5
16.06.2019;02:00;9.297,5
16.06.2019;02:15;9.228,75
16.06.2019;02:30;9.127
16.06.2019;02:45;9.078,75
16.06.2019;03:00;9.123
16.06.2019;03:15;9.054
16.06.2019;03:30;8.926,25
16.06.2019;03:45;8.958,5
16.06.2019;04:00;9.013,25
16.06.2019;04:15;9.046
16.06.2019;04:30;9.060,25
16.06.2019;04:45;9.065,25
16.06.2019;05:00;9.054,75
16.06.2019;05:15;9.040
16.06.2019;05:30;8.984,5
16.06.2019;05:45;9.008,25
16.06.2019;06:00;9.062
16.06.2019;06:15;9.121,75
16.06.2019;06:30;9.183,25
16.06.2019;06:45;9.339
16.06.2019;07:00;9.527,5
16.06.2019;07:15;9.601,75
16.06.2019;07:30;9.784,5
16.06.2019;07:45;10.003,75
16.06.2019;08:00;10.272,25
16.06.2019;08:15;10.468,25
16.06.2019;08:30;10.665,75
16.06.2019;08:45;10.752,25
16.06.2019;09:00;10.921
16.06.2019;09:15;11.078,75
16.06.2019;09:30;11.186,75
16.06.2019;09:45;11.332,75
16.06.2019;10:00;11.396
16.06.2019;10:15;11.468
16.06.2019;10:30;11.623,75
16.06.2019;10:45;11.800,75
16.06.2019;11:00;11.985,25
16.06.2019;11:15;12.198,25
16.06.2019;11:30;12.315
16.06.2019;11:45;12.312
16.06.2019;12:00;12.265
16.06.2019;12:15;12.218,75
16.06.2019;12:30;12.120,75
16.06.2019;12:45;11.969,75
16.06.2019;13:00;11.848
16.06.2019;13:15;11.762
16.06.2019;13:30;11.755,5
16.06.2019;13:45;11.651,5
16.06.2019;14:00;11.654
16.06.2019;14:15;11.503,25
16.06.2019;14:30;11.409,5
16.06.2019;14:45;11.308,25
16.06.2019;15:00;11.495,5
16.06.2019;15:15;11.405,5
16.06.2019;15:30;11.380,25
16.06.2019;15:45;11.271,5
16.06.2019;16:00;11.243,75
16.06.2019;16:15;11.163,75
16.06.2019;16:30;11.131,5
16.06.2019;16:45;11.201,25
16.06.2019;17:00;11.398,75
16.06.2019;17:15;11.335,25
16.06.2019;17:30;11.378,25
16.06.2019;17:45;11.526
16.06.2019;18:00;11.626
16.06.2019;18:15;11.607,25
16.06.2019;18:30;11.584
16.06.2019;18:45;11.663,75
16.06.2019;19:00;11.763,75
16.06.2019;19:15;11.596
16.06.2019;19:30;11.564,25
16.06.2019;19:45;11.523,5
16.06.2019;20:00;11.541,5
16.06.2019;20:15;11.454,5
16.06.2019;20:30;11.375,5
16.06.2019;20:45;11.296
16.06.2019;21:00;11.196,75
16.06.2019;21:15;11.145
16.06.2019;21:30;11.128,75
16.06.2019;21:45;11.249
16.06.2019;22:00;11.431,75
16.06.2019;22:15;11.441,25
16.06.2019;22:30;11.347,25
16.06.2019;22:45;11.197,5
16.06.2019;23:00;10.938
16.06.2019;23:15;10.806,5
16.06.2019;23:30;10.608,25
16.06.2019;23:45;10.493,75
17.06.2019;00:00;10.373,25
17.06.2019;00:15;10.218
17.06.2019;00:30;10.163,25
17.06.2019;00:45;10.022
17.06.2019;01:00;9.985,25
17.06.2019;01:15;9.933,75
17.06.2019;01:30;9.875,5
17.06.2019;01:45;9.793,25
17.06.2019;02:00;9.720
17.06.2019;02:15;9.662,25
17.06.2019;02:30;9.653,25
17.06.2019;02:45;9.679,5
17.06.2019;03:00;9.727
17.06.2019;03:15;9.781,75
17.06.2019;03:30;9.732,25
17.06.2019;03:45;9.823,75
17.06.2019;04:00;10.053
17.06.2019;04:15;10.198
17.06.2019;04:30;10.237
17.06.2019;04:45;10.357,5
17.06.2019;05:00;10.674,5
17.06.2019;05:15;10.825
17.06.2019;05:30;11.130,5
17.06.2019;05:45;11.495,25
17.06.2019;06:00;12.159,75
17.06.2019;06:15;12.784,75
17.06.2019;06:30;13.240,25
17.06.2019;06:45;13.683,5
17.06.2019;07:00;14.147,5
17.06.2019;07:15;14.469
17.06.2019;07:30;14.713,75
17.06.2019;07:45;14.884
17.06.2019;08:00;15.212,5
17.06.2019;08:15;15.345,5
17.06.2019;08:30;15.512,75
17.06.2019;08:45;15.637,75
17.06.2019;09:00;15.606,75
17.06.2019;09:15;15.711,5
17.06.2019;09:30;15.865,25
17.06.2019;09:45;15.987,5
17.06.2019;10:00;16.094,75
17.06.2019;10:15;16.136,5
17.06.2019;10:30;16.219,5
17.06.2019;10:45;16.368,5
17.06.2019;11:00;16.471,25
17.06.2019;11:15;16.523,25
17.06.2019;11:30;16.682,25
17.06.2019;11:45;16.687
17.06.2019;12:00;16.620
17.06.2019;12:15;16.535,25
17.06.2019;12:30;16.564
17.06.2019;12:45;16.530,75
17.06.2019;13:00;16.506,75
17.06.2019;13:15;16.546,5
17.06.2019;13:30;16.406
17.06.2019;13:45;16.274,75
17.06.2019;14:00;16.150,75
17.06.2019;14:15;16.110,5
17.06.2019;14:30;16.024,5
17.06.2019;14:45;15.945,5
17.06.2019;15:00;15.990,5
17.06.2019;15:15;15.916,5
17.06.2019;15:30;15.753
17.06.2019;15:45;15.672,75
17.06.2019;16:00;15.605,5
17.06.2019;16:15;15.517,75
17.06.2019;16:30;15.457
17.06.2019;16:45;15.413,25
17.06.2019;17:00;15.349,25
17.06.2019;17:15;15.145,5
17.06.2019;17:30;15.152,5
17.06.2019;17:45;15.130
17.06.2019;18:00;14.971,5
17.06.2019;18:15;14.863,5
17.06.2019;18:30;14.883,5
17.06.2019;18:45;14.929,5
17.06.2019;19:00;14.890,75
17.06.2019;19:15;14.699,25
17.06.2019;19:30;14.690,5
17.06.2019;19:45;14.665
17.06.2019;20:00;14.504,75
17.06.2019;20:15;14.263,25
17.06.2019;20:30;14.077,5
17.06.2019;20:45;13.919,75
17.06.2019;21:00;13.762,5
17.06.2019;21:15;13.582,25
17.06.2019;21:30;13.475,25
17.06.2019;21:45;13.431,5
17.06.2019;22:00;13.387,5
17.06.2019;22:15;13.333,25
17.06.2019;22:30;13.123
17.06.2019;22:45;12.946,5
17.06.2019;23:00;12.735,25
17.06.2019;23:15;12.531,75
17.06.2019;23:30;12.339
17.06.2019;23:45;12.139,5
18.06.2019;00:00;11.757,5
18.06.2019;00:15;11.685,25
18.06.2019;00:30;11.549,5
18.06.2019;00:45;11.390
18.06.2019;01:00;11.227,25
18.06.2019;01:15;11.220,5
18.06.2019;01:30;11.154,75
18.06.2019;01:45;11.161
18.06.2019;02:00;10.992,75
18.06.2019;02:15;10.990
18.06.2019;02:30;10.988,5
18.06.2019;02:45;11.012,5
18.06.2019;03:00;11.030,75
18.06.2019;03:15;11.035,25
18.06.2019;03:30;11.055,75
18.06.2019;03:45;11.059,5
18.06.2019;04:00;11.131
18.06.2019;04:15;11.202,75
18.06.2019;04:30;11.226,5
18.06.2019;04:45;11.203
18.06.2019;05:00;11.400
18.06.2019;05:15;11.591,75
18.06.2019;05:30;11.864,25
18.06.2019;05:45;12.217,75
18.06.2019;06:00;12.930,25
18.06.2019;06:15;13.473
18.06.2019;06:30;13.908,75
18.06.2019;06:45;14.259
18.06.2019;07:00;14.634,5
18.06.2019;07:15;14.986
18.06.2019;07:30;15.223,25
18.06.2019;07:45;15.441,5
18.06.2019;08:00;15.573,75
18.06.2019;08:15;15.788,25
18.06.2019;08:30;15.916
18.06.2019;08:45;16.013
18.06.2019;09:00;15.970,75
18.06.2019;09:15;16.103,25
18.06.2019;09:30;16.296,75
18.06.2019;09:45;16.416,75
18.06.2019;10:00;16.527,5
18.06.2019;10:15;16.607
18.06.2019;10:30;16.715
18.06.2019;10:45;16.812,75
18.06.2019;11:00;16.960,25
18.06.2019;11:15;17.098
18.06.2019;11:30;17.220
18.06.2019;11:45;17.317
18.06.2019;12:00;17.056,5
18.06.2019;12:15;16.931,75
18.06.2019;12:30;16.888,25
18.06.2019;12:45;16.928,75
18.06.2019;13:00;16.941,25
18.06.2019;13:15;16.831,5
18.06.2019;13:30;16.794,75
18.06.2019;13:45;16.705,75
18.06.2019;14:00;16.644,75
18.06.2019;14:15;16.725,5
18.06.2019;14:30;16.554,75
18.06.2019;14:45;16.582,25
18.06.2019;15:00;16.562,75
18.06.2019;15:15;16.446,5
18.06.2019;15:30;16.274,25
18.06.2019;15:45;16.125,75
18.06.2019;16:00;16.169,5
18.06.2019;16:15;16.008,25
18.06.2019;16:30;15.952
18.06.2019;16:45;15.892,5
18.06.2019;17:00;15.842,75
18.06.2019;17:15;15.630,5
18.06.2019;17:30;15.669,5
18.06.2019;17:45;15.606
18.06.2019;18:00;15.509
18.06.2019;18:15;15.357,75
18.06.2019;18:30;15.306,5
18.06.2019;18:45;15.272,5
18.06.2019;19:00;15.183,25
18.06.2019;19:15;14.958,5
18.06.2019;19:30;14.897
18.06.2019;19:45;14.915
18.06.2019;20:00;14.720,5
18.06.2019;20:15;14.387,75
18.06.2019;20:30;14.222,75
18.06.2019;20:45;14.061,75
18.06.2019;21:00;13.959,75
18.06.2019;21:15;13.894,25
18.06.2019;21:30;13.750,25
18.06.2019;21:45;13.605,75
18.06.2019;22:00;13.637,25
18.06.2019;22:15;13.503,5
18.06.2019;22:30;13.218
18.06.2019;22:45;13.057,75
18.06.2019;23:00;12.905,75
18.06.2019;23:15;12.710,25
18.06.2019;23:30;12.454
18.06.2019;23:45;12.303,5
19.06.2019;00:00;12.053,25
19.06.2019;00:15;11.925,25
19.06.2019;00:30;11.824,75
19.06.2019;00:45;11.706
19.06.2019;01:00;11.573
19.06.2019;01:15;11.504,75
19.06.2019;01:30;11.444,75
19.06.2019;01:45;11.349,75
19.06.2019;02:00;11.252,5
19.06.2019;02:15;11.201,25
19.06.2019;02:30;11.158
19.06.2019;02:45;11.144,75
19.06.2019;03:00;11.170,5
19.06.2019;03:15;11.252,25
19.06.2019;03:30;11.237,5
19.06.2019;03:45;11.160,25
19.06.2019;04:00;11.209,25
19.06.2019;04:15;11.293
19.06.2019;04:30;11.315
19.06.2019;04:45;11.392,75
19.06.2019;05:00;11.568,75
19.06.2019;05:15;11.710,25
19.06.2019;05:30;11.937,5
19.06.2019;05:45;12.245
19.06.2019;06:00;12.862
19.06.2019;06:15;13.406,5
19.06.2019;06:30;13.893,25
19.06.2019;06:45;14.176,75
19.06.2019;07:00;14.393,75
19.06.2019;07:15;14.598,5
19.06.2019;07:30;14.871,75
19.06.2019;07:45;15.047,5
19.06.2019;08:00;15.260,5
19.06.2019;08:15;15.425,5
19.06.2019;08:30;15.518
19.06.2019;08:45;15.627
19.06.2019;09:00;15.625,25
19.06.2019;09:15;15.749,5
19.06.2019;09:30;15.959,5
19.06.2019;09:45;16.081
19.06.2019;10:00;16.206,75
19.06.2019;10:15;16.306,5
19.06.2019;10:30;16.441
19.06.2019;10:45;16.598,5
19.06.2019;11:00;16.724
19.06.2019;11:15;16.872,75
19.06.2019;11:30;16.941,75
19.06.2019;11:45;17.028,25
19.06.2019;12:00;17.039,75
19.06.2019;12:15;17.066
19.06.2019;12:30;17.032,75
19.06.2019;12:45;17.139,25
19.06.2019;13:00;17.193
19.06.2019;13:15;17.121,5
19.06.2019;13:30;16.993,25
19.06.2019;13:45;16.878,5
19.06.2019;14:00;16.909,75
19.06.2019;14:15;16.850,5
19.06.2019;14:30;16.782,25
19.06.2019;14:45;16.732,75
19.06.2019;15:00;16.666,75
19.06.2019;15:15;16.664
19.06.2019;15:30;16.411,25
19.06.2019;15:45;16.210,25
19.06.2019;16:00;16.163,5
19.06.2019;16:15;15.952
19.06.2019;16:30;15.859,5
19.06.2019;16:45;15.765,5
19.06.2019;17:00;15.742,25
19.06.2019;17:15;15.670,25
19.06.2019;17:30;15.635,5
19.06.2019;17:45;15.511,5
19.06.2019;18:00;15.459,75
19.06.2019;18:15;15.408
19.06.2019;18:30;15.392,25
19.06.2019;18:45;15.314,5
19.06.2019;19:00;15.179,75
19.06.2019;19:15;14.971,5
19.06.2019;19:30;14.925
19.06.2019;19:45;14.827,25
19.06.2019;20:00;14.607,75
19.06.2019;20:15;14.366,5
19.06.2019;20:30;14.159,5
19.06.2019;20:45;13.962,75
19.06.2019;21:00;13.767,25
19.06.2019;21:15;13.673,5
19.06.2019;21:30;13.478,5
19.06.2019;21:45;13.372,25
19.06.2019;22:00;13.166,25
19.06.2019;22:15;13.019,25
19.06.2019;22:30;12.879,25
19.06.2019;22:45;12.806,25
19.06.2019;23:00;12.440,5
19.06.2019;23:15;12.186,75
19.06.2019;23:30;11.977,5
19.06.2019;23:45;11.721,75
20.06.2019;00:00;11.447,5
20.06.2019;00:15;11.396,75
20.06.2019;00:30;11.237,5
20.06.2019;00:45;11.010,5
20.06.2019;01:00;10.800,75
20.06.2019;01:15;10.788,75
20.06.2019;01:30;10.723,75
20.06.2019;01:45;10.696,25
20.06.2019;02:00;10.670,5
20.06.2019;02:15;10.571
20.06.2019;02:30;10.604
20.06.2019;02:45;10.755,5
20.06.2019;03:00;10.751
20.06.2019;03:15;10.617
20.06.2019;03:30;10.515,5
20.06.2019;03:45;10.541
20.06.2019;04:00;10.657,25
20.06.2019;04:15;10.751,25
20.06.2019;04:30;10.686,5
20.06.2019;04:45;10.584,25
20.06.2019;05:00;10.568,5
20.06.2019;05:15;10.452
20.06.2019;05:30;10.306,25
20.06.2019;05:45;10.370,25
20.06.2019;06:00;10.547,5
20.06.2019;06:15;10.734,5
20.06.2019;06:30;10.893
20.06.2019;06:45;11.223
20.06.2019;07:00;11.561,5
20.06.2019;07:15;11.820,25
20.06.2019;07:30;11.901
20.06.2019;07:45;12.032,25
20.06.2019;08:00;12.121,5
20.06.2019;08:15;12.223,75
20.06.2019;08:30;12.388,75
20.06.2019;08:45;12.517,5
20.06.2019;09:00;12.651,25
20.06.2019;09:15;12.673,25
20.06.2019;09:30;12.801,75
20.06.2019;09:45;12.946
20.06.2019;10:00;13.024,25
20.06.2019;10:15;13.117,75
20.06.2019;10:30;13.272,25
20.06.2019;10:45;13.393
20.06.2019;11:00;13.562,75
20.06.2019;11:15;13.683,5
20.06.2019;11:30;13.833
20.06.2019;11:45;13.884,5
20.06.2019;12:00;13.926
20.06.2019;12:15;13.821,5
20.06.2019;12:30;13.722,75
