Data version,From,To,,,,,,,,,,
real data,01.07.2017 13:00:00,31.07.2019 13:59:59,,,,,,,,,,
Date,PSE Actual [MW],PSE Planned [MW],SEPS Actual [MW],SEPS Planned [MW],APG Actual [MW],APG Planned [MW],TenneT Actual [MW],TenneT Planned [MW],50HzT Actual [MW],50HzT Planned [MW],CEPS Actual [MW],CEPS Planned [MW]
01.07.2017 13:00,"406,1802063",13,"-1405,225342","-1557,400024","-1385,780518",450,"559,822998",380,"1417,106689",261,"-407,8959961","-453,4000244"
01.07.2017 14:00,"367,486145",-4,"-1435,519653","-1515,5","-1406,357666",370,"501,6638794",309,"1406,781006",255,"-565,9462891","-585,5"
01.07.2017 15:00,"305,9352417",-39,"-1417,594116",-1614,"-1373,752563",420,"525,4094238",377,"1437,148438",335,"-522,8535767",-521
01.07.2017 16:00,"259,3441162",-17,"-1395,916992","-1579,800049","-1435,897705",450,"540,600647",300,"1475,847778",325,"-556,0222168","-521,8000488"
01.07.2017 17:00,"171,9541016",-48,"-1416,310791",-1631,"-1467,079712",440,"564,4315186",361,"1548,922729",360,"-598,0822144",-518
01.07.2017 18:00,"332,1033325",-25,"-1298,228027","-1601,300049","-1377,631348",450,"433,3971558",341,"1421,815674",391,"-488,5431519","-444,3000488"
01.07.2017 19:00,"633,645813",98,"-1218,266846","-1473,099976","-1386,617554",376,"282,1994629",312,"1266,604614",308,"-422,4346008","-379,0999756"
01.07.2017 20:00,"552,0202637",120,"-1212,110596","-1473,300049","-1335,815918",338,"285,1717834",233,"1238,956787",299,"-471,7777405","-483,3000488"
01.07.2017 21:00,"500,5443115",150,"-1221,23877",-1642,"-1268,777344",388,"285,1083374",341,"1274,671265",328,"-429,6920776",-435
01.07.2017 22:00,"485,7633667",97,"-1221,040649","-1373,699951","-1311,1604",355,"203,9131622",135,"1317,292969",300,"-525,2315063","-486,6999512"
01.07.2017 23:00,"301,0839844",0,"-1227,574219","-1468,599976","-1302,186523",370,"236,1453247",228,"1337,189331",240,"-655,342041","-630,5999756"
02.07.2017 00:00,"268,7626038",-39,"-1217,119995","-1645,5","-1422,325928",300,"117,2388153",114,"1282,613892",289,"-970,8304443","-981,5"
02.07.2017 01:00,"280,9779663",-50,"-994,1052246","-1342,099976","-1356,773682",275,"-35,21844864",-53,"1078,737183",164,"-1026,382202","-1006,099976"
02.07.2017 02:00,"293,0806885",-24,"-895,7818604","-1223,099976","-1354,546509",225,"-66,97810364",-111,"976,9876099",119,"-1047,238159","-1014,099976"
02.07.2017 03:00,"387,6339111",-10,"-772,1016235","-1111,900024","-1292,40332",252,"-231,9198608",-363,"856,1798096",174,"-1052,611084","-1058,900024"
02.07.2017 04:00,"371,4621277",0,"-629,8010864","-997,4000244","-1062,758667",280,"-325,5628967",-387,"684,4350586",129,"-962,2254028","-975,4000244"
02.07.2017 05:00,"323,9641418",0,"-575,6807251","-819,5","-960,859436",124,"-398,5851746",-497,"569,7637329",139,"-1041,397461","-1053,5"
02.07.2017 06:00,"301,0692749",0,"-607,3792725","-1075,800049","-1077,592651",94,"-411,4602966",-159,"543,7786255",-44,"-1251,584229","-1184,800049"
02.07.2017 07:00,"374,6622009",-25,"-698,791626","-1072,099976","-1126,961914",119,"-334,7437134",-51,"827,4931641",80,"-958,3418579","-949,0999756"
02.07.2017 08:00,"249,0516968",-50,"-824,0515137","-1477,900024","-998,9846802",284,"-89,79438782",223,"1035,962646",425,"-627,8163452","-595,9000244"
02.07.2017 09:00,"148,6929169",-50,"-872,1121216",-1589,"-915,3306885",450,"84,87055206",467,"1200,910156",408,"-352,9692383",-314
02.07.2017 10:00,"207,6190948",29,"-931,2091675","-1597,599976","-981,0513306",450,"172,2671356",510,"1267,711792",420,"-264,6624756","-188,5999756"
02.07.2017 11:00,"212,4792328",29,"-956,3580322","-1599,199951","-1010,97821",450,"263,3946228",525,"1232,28894",420,"-259,1734619","-175,1999512"
02.07.2017 12:00,"128,4238739",-51,"-1043,184814","-1570,800049","-1102,532593",450,"383,8621216",462,"1242,664673",430,"-390,7667236","-279,8000488"
02.07.2017 13:00,"82,86639404",-50,"-1113,133667",-1673,"-1047,535034",450,"467,5660706",462,"1177,619141",390,"-432,6170959",-421
02.07.2017 14:00,"148,730896",-55,"-1163,955444",-1682,"-1209,373047",401,"427,2875061",494,"1291,525757",365,"-505,7843323",-477
02.07.2017 15:00,"180,5009308",-51,"-1190,68689",-1682,"-1303,844971",438,"471,9092102",483,"1436,441895",385,"-405,6798401",-427
02.07.2017 16:00,"140,0137482",-51,"-1174,290283","-1681,599976","-1331,249512",450,"427,9503174",374,"1452,770264",405,"-484,805481","-503,5999756"
02.07.2017 17:00,"149,9765015",-40,"-1223,05481","-1643,900024","-1397,214233",450,"430,3763733",386,"1537,539307",362,"-502,3769226","-485,9000244"
02.07.2017 18:00,"234,2997742",-69,"-1279,622314","-1615,5","-1395,299194",450,"413,9152832",383,"1656,970825",440,"-369,7355652","-411,5"
02.07.2017 19:00,"505,6876831",5,"-1230,772461",-1564,"-1369,134033",439,"300,1004639",352,"1526,161255",505,"-267,9572449",-263
02.07.2017 20:00,"548,3771973",87,"-1178,313843",-1490,"-1280,989136",311,"233,6295166",366,"1416,050781",490,"-261,2453308",-236
02.07.2017 21:00,"546,4501953",100,"-1204,055786","-1507,199951","-1262,442139",376,"223,9616699",421,"1452,674072",359,"-243,4118805","-251,1999512"
02.07.2017 22:00,"824,1675415",345,"-1107,819702","-1418,699951","-1211,781494",335,"55,25712967",253,"1279,158447",325,"-161,0181122","-160,6999512"
02.07.2017 23:00,"771,3240356",290,"-942,472168","-1347,400024","-1203,150146",300,"-199,5439758",137,"1145,000732",159,"-428,8415833","-461,4000244"
03.07.2017 00:00,"651,4567871",145,"-851,0939941","-1255,800049","-1253,369995",396,"-178,4702911",-109,"1104,005127",309,"-527,4723511","-514,8000488"
03.07.2017 01:00,"694,1529541",18,"-744,8153076","-894,5999756","-1301,267822",304,"-230,5480652",-127,"1113,405029",239,"-469,0731812","-460,5999756"
03.07.2017 02:00,"662,4316406",40,"-630,2720947","-774,5","-1255,752686",97,"-321,414032",-6,"1021,083618",139,"-523,9235229","-504,5"
03.07.2017 03:00,"600,3034668",119,"-547,9594116","-471,5999756","-1157,301636",-14,"-346,2918701",-247,"919,9502563",114,"-531,2992554","-499,5999756"
03.07.2017 04:00,"606,3379517",200,"-522,6776733","-479,2999878","-1222,721802",-30,"-436,1203918",-431,"881,022583",44,"-694,1593018","-696,3000488"
03.07.2017 05:00,"643,37677",200,"-553,3526611","-625,9000244","-1186,308716",-2,"-437,5097656",-156,"888,8914185",-35,"-644,9029541","-618,9000244"
03.07.2017 06:00,"824,8190308",260,"-792,2193604","-1005,099976","-1265,159424",286,"-218,8681488",30,"1084,248657",187,"-367,1793518","-242,0999756"
03.07.2017 07:00,"628,3103638",307,"-1136,008667","-1507,699951","-1344,724243",349,"-0,5890021324",2,"1152,72229",275,"-700,2892456","-574,6999512"
03.07.2017 08:00,"660,2123413",236,"-1287,918335","-1484,800049","-1484,949829",226,"31,5255146",6,"1390,716431",365,"-690,4138184","-651,8000488"
03.07.2017 09:00,"484,7669678",84,"-1317,503662",-1565,"-1478,957397",375,"160,4525604",111,"1601,290771",420,"-549,9506836",-575
03.07.2017 10:00,"271,9061584",-20,"-1389,932861","-1506,900024","-1413,609497",440,"321,3435059",187,"1769,045288",425,"-441,247345","-474,9000244"
03.07.2017 11:00,"255,0393219",-20,"-1396,453491","-1650,099976","-1242,896484",431,"397,7684937",379,"1654,087891",550,"-332,4542847","-310,0999756"
03.07.2017 12:00,"262,5492859",-5,"-1431,835205",-1681,"-1121,264893",450,"522,7614746",550,"1616,716675",550,"-151,0727997",-136
03.07.2017 13:00,"154,6287842",-60,"-1388,588379",-1643,"-1070,3573",450,"518,4144287",571,"1601,938354",529,"-183,9641876",-153
03.07.2017 14:00,"192,8402252",-102,"-1364,737061",-1646,"-1081,097412",450,"463,7176819",637,"1559,063232",463,"-230,2132416",-198
03.07.2017 15:00,"201,2918549",-72,"-1391,724243",-1652,"-1092,709106",450,"502,9400024",561,"1581,640503",539,"-198,5609741",-174
03.07.2017 16:00,"391,0414734",51,"-1363,059082",-1649,"-1235,946533",450,"417,8198547",299,"1547,050171",555,"-243,094101",-294
03.07.2017 17:00,"489,913147",141,"-1318,776123",-1681,"-1368,233154",428,"280,9697876",337,"1620,891846",502,"-295,2345886",-273
03.07.2017 18:00,"594,1263428",370,"-1235,049072",-1622,"-1404,388306",401,"129,6665649",45,"1515,473267",407,"-400,1713257",-399
03.07.2017 19:00,"587,3540039",264,"-1120,491821","-1329,5","-1318,546021",390,"-50,03029633",-439,"1181,110962",405,"-720,6030884","-709,5"
03.07.2017 20:00,"716,1443481",290,"-1079,485596","-1272,699951","-1383,686646",400,"-120,0055771",-475,"1111,953369",380,"-755,0799561","-677,6999512"
03.07.2017 21:00,"692,4443359",190,"-1169,071289",-1377,"-1511,494019",466,"-80,49310303",-473,"1286,62561",405,"-781,9883423",-789
03.07.2017 22:00,"898,1522827",493,"-1175,155762",-1192,"-1688,308472",207,"-293,3564758",-591,"1282,755981",87,"-975,9124756",-996
03.07.2017 23:00,"925,3981323",615,"-938,3787842",-1208,"-1599,904053",199,"-198,6782074",-39,"1371,777832",-36,"-439,7851257",-469
04.07.2017 00:00,"653,2459717",0,"-974,074646","-787,0999756","-1681,010742",321,"34,53282547",-148,"1530,243408",156,"-437,0631714","-458,0999756"
04.07.2017 01:00,"619,8543091",0,"-762,7715454","-269,3000488","-1499,298218",61,"-20,67604637",-206,"1453,998901",181,"-208,8927155","-233,3000488"
04.07.2017 02:00,"551,2901611",0,"-662,4456787","-238,5","-1355,913696",185,"-54,71268463",-262,"1375,570313",164,"-146,2116699","-151,5"
04.07.2017 03:00,"610,1853638",0,"-580,5557861","127,0999756","-1325,40979",2,"-179,7652588",-285,"1201,241455",-116,"-274,3039856","-271,8999023"
04.07.2017 04:00,"718,668396",19,"-549,2058105","91,59997559","-1356,862305",21,"-301,3958435",-413,"1095,475098",-116,"-393,3204346","-397,3999023"
04.07.2017 05:00,"699,7779541",75,"-605,1464233","-142,9000244","-1501,191772",-65,"-492,0766602",-515,"1056,072876",-199,"-842,5640259","-846,8999023"
04.07.2017 06:00,"882,2612915",141,"-715,2496338","-618,5999756","-1436,934814",-18,"-316,6864929",-98,"908,0740356",-104,"-678,5355835","-697,6000977"
04.07.2017 07:00,"966,5956421",310,"-849,3678589","-1296,5","-1285,807495",-22,"-35,81148529",282,"769,2009888",255,"-435,1903076","-471,5"
04.07.2017 08:00,"1081,620972",173,"-848,5900269","-956,5","-1450,440674",98,"-70,44607544",-109,"844,4978027",315,"-443,3580017","-479,5"
04.07.2017 09:00,"893,0872192",133,"-955,874939","-1053,699951","-1414,206299",87,"225,0852661",306,"1000,363464",271,"-251,5453033","-256,6999512"
04.07.2017 10:00,"634,8491211",0,"-1023,055603","-1063,300049","-1443,094482",182,"389,2214966",283,"1027,696289",195,"-414,3832092","-403,3000488"
04.07.2017 11:00,"567,9830322",15,"-921,2803345","-971,4000244","-1362,47168",337,"370,5297546",165,"945,1860962",47,"-400,0531311","-407,4000244"
04.07.2017 12:00,"546,1965942",-35,"-1026,036743","-1209,800049","-1105,404053",337,"432,9145508",464,"1006,332581",278,"-145,9971008","-165,8000488"
04.07.2017 13:00,"505,5987854",-50,"-1030,685913",-1274,"-1103,633545",358,"356,8604431",441,"1008,13562",269,"-263,7246399",-256
04.07.2017 14:00,"414,9353638",-50,"-1071,938721","-1241,400024","-1162,121826",353,"388,4213257",346,"1091,037598",248,"-339,6662598","-344,4000244"
04.07.2017 15:00,"490,432373",0,"-1042,684204","-1183,599976","-1210,550293",242,"378,5593262",435,"1037,470581",161,"-346,7721558","-345,5999756"
04.07.2017 16:00,"505,0152588",-30,"-981,6724243","-1071,099976","-1353,155518",211,"377,3913574",370,"990,9110718",76,"-461,5103149","-444,0999756"
04.07.2017 17:00,"837,6497192",286,"-962,4130859",-913,"-1424,113037",52,"351,8987122",44,"900,0878296",266,"-296,8898315",-265
04.07.2017 18:00,"931,1654053",327,"-887,9537964","-1028,099976","-1465,112061",38,"-37,45607758",-335,"620,4055786",161,"-838,9509277","-837,1000977"
04.07.2017 19:00,"945,4240723",233,"-815,4240723","-1047,699951","-1437,331421",-96,"-170,6197968",-116,"532,6088257",81,"-945,3424683","-945,6999512"
04.07.2017 20:00,"924,4126587",255,"-957,5517578","-1258,5","-1456,984863",-91,"-170,7228546",134,"791,9628906",101,"-868,8838501","-859,5"
04.07.2017 21:00,"930,7088623",264,"-1028,802734","-1264,800049","-1566,56958",-72,"-115,663063",272,"1002,060181",31,"-778,2662964","-769,8000488"
04.07.2017 22:00,"1020,387268",195,"-1009,995117","-1008,299988","-1730,113525",-207,"-209,3677521",-49,"1002,393188",116,"-926,6959229","-953,3000488"
04.07.2017 23:00,"880,5292969",220,"-1084,314575","-984,4000244","-1866,988403",-240,"-217,4529266",-342,"1070,023438",121,"-1218,203247","-1225,400024"
05.07.2017 00:00,"841,8653564",270,"-916,0823975","-944,4000244","-1834,457153",-57,"-339,7926331",-528,"940,7391968",-167,"-1307,727661","-1426,400024"
05.07.2017 01:00,"802,2598267",270,"-758,2862549","-729,2000122","-1802,965088",-193,"-427,8092041",-635,"871,3042603",-137,"-1315,49646","-1424,199951"
05.07.2017 02:00,"666,4511719",99,"-704,3942871","-753,7999878","-1651,821533",35,"-451,5122375",-630,"825,3912964",-142,"-1315,88562","-1391,800049"
05.07.2017 03:00,"545,7229614",5,"-583,6552124","-554,5","-1512,309937",81,"-474,0440674",-682,"779,6994019",-144,"-1244,586792","-1294,5"
05.07.2017 04:00,"564,0995483",50,"-707,6741943",-964,"-1530,16333",105,"-443,3982239",-345,"802,774231",-157,"-1314,361938",-1311
05.07.2017 05:00,"568,0596313",140,"-791,0776978","-1090,699951","-1609,645508",56,"-436,0123291",-504,"794,4703979",-144,"-1474,205566","-1542,699951"
05.07.2017 06:00,"577,994873",30,"-910,4853516",-958,"-1848,822754",-243,"-432,160675",-607,"775,887146",-264,"-1837,586792",-2042
05.07.2017 07:00,"601,4499512",70,"-1166,479614",-1257,"-1891,863525",-129,"-280,2749939",-754,"703,9625854",-111,"-2033,205566",-2181
05.07.2017 08:00,"488,6325378",70,"-1153,749878","-1059,599976","-1916,200073",-106,"-173,4939117",-780,"699,6036377",-294,"-2055,207764","-2169,600098"
05.07.2017 09:00,"349,1099243",-80,"-1265,534424","-1330,400024","-1823,71814",10,"113,1097031",-476,"766,9336548",-144,"-1860,099365","-2020,399902"
05.07.2017 10:00,"232,1541595",-70,"-1335,340088","-1512,699951","-1784,008179",145,"291,00354",-387,"878,166687",1,"-1718,023804","-1823,699951"
05.07.2017 11:00,"149,7655945",-70,"-1350,671265","-1559,300049","-1726,251587",145,"338,5002747",-217,"959,4580688",46,"-1629,198975","-1655,300049"
05.07.2017 12:00,"94,32442474",-105,"-1395,94104","-1550,400024","-1681,821777",165,"494,8286133",41,"1106,931641",47,"-1381,678223","-1402,399902"
05.07.2017 13:00,"108,9528809",-110,"-1392,692017","-1545,199951","-1737,428711",145,"428,4855652",4,"1158,226807",18,"-1434,455444","-1488,199951"
05.07.2017 14:00,"120,3710556",-155,"-1484,455444","-1496,599976","-1861,031616",115,"424,097229",-13,"1287,381958",-13,"-1513,636841","-1562,600098"
05.07.2017 15:00,"142,2194061",-135,"-1474,855835","-1489,900024","-1891,710205",160,"414,2799988",20,"1379,047607",18,"-1431,019043","-1426,899902"
05.07.2017 16:00,"157,888916",-120,"-1382,429199","-1508,699951","-1835,848755",165,"405,1402588",239,"1435,901001",1,"-1219,347778","-1223,699951"
05.07.2017 17:00,"339,2099915",-25,"-1334,974487","-1512,099976","-1742,249023",135,"260,9638672",204,"1304,290527",19,"-1172,759033","-1179,099976"
05.07.2017 18:00,"782,0079346",100,"-1164,152954",-1319,"-1712,544189",-9,"-43,22098923",40,"1019,751648",53,"-1118,158569",-1135
05.07.2017 19:00,"757,8223267",130,"-1093,476929",-1296,"-1619,263306",-34,"-168,2735596",-43,"887,0126953",-24,"-1236,178711",-1267
05.07.2017 20:00,"718,8526611",160,"-1082,112427","-1243,800049","-1561,654297",-3,"-173,7446289",-70,"881,7460327",-36,"-1216,912598","-1192,800049"
05.07.2017 21:00,"745,9165039",144,"-1158,372803","-1355,099976","-1639,470703",141,"-103,4294357",-114,"970,055603",-28,"-1185,300903","-1212,100098"
05.07.2017 22:00,"864,2789307",310,"-1153,705566","-1284,900024","-1757,894775",-4,"-136,4316559",-65,"1020,74707",-136,"-1163,006104","-1179,900024"
05.07.2017 23:00,"819,3323975",390,"-1124,479248","-1232,400024","-1970,836426",110,"-230,0514069",-424,"1083,151123",-244,"-1422,883667","-1400,400024"
06.07.2017 00:00,"659,8158569",68,"-997,973877","-892,4000244","-2033,853516",31,"-283,4511719",-740,"1070,187134",-53,"-1585,275513","-1586,400024"
06.07.2017 01:00,"641,4797363",98,"-743,2404175","-576,2000122","-1806,137085",-87,"-422,7549438",-798,"908,3023071",-71,"-1422,350464","-1434,199951"
06.07.2017 02:00,"496,5682983",25,"-744,2975464","-722,5999756","-1572,57312",63,"-340,8589478",-519,"951,7790527",-63,"-1209,382324","-1216,599976"
06.07.2017 03:00,"463,5184326",25,"-754,4939575","-779,9000244","-1547,35022",111,"-318,9346619",-579,"908,1682739",-63,"-1249,092163","-1285,900024"
06.07.2017 04:00,"449,8439026",25,"-757,5892334","-893,2000122","-1582,277588",94,"-287,2116699",-468,"887,0162964",-63,"-1290,218262","-1305,199951"
06.07.2017 05:00,"527,6260986",0,"-893,2149048","-997,2000122","-1732,983154",160,"-354,7102966",-681,"911,4816284",-76,"-1541,800537","-1594,199951"
06.07.2017 06:00,"606,0073853",110,"-1102,412476","-1296,800049","-1913,415039",27,"-345,0864563",-737,"894,0180664",-35,"-1860,88855","-1931,800049"
06.07.2017 07:00,"556,6929321",0,"-1189,658936","-1184,099976","-1862,381592",-73,"-262,6228638",-547,"824,807373",-149,"-1933,163086","-1953,099976"
06.07.2017 08:00,"273,963501",-85,"-1274,567383","-1554,300049","-1845,759277",71,"-138,6539154",-391,"875,7272949",-143,"-2109,289795","-2102,300049"
06.07.2017 09:00,"193,5906219",-135,"-1288,797485",-1697,"-1683,268433",170,"38,81911087",-148,"1018,815796",109,"-1720,840332",-1701
06.07.2017 10:00,"133,8981934",-107,"-1279,991943",-1686,"-1571,524048",172,"226,4486237",40,"1029,005005",166,"-1462,164185",-1415
06.07.2017 11:00,"149,4600677",-110,"-1295,457886",-1685,"-1435,861816",171,"304,1460266",255,"964,652771",91,"-1313,060913",-1278
06.07.2017 12:00,"137,3931427",-100,"-1385,881958",-1700,"-1388,37561",131,"318,143158",158,"883,9030762",31,"-1434,818115",-1480
06.07.2017 13:00,"124,8981628",-30,"-1408,541382",-1700,"-1442,32605",121,"317,038147",32,"917,0773926",31,"-1491,85376",-1546
06.07.2017 14:00,"139,0817719",-175,"-1451,340454",-1695,"-1550,998047",121,"314,7420349",101,"1006,401062",31,"-1542,11377",-1617
06.07.2017 15:00,"168,5917358",-75,"-1513,49585",-1693,"-1654,407471",151,"338,5929871",-62,"1084,390137",81,"-1576,328613",-1598
06.07.2017 16:00,"242,3382263",-75,"-1450,640991",-1668,"-1677,265503",213,"400,4435425",108,"1225,375366",189,"-1259,74939",-1233
06.07.2017 17:00,"380,9591064",-10,"-1395,273804","-1450,099976","-1777,959595",168,"273,7630005",-21,"1207,608765",41,"-1310,902466","-1272,099976"
06.07.2017 18:00,"533,723999",40,"-1298,277832","-1257,300049","-1769,770874",139,"223,8312378",-75,"1167,799072",27,"-1142,694458","-1126,300049"
06.07.2017 19:00,"550,2159424",70,"-1227,231079","-1430,099976","-1707,91626",168,"136,0897675",-12,"1088,025635",31,"-1160,81604","-1173,099976"
06.07.2017 20:00,"461,3886719",90,"-1246,658813","-1522,5","-1614,662598",225,"216,2658234",299,"1257,762939",-15,"-925,9039307","-923,5"
06.07.2017 21:00,"373,894928",-60,"-1307,269409","-1597,199951","-1535,363037",286,"335,487915",516,"1426,55603",147,"-706,6936035","-708,1999512"
06.07.2017 22:00,"524,9963379",30,"-1311,456787","-1416,800049","-1726,522949",277,"245,1090088",405,"1555,258301",-13,"-712,6161499","-717,8000488"
06.07.2017 23:00,"519,9695435",-10,"-1212,253296","-1271,099976","-1827,107544",247,"164,3088379",304,"1629,005493",-20,"-726,0770874","-750,0999756"
07.07.2017 00:00,"470,9032593",0,"-1008,722717","-1188,400024","-1809,757935",365,"155,3951721",-25,"1590,042725",245,"-602,1394653","-603,4000244"
07.07.2017 01:00,"481,4541626",-20,"-842,0058594","-826,5999756","-1628,427368",315,"75,80365753",-114,"1512,175781",254,"-400,9996643","-391,5999756"
07.07.2017 02:00,"539,2606812",-20,"-671,9863281",-279,"-1482,75647",223,"-13,48774529",-392,"1358,050415",223,"-270,9194946",-245
07.07.2017 03:00,"491,3364868",-20,"-627,7116089","-356,2000122","-1392,140747",216,"-59,8604393",-360,"1224,3927",159,"-363,9836426","-361,1999512"
07.07.2017 04:00,"400,4841614",0,"-618,8773193","-517,9000244","-1356,950928",145,"-130,5341034",-292,"1152,92981",137,"-552,9484253","-527,9000244"
07.07.2017 05:00,"343,1929932",0,"-810,3508301","-998,5999756","-1445,809692",145,"-199,9498444",-156,"1258,14917",164,"-854,7682495","-845,5999756"
07.07.2017 06:00,"485,3144836",0,"-988,3068848","-1181,900024","-1643,014648",192,"-120,6496964",-89,"1235,185913",105,"-1031,470703","-973,9000244"
07.07.2017 07:00,"276,7388611",0,"-1019,512817","-1442,199951","-1494,789307",226,"199,220993",285,"1243,953247",171,"-794,3890381","-760,1999512"
07.07.2017 08:00,"224,446701",-20,"-1138,944092","-1599,599976","-1511,688599",286,"163,6712646",78,"1150,705322",186,"-1111,809448","-1069,599976"
07.07.2017 09:00,"123,7792206",0,"-1205,033691","-1588,599976","-1468,299316",274,"342,7495117",158,"1262,790039",187,"-944,0142822","-969,5999756"
07.07.2017 10:00,"107,5417023",-120,"-1282,125",-1629,"-1424,46875",341,"424,6928406",179,"1252,424072",286,"-921,9352417",-943
07.07.2017 11:00,"107,7001495",0,"-1270,632202",-1657,"-1275,799561",341,"467,6783447",344,"1128,691772",238,"-842,3615723",-734
07.07.2017 12:00,"74,23103333",-10,"-1406,669556",-1666,"-1341,248657",286,"521,9394531",502,"1225,55481",221,"-926,1928101",-667
07.07.2017 13:00,"83,26472473",0,"-1358,548096",-1676,"-1355,213623",366,"588,4064941",426,"1288,444946",242,"-753,6453857",-642
07.07.2017 14:00,"48,9692421",0,"-1453,390869",-1700,"-1361,189453",391,"602,1922607",387,"1339,766602",216,"-823,6521606",-706
07.07.2017 15:00,"82,84013367",0,"-1402,917603",-1700,"-1300,271362",381,"643,1062012",438,"1368,133789",241,"-609,1088867",-640
07.07.2017 16:00,"8,102579117",0,"-1374,782593",-1680,"-1329,158691",381,"641,9335938",387,"1430,924194",263,"-622,980896",-649
07.07.2017 17:00,"36,99311447",0,"-1406,0271",-1652,"-1502,746216",356,"708,7832031",493,"1608,940796",216,"-554,0562134",-587
07.07.2017 18:00,"-5,508336067",-30,"-1324,427979","-1561,300049","-1514,146606",348,"564,9592285",268,"1582,54187",206,"-696,5818481","-769,3000488"
07.07.2017 19:00,"142,4921875",-20,"-1240,128418","-1586,699951","-1488,622925",349,"423,021698",488,"1518,052002",128,"-645,1855469","-641,6999512"
07.07.2017 20:00,"174,9988708",0,"-1223,017944","-1615,599976","-1459,403442",335,"346,6559448",247,"1442,619019",323,"-718,147583","-710,5999756"
07.07.2017 21:00,"234,3537445",-30,"-1225,675537","-1618,900024","-1446,912964",370,"294,0682678",304,"1435,376465",244,"-708,789917","-730,9000244"
07.07.2017 22:00,"581,1940308",75,"-1253,191772","-1432,199951","-1702,012817",265,"123,3218384",1,"1359,368164",181,"-891,3204956","-910,1999512"
07.07.2017 23:00,"835,107666",0,"-1119,50708","-1256,800049","-1891,655273",286,"-169,1965027",-320,"1202,570435",161,"-1142,680786","-1129,800049"
08.07.2017 00:00,"895,7856445",175,"-1001,560242","-1104,900024","-1708,497681",250,"-138,4014587",-255,"1182,975342",285,"-769,6984253","-649,9000244"
08.07.2017 01:00,"970,0496826",120,"-828,7057495","-775,7999878","-1611,303833",229,"-140,6931763",-80,"1177,91626",161,"-432,7368469","-345,8000488"
08.07.2017 02:00,"910,3254395",0,"-783,324707","-685,2999878","-1681,910522",149,"-180,0027161",-99,"1174,123535",187,"-560,7891235","-448,3000488"
08.07.2017 03:00,"859,3862915",-40,"-707,7224121","-722,7000122","-1534,386841",146,"-243,2818146",-44,"1141,186035",247,"-484,8187561","-413,6999512"
08.07.2017 04:00,"823,8441772",0,"-611,6424561","-658,5","-1452,505005",146,"-421,6455688",-321,"947,257019",213,"-714,6918335","-620,5"
08.07.2017 05:00,"780,6251221",0,"-654,5112305","-614,0999756","-1486,520386",146,"-445,2601929",-485,"938,9190674",182,"-866,7476196","-771,0999756"
08.07.2017 06:00,"617,3450317",0,"-863,4228516","-861,7000122","-1530,826416",200,"-93,43269348",-147,"1229,29834",283,"-641,0385742","-525,6999512"
08.07.2017 07:00,"498,1266174",-70,"-1047,290894","-1118,900024","-1553,068604",308,"450,3823242",363,"1211,299927",180,"-440,5505371","-337,9000244"
08.07.2017 08:00,"507,4584045",0,"-1121,84314","-1299,800049","-1537,188965",354,"614,9751587",370,"1208,008423",270,"-328,59021","-305,8000488"
08.07.2017 09:00,"530,9118652",-55,"-1189,401001","-1276,300049","-1516,866577",423,"711,7339478",438,"1171,785034",255,"-291,8367615","-215,3000488"
08.07.2017 10:00,"585,4053955",5,"-1235,578979","-1436,400024","-1528,440186",448,"827,7763672",495,"1166,264893",335,"-184,5726166","-153,4000244"
08.07.2017 11:00,"685,6516113",60,"-1309,83252","-1460,099976","-1644,339111",449,"741,3998413",495,"1395,13855",335,"-131,9815063","-121,0999756"
08.07.2017 12:00,"576,0291138",-11,"-1360,890747","-1420,599976","-1681,136597",450,"620,5202637",436,"1565,454468",285,"-280,023407","-260,5999756"
08.07.2017 13:00,"436,5492249",-38,"-1372,597656","-1425,199951","-1627,846924",450,"558,3230591",415,"1690,978394",320,"-314,5939636","-278,1999512"
08.07.2017 14:00,"324,7015076",-35,"-1386,241821","-1405,599976","-1679,853149",306,"534,9638062",360,"1870,250122",406,"-336,1795654","-368,5999756"
08.07.2017 15:00,"356,7279663",-50,"-1344,187988","-1393,599976","-1777,664429",306,"517,4522705",435,"2011,400879",453,"-236,2713318","-249,5999756"
08.07.2017 16:00,"577,0097656",0,"-1264,810303","-1425,400024","-1861,807129",306,"412,3404541",543,"1992,08606",438,"-145,1811676","-138,4000244"
08.07.2017 17:00,"863,9221191",0,"-1175,939575","-1216,300049","-1820,512817",340,"223,9295502",424,"1774,047241",336,"-134,5534363","-116,3000488"
08.07.2017 18:00,"965,8813477",50,"-1074,218018","-1141,300049","-1641,988281",340,"146,8585815",390,"1581,561523",308,"-21,9047966","-53,30004883"
08.07.2017 19:00,"1047,886963",265,"-1064,0177","-1235,199951","-1674,840698",335,"82,71782684",275,"1449,386841",144,"-158,8668213","-216,1999512"
08.07.2017 20:00,"1056,425537",255,"-1012,526245","-1126,699951","-1695,766846",235,"30,20484924",92,"1386,063965",254,"-235,5987091","-290,6999512"
08.07.2017 21:00,"999,5280762",265,"-1097,715576","-1297,199951","-1727,974365",305,"136,2418823",262,"1522,091309",275,"-167,828598","-190,1999512"
08.07.2017 22:00,"1094,889404",300,"-1131,485229","-1136,099976","-1846,37854",250,"65,59619904",-113,"1423,583374",296,"-393,7946472","-403,0999756"
