Datum;Uhrzeit;Gesamt[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige[MWh]
07.06.2017;02:15;-;955,25;4.882,25;0;-
07.06.2017;02:30;-;955,5;5.007;0;-
07.06.2017;02:45;-;955,25;5.090,25;0;-
07.06.2017;03:00;58.704;954,75;5.137,25;0;33.944,25
07.06.2017;03:15;-;955,25;5.227,5;0;-
07.06.2017;03:30;-;955;5.280,75;0;-
07.06.2017;03:45;-;954,75;5.294,5;0;-
07.06.2017;04:00;59.511;956;5.353,75;0;33.974
07.06.2017;04:15;-;956,75;5.400,25;0;-
07.06.2017;04:30;-;957,75;5.450;0;-
07.06.2017;04:45;-;959,25;5.501,25;2;-
07.06.2017;05:00;62.935;961;5.544,75;12;36.319,25
07.06.2017;05:15;-;966;5.586;36,25;-
07.06.2017;05:30;-;970,75;5.641,75;78,75;-
07.06.2017;05:45;-;975,5;5.698;145;-
07.06.2017;06:00;73.480;979,5;5.753,25;234,75;44.264
07.06.2017;06:15;-;981,5;5.820,75;359;-
07.06.2017;06:30;-;983,5;5.905,5;517,5;-
07.06.2017;06:45;-;986,25;5.987,5;707;-
07.06.2017;07:00;82.606;988,5;6.075,75;916,75;48.558,5
07.06.2017;07:15;-;991;6.193,75;1.144;-
07.06.2017;07:30;-;991,75;6.302,5;1.389,75;-
07.06.2017;07:45;-;994;6.417;1.642,75;-
07.06.2017;08:00;89.953;995,75;6.524,25;1.903,25;50.151,5
07.06.2017;08:15;-;997,25;6.606;2.163;-
07.06.2017;08:30;-;999,25;6.701;2.424,5;-
07.06.2017;08:45;-;1.001;6.813,25;2.673;-
07.06.2017;09:00;93.606;1.003,25;6.887,5;2.909,5;48.740
07.06.2017;09:15;-;1.004,5;6.946,25;3.129,75;-
07.06.2017;09:30;-;1.003,75;7.040,75;3.343,75;-
07.06.2017;09:45;-;1.004,25;7.052,75;3.540;-
07.06.2017;10:00;96.785;991,5;7.017;3.720,25;48.670,25
07.06.2017;10:15;-;990,5;7.061,25;3.885,25;-
07.06.2017;10:30;-;989;7.108,5;4.035,5;-
07.06.2017;10:45;-;987,5;7.154,75;4.173,75;-
07.06.2017;11:00;98.898;986,25;7.196;4.287,75;48.343
07.06.2017;11:15;-;985;7.221,75;4.380,25;-
07.06.2017;11:30;-;984,5;7.246,25;4.469,5;-
07.06.2017;11:45;-;983,75;7.269,75;4.544,25;-
07.06.2017;12:00;99.606;984,75;7.288;4.600,5;47.870,75
07.06.2017;12:15;-;982,75;7.299;4.640;-
07.06.2017;12:30;-;981,25;7.309,75;4.667,25;-
07.06.2017;12:45;-;979,75;7.320,75;4.681,5;-
07.06.2017;13:00;98.213;978;7.331,25;4.680;46.348
07.06.2017;13:15;-;977,25;7.334,5;4.669,75;-
07.06.2017;13:30;-;976,75;7.336,75;4.648;-
07.06.2017;13:45;-;975,75;7.339,25;4.617,75;-
07.06.2017;14:00;97.238;975;7.339;4.579;46.119,5
07.06.2017;14:15;-;976,25;7.317,75;4.529,25;-
07.06.2017;14:30;-;976,5;7.296;4.474,75;-
07.06.2017;14:45;-;977,75;7.271,5;4.405,75;-
07.06.2017;15:00;94.828;978,25;7.248,75;4.322,25;45.518
07.06.2017;15:15;-;979,5;7.214,75;4.219,5;-
07.06.2017;15:30;-;981,25;7.178,25;4.101;-
07.06.2017;15:45;-;983;7.141,75;3.961,75;-
07.06.2017;16:00;91.567;983,5;7.103,75;3.805,75;45.391,5
07.06.2017;16:15;-;984;7.051,25;3.634,25;-
07.06.2017;16:30;-;983,5;6.998,25;3.451,25;-
07.06.2017;16:45;-;983,5;6.943;3.253,5;-
07.06.2017;17:00;88.555;986,75;6.883,25;3.039,5;46.908,25
07.06.2017;17:15;-;986,5;6.788,5;2.809,5;-
07.06.2017;17:30;-;986;6.693;2.570,75;-
07.06.2017;17:45;-;985,75;6.594,25;2.323;-
07.06.2017;18:00;83.276;985,25;6.494;2.069,25;47.401,5
07.06.2017;18:15;-;984,75;6.372,25;1.810,5;-
07.06.2017;18:30;-;984,25;6.240,5;1.547,25;-
07.06.2017;18:45;-;983,75;6.105,5;1.297,25;-
07.06.2017;19:00;78.181;983,25;5.971,25;1.063,5;48.087
07.06.2017;19:15;-;982,75;5.827,5;854,25;-
07.06.2017;19:30;-;982,75;5.681,5;683;-
07.06.2017;19:45;-;981,75;5.539,25;543,25;-
07.06.2017;20:00;73.085;981,25;5.403;394,25;47.362
07.06.2017;20:15;-;982,25;5.286,5;260;-
07.06.2017;20:30;-;983;5.165,75;157;-
07.06.2017;20:45;-;983,5;5.046,75;79,75;-
07.06.2017;21:00;69.786;985,25;4.945,5;30,25;46.451,5
07.06.2017;21:15;-;987,5;4.870,5;7,5;-
07.06.2017;21:30;-;990,25;4.797;1,5;-
07.06.2017;21:45;-;992,25;4.726,75;0,25;-
07.06.2017;22:00;67.553;995,75;4.665;0;45.146,5
07.06.2017;22:15;-;997,5;4.623,75;0;-
07.06.2017;22:30;-;998,75;4.583,25;0;-
07.06.2017;22:45;-;1.000,5;4.542;0;-
07.06.2017;23:00;64.344;1.002,5;4.501,75;0;42.421
07.06.2017;23:15;-;1.003,5;4.484,75;0;-
07.06.2017;23:30;-;1.005,25;4.467,75;0;-
07.06.2017;23:45;-;1.006,75;4.450,75;0;-
08.06.2017;00:00;62.474;1.004;4.464;0;40.748,5
08.06.2017;00:15;-;1.003,75;4.442,5;0;-
08.06.2017;00:30;-;1.001,5;4.420,25;0;-
08.06.2017;00:45;-;991,75;4.397,75;0;-
08.06.2017;01:00;59.804;992;4.379;0;38.486,5
08.06.2017;01:15;-;983;4.354,5;0;-
08.06.2017;01:30;-;985,75;4.330;0;-
08.06.2017;01:45;-;986,75;4.306,5;0;-
08.06.2017;02:00;57.035;987,25;4.187,25;0;36.635,75
08.06.2017;02:15;-;978,5;4.132;0;-
08.06.2017;02:30;-;970;4.120;0;-
08.06.2017;02:45;-;958,75;4.065,5;0;-
08.06.2017;03:00;56.357;948,5;4.018;0;36.827,25
08.06.2017;03:15;-;940;3.979,5;0;-
08.06.2017;03:30;-;929,75;3.926;0;-
08.06.2017;03:45;-;910;3.878;0;-
08.06.2017;04:00;56.797;894,5;3.817,5;0;38.462,5
08.06.2017;04:15;-;876;3.752;0;-
08.06.2017;04:30;-;856,5;3.685;0;-
08.06.2017;04:45;-;837;3.614;2;-
08.06.2017;05:00;59.071;814,75;3.531,5;11,5;41.981,75
08.06.2017;05:15;-;791;3.465,25;35,25;-
08.06.2017;05:30;-;767;3.390,75;78,25;-
08.06.2017;05:45;-;744;3.313;147;-
08.06.2017;06:00;62.546;720,5;3.241,75;240,75;45.562
08.06.2017;06:15;-;685,25;3.177;358,25;-
08.06.2017;06:30;-;651,75;3.092,75;502,75;-
08.06.2017;06:45;-;618,5;3.017,5;677,25;-
08.06.2017;07:00;69.585;585,25;2.942,75;873,5;51.094,5
08.06.2017;07:15;-;560,75;2.881,5;1.088,25;-
08.06.2017;07:30;-;535;2.840,25;1.321,5;-
08.06.2017;07:45;-;509,5;2.786,75;1.565,5;-
08.06.2017;08:00;76.181;486,75;2.729,5;1.818,75;54.728,75
08.06.2017;08:15;-;478,25;2.708,75;2.075;-
08.06.2017;08:30;-;472,25;2.661,5;2.334;-
08.06.2017;08:45;-;466,5;2.636;2.585;-
08.06.2017;09:00;81.044;462,5;2.596,25;2.824,5;56.255,5
08.06.2017;09:15;-;467,5;2.563;3.048,75;-
08.06.2017;09:30;-;473;2.555,5;3.270;-
08.06.2017;09:45;-;477,25;2.563;3.487,25;-
08.06.2017;10:00;84.788;459,75;2.567,75;3.695,75;56.594,75
08.06.2017;10:15;-;474,25;2.578,25;3.894,5;-
08.06.2017;10:30;-;489,25;2.590,5;4.081;-
08.06.2017;10:45;-;503,75;2.602,25;4.256,25;-
08.06.2017;11:00;87.294;520;2.607;4.413,25;56.256
08.06.2017;11:15;-;542,5;2.600,25;4.553,75;-
08.06.2017;11:30;-;564,75;2.594,75;4.679,5;-
08.06.2017;11:45;-;586,5;2.589,75;4.786;-
08.06.2017;12:00;88.859;606,75;2.580;4.874,25;56.328
08.06.2017;12:15;-;621,5;2.556;4.945,25;-
08.06.2017;12:30;-;636,75;2.532,25;4.995,75;-
08.06.2017;12:45;-;653,25;2.508,25;5.021;-
08.06.2017;13:00;88.665;667;2.480,25;5.028;56.209,75
08.06.2017;13:15;-;676,75;2.445,75;5.020,25;-
08.06.2017;13:30;-;686,25;2.410,5;4.999,25;-
08.06.2017;13:45;-;695,75;2.374,75;4.970,75;-
08.06.2017;14:00;86.719;704,25;2.335;4.924,75;55.657,25
08.06.2017;14:15;-;698,25;2.283,25;4.862,25;-
08.06.2017;14:30;-;694;2.226,5;4.785,25;-
08.06.2017;14:45;-;689,25;2.171,5;4.687,5;-
08.06.2017;15:00;83.251;682,75;2.114,25;4.576,75;54.981,5
08.06.2017;15:15;-;672,75;2.053,25;4.450,25;-
08.06.2017;15:30;-;663;1.992,5;4.313,5;-
08.06.2017;15:45;-;653,75;1.933,5;4.163,25;-
08.06.2017;16:00;79.760;642,75;1.874,25;3.999,5;55.320,5
08.06.2017;16:15;-;633;1.806,75;3.817,75;-
08.06.2017;16:30;-;622,5;1.738,75;3.618;-
08.06.2017;16:45;-;612;1.672,75;3.401,5;-
08.06.2017;17:00;75.319;601,75;1.604,5;3.168,5;55.930
08.06.2017;17:15;-;582,25;1.529,75;2.919,75;-
08.06.2017;17:30;-;563,75;1.454,25;2.656,5;-
08.06.2017;17:45;-;543,5;1.381,5;2.383;-
08.06.2017;18:00;69.703;524,75;1.318,25;2.108;55.980,25
08.06.2017;18:15;-;508,25;1.257,5;1.834,5;-
08.06.2017;18:30;-;490,5;1.196,75;1.563,5;-
08.06.2017;18:45;-;474,75;1.137;1.309;-
08.06.2017;19:00;64.237;459;1.095,25;1.075,75;55.025
08.06.2017;19:15;-;446,25;1.073,5;870,5;-
08.06.2017;19:30;-;434,75;1.051,75;695,5;-
08.06.2017;19:45;-;422,75;1.032,25;554,75;-
08.06.2017;20:00;60.481;413,75;1.028,5;404;53.407,5
08.06.2017;20:15;-;421,25;1.083,75;268,25;-
08.06.2017;20:30;-;428,25;1.141,25;162,5;-
08.06.2017;20:45;-;435,75;1.202;84,25;-
08.06.2017;21:00;59.524;444,25;1.273,25;33;51.889,5
08.06.2017;21:15;-;452,75;1.383;8,75;-
08.06.2017;21:30;-;461,75;1.494,75;2;-
08.06.2017;21:45;-;469,5;1.611,25;0,25;-
08.06.2017;22:00;59.208;479,25;1.726,5;0;49.635,75
08.06.2017;22:15;-;489,5;1.841;0;-
08.06.2017;22:30;-;499,75;1.956,5;0;-
08.06.2017;22:45;-;510,25;2.069,5;0;-
08.06.2017;23:00;56.878;517,75;2.172,75;0;45.769
08.06.2017;23:15;-;523,5;2.224,5;0;-
08.06.2017;23:30;-;529,25;2.276,75;0;-
08.06.2017;23:45;-;533,75;2.330,75;0;-
09.06.2017;00:00;56.780;465;2.450;0;44.975,75
09.06.2017;00:15;-;467,5;2.467,5;0;-
09.06.2017;00:30;-;479,25;2.486;0;-
09.06.2017;00:45;-;482,75;2.506,25;0;-
09.06.2017;01:00;54.151;483;2.519;0;42.166
09.06.2017;01:15;-;460;2.524,25;0;-
09.06.2017;01:30;-;463,75;2.528;0;-
09.06.2017;01:45;-;473,25;2.533,75;0;-
09.06.2017;02:00;52.909;461,25;2.296,25;0;42.028
09.06.2017;02:15;-;435,25;2.293,5;0;-
09.06.2017;02:30;-;423,25;2.263,75;0;-
09.06.2017;02:45;-;438,75;2.269;0;-
09.06.2017;03:00;51.843;446,25;2.327,25;0;40.762,25
09.06.2017;03:15;-;436,5;2.315,25;0;-
09.06.2017;03:30;-;439;2.344;0;-
09.06.2017;03:45;-;409;2.363,5;0;-
09.06.2017;04:00;51.353;411,75;2.350,25;0;40.416,5
09.06.2017;04:15;-;412,5;2.330,75;0;-
09.06.2017;04:30;-;410,5;2.319,75;0;-
09.06.2017;04:45;-;408,25;2.290,5;2,25;-
09.06.2017;05:00;53.981;405,75;2.257,75;13,25;43.423,25
09.06.2017;05:15;-;396,25;2.200,75;40,75;-
09.06.2017;05:30;-;386,25;2.140,25;89,5;-
09.06.2017;05:45;-;376,5;2.088,5;162,25;-
09.06.2017;06:00;59.873;365,75;2.028,5;258,75;48.859,5
09.06.2017;06:15;-;352,25;1.981,75;379;-
09.06.2017;06:30;-;339,75;1.896,5;534,75;-
09.06.2017;06:45;-;326,25;1.820,25;730;-
09.06.2017;07:00;67.863;313;1.765,75;956,75;54.736,5
09.06.2017;07:15;-;302,5;1.682,5;1.207,5;-
09.06.2017;07:30;-;291,5;1.589,25;1.478;-
09.06.2017;07:45;-;280,75;1.494,75;1.764,25;-
09.06.2017;08:00;74.886;270,25;1.406,75;2.056,25;58.465
09.06.2017;08:15;-;263,5;1.335,5;2.351,75;-
09.06.2017;08:30;-;258,5;1.330,5;2.644,5;-
09.06.2017;08:45;-;254;1.327,5;2.922;-
09.06.2017;09:00;79.329;249,25;1.318,75;3.179,25;58.988,25
09.06.2017;09:15;-;247,5;1.360;3.414,5;-
09.06.2017;09:30;-;244;1.327,25;3.629,75;-
09.06.2017;09:45;-;241;1.304;3.825,5;-
09.06.2017;10:00;81.664;245;1.315,5;3.996;58.469,25
09.06.2017;10:15;-;245,5;1.350,25;4.136,75;-
09.06.2017;10:30;-;245;1.385,25;4.254,25;-
09.06.2017;10:45;-;244,75;1.421,25;4.355,25;-
09.06.2017;11:00;82.782;245,25;1.466,75;4.436,5;57.373
09.06.2017;11:15;-;247,5;1.548;4.500,75;-
09.06.2017;11:30;-;250,75;1.630,25;4.545,75;-
09.06.2017;11:45;-;253,75;1.713,5;4.570,25;-
09.06.2017;12:00;83.804;255,5;1.812;4.581;56.582,5
09.06.2017;12:15;-;254,25;1.930,75;4.579,75;-
09.06.2017;12:30;-;252,75;2.052,25;4.560,75;-
09.06.2017;12:45;-;250,75;2.175,75;4.516;-
09.06.2017;13:00;83.616;250,75;2.290,5;4.449,25;55.573
09.06.2017;13:15;-;247,5;2.395,75;4.366;-
09.06.2017;13:30;-;243,75;2.503;4.271;-
09.06.2017;13:45;-;240;2.612;4.173,5;-
09.06.2017;14:00;81.475;235,5;2.695,25;4.060,25;54.201,25
09.06.2017;14:15;-;233,5;2.709,5;3.938,25;-
09.06.2017;14:30;-;231,5;2.722,25;3.809,5;-
09.06.2017;14:45;-;229,25;2.738,25;3.670,75;-
09.06.2017;15:00;78.947;228,5;2.733,5;3.529;53.956,5
09.06.2017;15:15;-;234,25;2.714,25;3.383,25;-
09.06.2017;15:30;-;240,25;2.697,75;3.231,5;-
09.06.2017;15:45;-;245,75;2.678,5;3.074;-
09.06.2017;16:00;75.911;253,75;2.660,75;2.917;53.630,25
09.06.2017;16:15;-;260,25;2.642;2.755,25;-
09.06.2017;16:30;-;266,75;2.620,5;2.596;-
09.06.2017;16:45;-;273;2.600;2.435,5;-
09.06.2017;17:00;72.671;279,25;2.574,25;2.273,75;53.392,75
09.06.2017;17:15;-;285,5;2.526;2.110,25;-
09.06.2017;17:30;-;291,75;2.478;1.946,75;-
09.06.2017;17:45;-;297,25;2.432,25;1.783,25;-
09.06.2017;18:00;68.303;302,75;2.396,5;1.611,25;52.326,5
09.06.2017;18:15;-;306,25;2.362;1.432,5;-
09.06.2017;18:30;-;310,25;2.321,5;1.254,25;-
09.06.2017;18:45;-;314,25;2.282;1.083;-
09.06.2017;19:00;64.649;319,25;2.244,5;916;51.764,25
09.06.2017;19:15;-;322,25;2.219;758;-
09.06.2017;19:30;-;325,5;2.191,75;612;-
09.06.2017;19:45;-;328,5;2.168,5;479,5;-
09.06.2017;20:00;60.284;331;2.124,75;357,75;50.012,75
09.06.2017;20:15;-;325,5;2.061;253;-
09.06.2017;20:30;-;320;1.995,5;163,25;-
09.06.2017;20:45;-;314;1.936;89,5;-
09.06.2017;21:00;56.841;308,25;1.864,75;38,75;48.479,5
09.06.2017;21:15;-;299;1.809,75;12,25;-
09.06.2017;21:30;-;289,25;1.755,5;2,75;-
09.06.2017;21:45;-;280,75;1.700,25;0,25;-
09.06.2017;22:00;55.034;272,5;1.654,75;0;47.482,5
09.06.2017;22:15;-;267,25;1.632,5;0;-
09.06.2017;22:30;-;261,5;1.612,75;0;-
09.06.2017;22:45;-;256,5;1.593,75;0;-
09.06.2017;23:00;52.654;251,5;1.576,5;0;45.406,5
09.06.2017;23:15;-;250,25;1.566,75;0;-
09.06.2017;23:30;-;248,25;1.557,75;0;-
09.06.2017;23:45;-;246,75;1.549,75;0;-
10.06.2017;00:00;49.896;274,5;1.356,5;0;43.416,75
10.06.2017;00:15;-;288,75;1.347,75;0;-
10.06.2017;00:30;-;283,5;1.338,75;0;-
10.06.2017;00:45;-;258,75;1.330,75;0;-
10.06.2017;01:00;48.315;248,25;1.324,75;0;42.154,75
10.06.2017;01:15;-;220,25;1.321,75;0;-
10.06.2017;01:30;-;205,25;1.319,75;0;-
10.06.2017;01:45;-;200,75;1.319,5;0;-
10.06.2017;02:00;46.906;195,25;1.183,25;0;41.444,75
10.06.2017;02:15;-;173,5;1.220,75;0;-
10.06.2017;02:30;-;173,5;1.183,25;0;-
10.06.2017;02:45;-;174;1.157,75;0;-
10.06.2017;03:00;46.388;178,75;1.166;0;41.012
10.06.2017;03:15;-;165;1.163,25;0;-
10.06.2017;03:30;-;163;1.177,5;0;-
10.06.2017;03:45;-;162,5;1.200;0;-
10.06.2017;04:00;45.267;166,75;1.201,5;0;39.876,25
10.06.2017;04:15;-;167;1.189,25;0;-
10.06.2017;04:30;-;167;1.176,25;0;-
10.06.2017;04:45;-;167,75;1.153;2,25;-
10.06.2017;05:00;45.293;167,5;1.123;13,25;40.071
10.06.2017;05:15;-;166,25;1.081;40,5;-
10.06.2017;05:30;-;164,25;1.041,25;90,5;-
10.06.2017;05:45;-;162,5;1.002,75;169,25;-
10.06.2017;06:00;47.741;161,5;973,5;275;41.491,25
10.06.2017;06:15;-;160,75;935,75;403,5;-
10.06.2017;06:30;-;161,75;871,75;562,5;-
10.06.2017;06:45;-;163,25;822,25;758,25;-
10.06.2017;07:00;53.222;164,5;767;991,5;44.137,75
10.06.2017;07:15;-;167,75;710,25;1.254,5;-
10.06.2017;07:30;-;171;667;1.541,75;-
10.06.2017;07:45;-;175,25;625,25;1.848,5;-
10.06.2017;08:00;61.321;177,5;583,75;2.175,25;47.535,5
10.06.2017;08:15;-;184;576,75;2.516,75;-
10.06.2017;08:30;-;191,25;559,25;2.862,5;-
10.06.2017;08:45;-;198,75;556,5;3.203,25;-
10.06.2017;09:00;69.732;206,75;558;3.531,25;50.613,25
10.06.2017;09:15;-;217,5;566,25;3.840,25;-
10.06.2017;09:30;-;227,5;587,25;4.133;-
10.06.2017;09:45;-;237;602,5;4.411,5;-
10.06.2017;10:00;75.328;235,5;713,5;4.670,5;51.308,5
10.06.2017;10:15;-;242,75;744,75;4.904;-
10.06.2017;10:30;-;250,75;775,5;5.115,25;-
10.06.2017;10:45;-;259;804,5;5.303,5;-
10.06.2017;11:00;78.479;267;831,5;5.467,75;51.303,25
10.06.2017;11:15;-;271,25;850,5;5.611,25;-
10.06.2017;11:30;-;276,75;868,25;5.732,25;-
10.06.2017;11:45;-;282,25;887;5.830;-
10.06.2017;12:00;80.071;286,75;901;5.903,75;51.402,75
10.06.2017;12:15;-;292;905;5.956,25;-
10.06.2017;12:30;-;296,25;912,5;5.991,5;-
10.06.2017;12:45;-;300;919,5;6.003,75;-
10.06.2017;13:00;78.717;304,5;922;5.995,5;50.053,75
10.06.2017;13:15;-;308,25;919,75;5.967,5;-
10.06.2017;13:30;-;312;917,5;5.922,25;-
10.06.2017;13:45;-;315,25;916;5.862,75;-
10.06.2017;14:00;75.499;318,25;910,75;5.782,75;48.280,5
10.06.2017;14:15;-;314,5;893;5.680,5;-
10.06.2017;14:30;-;311,75;873,5;5.558,25;-
10.06.2017;14:45;-;309;855;5.411,25;-
10.06.2017;15:00;71.179;305,25;834,5;5.253,25;46.906,25
10.06.2017;15:15;-;301,25;806,5;5.079,75;-
10.06.2017;15:30;-;297;777,75;4.891;-
10.06.2017;15:45;-;292,25;750;4.684,25;-
10.06.2017;16:00;66.611;288,25;722,5;4.465,75;46.378,75
10.06.2017;16:15;-;278,5;694,25;4.234;-
10.06.2017;16:30;-;271,5;662,5;3.990;-
10.06.2017;16:45;-;263;631,5;3.730,5;-
10.06.2017;17:00;62.274;255,25;600,5;3.458,25;47.010,75
10.06.2017;17:15;-;245,25;568,25;3.175,75;-
10.06.2017;17:30;-;237,5;533,5;2.882,75;-
10.06.2017;17:45;-;229;499,25;2.578;-
10.06.2017;18:00;57.054;220,75;467,25;2.269,5;47.237,25
10.06.2017;18:15;-;213,5;432;1.967,25;-
10.06.2017;18:30;-;206,25;396,75;1.677;-
10.06.2017;18:45;-;197,75;363,5;1.405,25;-
10.06.2017;19:00;52.569;190,5;333,25;1.152;47.263,5
10.06.2017;19:15;-;184;309;924,75;-
10.06.2017;19:30;-;180,25;284,5;732,25;-
10.06.2017;19:45;-;175,5;263;576,5;-
10.06.2017;20:00;49.482;170,25;244,75;436,5;46.771
10.06.2017;20:15;-;176,25;238,75;305,25;-
10.06.2017;20:30;-;181,5;234,75;196,25;-
10.06.2017;20:45;-;187,25;230,25;109,25;-
10.06.2017;21:00;47.647;196,75;228,75;48,25;45.713
10.06.2017;21:15;-;216,75;234,75;14,5;-
10.06.2017;21:30;-;237;243,75;3,25;-
10.06.2017;21:45;-;257,25;252,5;0,5;-
10.06.2017;22:00;48.090;280,5;266;0;45.594,25
10.06.2017;22:15;-;306,75;289,75;0;-
10.06.2017;22:30;-;333,75;316,25;0;-
10.06.2017;22:45;-;360,5;342,25;0;-
10.06.2017;23:00;46.462;390,5;373,25;0;42.879,75
10.06.2017;23:15;-;427;423,25;0;-
10.06.2017;23:30;-;463,75;475,25;0;-
10.06.2017;23:45;-;501,5;527,75;0;-
11.06.2017;00:00;47.667;621,5;663;0;41.975,25
11.06.2017;00:15;-;635,25;726,75;0;-
11.06.2017;00:30;-;677;790;0;-
11.06.2017;00:45;-;725;853,25;0;-
11.06.2017;01:00;47.236;760;915,5;0;39.987
11.06.2017;01:15;-;784,75;981,5;0;-
11.06.2017;01:30;-;806,5;1.051,5;0;-
11.06.2017;01:45;-;828,75;1.120,5;0;-
11.06.2017;02:00;47.913;841,25;1.405,5;0;38.479
11.06.2017;02:15;-;839,75;1.507,25;0;-
11.06.2017;02:30;-;850,5;1.517,75;0;-
11.06.2017;02:45;-;844;1.628;0;-
11.06.2017;03:00;47.861;838;1.681,75;0;37.565
11.06.2017;03:15;-;844,25;1.711,25;0;-
11.06.2017;03:30;-;849,5;1.741,75;0;-
11.06.2017;03:45;-;850,25;1.779,25;0;-
11.06.2017;04:00;47.827;846;1.775;0;37.324,25
11.06.2017;04:15;-;841,25;1.791,75;0;-
11.06.2017;04:30;-;837,5;1.794;0;-
11.06.2017;04:45;-;833,75;1.781,75;1,75;-
11.06.2017;05:00;47.965;829,25;1.781,25;11,75;37.552,75
11.06.2017;05:15;-;822,75;1.729,25;38,75;-
11.06.2017;05:30;-;814,75;1.682,75;87,75;-
11.06.2017;05:45;-;808;1.646;160;-
11.06.2017;06:00;50.127;799,75;1.604;256,75;38.977,75
11.06.2017;06:15;-;791,75;1.544,75;385,25;-
11.06.2017;06:30;-;785;1.476,25;555,25;-
11.06.2017;06:45;-;778;1.400,75;771,75;-
11.06.2017;07:00;54.737;771,25;1.337,75;1.034,75;40.867,25
11.06.2017;07:15;-;765,5;1.256,25;1.328,75;-
11.06.2017;07:30;-;759;1.165;1.651;-
11.06.2017;07:45;-;753,25;1.053,75;1.993,5;-
11.06.2017;08:00;61.847;743,75;963,25;2.353;43.800
11.06.2017;08:15;-;739,25;897,25;2.717;-
11.06.2017;08:30;-;735;846,5;3.081,5;-
11.06.2017;08:45;-;730,25;810;3.430,25;-
11.06.2017;09:00;69.594;722,75;782,25;3.759,25;46.879
11.06.2017;09:15;-;717;769,75;4.075,5;-
11.06.2017;09:30;-;709,25;743,75;4.378,75;-
11.06.2017;09:45;-;701,5;710,25;4.645;-
11.06.2017;10:00;75.071;661,25;812,5;4.890,5;48.205,5
11.06.2017;10:15;-;656,5;807,75;5.150,75;-
11.06.2017;10:30;-;651,25;804;5.389,25;-
11.06.2017;10:45;-;646,75;799,5;5.595,5;-
11.06.2017;11:00;79.515;641,5;798,75;5.778;49.642,75
11.06.2017;11:15;-;630,75;822;5.946,25;-
11.06.2017;11:30;-;620,25;846,5;6.092;-
11.06.2017;11:45;-;609,75;870,25;6.216,25;-
11.06.2017;12:00;79.290;599;896,25;6.314,5;47.566
11.06.2017;12:15;-;584,25;932,5;6.390;-
11.06.2017;12:30;-;569,25;969,5;6.441,25;-
11.06.2017;12:45;-;554,5;1.006;6.467;-
11.06.2017;13:00;76.720;540;1.048,5;6.468,75;44.454,75
11.06.2017;13:15;-;526,5;1.100,25;6.451;-
11.06.2017;13:30;-;513,25;1.153,25;6.408,75;-
11.06.2017;13:45;-;500,25;1.206,5;6.348,25;-
11.06.2017;14:00;76.531;487;1.253,75;6.264,75;45.072,5
11.06.2017;14:15;-;478;1.288,5;6.160;-
11.06.2017;14:30;-;468,5;1.323;6.034,25;-
11.06.2017;14:45;-;458,5;1.359,5;5.882,75;-
11.06.2017;15:00;73.922;451;1.384,5;5.712,75;44.846
11.06.2017;15:15;-;449;1.397;5.534,5;-
11.06.2017;15:30;-;446,25;1.410;5.331,75;-
11.06.2017;15:45;-;444,25;1.423,5;5.091,5;-
11.06.2017;16:00;69.505;443,25;1.435,75;4.836,75;44.261
11.06.2017;16:15;-;446,25;1.444,75;4.565,75;-
11.06.2017;16:30;-;447,5;1.456,5;4.277,5;-
11.06.2017;16:45;-;448,75;1.468,75;3.972,5;-
11.06.2017;17:00;64.592;459,25;1.471,75;3.651,75;44.284,25
11.06.2017;17:15;-;467,5;1.462,75;3.316,75;-
11.06.2017;17:30;-;476,75;1.453,5;2.973,5;-
11.06.2017;17:45;-;485,75;1.444,75;2.643,75;-
11.06.2017;18:00;59.410;495,25;1.439,75;2.311,5;44.311,75
11.06.2017;18:15;-;505,75;1.438,75;1.971,5;-
11.06.2017;18:30;-;515,5;1.438,25;1.651,75;-
11.06.2017;18:45;-;525,5;1.437,5;1.367,25;-
11.06.2017;19:00;56.313;533,75;1.447;1.105,75;44.989
11.06.2017;19:15;-;540;1.470,5;880,5;-
11.06.2017;19:30;-;545,25;1.496,75;694;-
11.06.2017;19:45;-;551;1.524;535,5;-
11.06.2017;20:00;54.971;555,75;1.554,75;402,25;45.269,5
11.06.2017;20:15;-;555,25;1.603,25;279,5;-
11.06.2017;20:30;-;556,75;1.648,5;182,75;-
11.06.2017;20:45;-;556,75;1.701,75;104,25;-
11.06.2017;21:00;54.680;557,5;1.743,75;47;44.972,75
11.06.2017;21:15;-;558,5;1.812,5;15;-
11.06.2017;21:30;-;559,75;1.884,25;4,25;-
11.06.2017;21:45;-;560,75;1.963;1;-
11.06.2017;22:00;56.431;562,75;2.044,25;0;45.445,75
11.06.2017;22:15;-;573;2.128;0;-
11.06.2017;22:30;-;583,25;2.213;0;-
11.06.2017;22:45;-;592,75;2.288,25;0;-
11.06.2017;23:00;54.807;604,75;2.353,25;0;42.769
11.06.2017;23:15;-;625,75;2.366,75;0;-
11.06.2017;23:30;-;647,25;2.379,5;0;-
11.06.2017;23:45;-;668,25;2.392,5;0;-
12.06.2017;00:00;52.655;480,25;2.299,5;0;41.350,5
12.06.2017;00:15;-;478,25;2.311,25;0;-
12.06.2017;00:30;-;513;2.324;0;-
12.06.2017;00:45;-;559;2.339,25;0;-
